election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,stat2011:86000311,statistical_area,stat2011:86000311,2011,86000311,311,loc:8600,8600,רמת גן,4,4,2076,1556,1544,12,אמת,492,360,132,0.318653,492,17,1,0,0,1,100,0,0,0,0,150,39,360,69,0,0,0,0,227,1,1,13,13,1,59
K20,stat2011:86000312,statistical_area,stat2011:86000312,2011,86000312,312,loc:8600,8600,רמת גן,6,6,3664,2961,2946,15,אמת,1116,627,489,0.378819,1116,10,6,0,0,0,115,0,0,0,0,222,47,627,137,1,0,2,0,584,0,0,22,15,1,41
K20,stat2011:86000313,statistical_area,stat2011:86000313,2011,86000313,313,loc:8600,8600,רמת גן,4,4,2588,1865,1853,12,אמת,526,448,78,0.283864,526,13,1,0,0,0,130,0,0,0,0,229,39,448,94,2,0,0,0,261,1,2,13,24,1,69
K20,stat2011:86000314,statistical_area,stat2011:86000314,2011,86000314,314,loc:8600,8600,רמת גן,4,4,2130,1460,1447,13,אמת,417,352,65,0.288182,417,11,0,0,0,0,80,0,0,0,0,207,38,352,62,2,0,0,0,180,0,1,19,13,1,64
K20,stat2011:86000321,statistical_area,stat2011:86000321,2011,86000321,321,loc:8600,8600,רמת גן,6,6,3687,2753,2737,16,מחל,769,545,224,0.280965,545,58,1,0,0,0,343,0,0,0,0,262,65,769,48,0,0,0,0,331,0,2,30,105,2,176
K20,stat2011:86000322,statistical_area,stat2011:86000322,2011,86000322,322,loc:8600,8600,רמת גן,4,4,2278,1610,1598,12,מחל,517,289,228,0.323529,116,48,3,0,0,0,289,0,0,0,0,168,11,517,26,0,0,0,0,89,0,1,10,146,1,173
K20,stat2011:86000324,statistical_area,stat2011:86000324,2011,86000324,324,loc:8600,8600,רמת גן,6,6,3907,3079,3060,19,אמת,917,792,125,0.299673,917,27,5,0,0,1,208,0,0,0,0,320,56,792,96,2,0,0,0,493,1,1,32,40,0,69
K20,stat2011:86000325,statistical_area,stat2011:86000325,2011,86000325,325,loc:8600,8600,רמת גן,6,6,3449,2405,2392,13,מחל,694,572,122,0.290134,572,16,3,0,0,0,150,0,0,0,0,307,54,694,90,1,0,0,0,292,0,0,31,29,2,151
K20,stat2011:86000412,statistical_area,stat2011:86000412,2011,86000412,412,loc:8600,8600,רמת גן,8,8,4708,3192,3160,32,מחל,1057,512,545,0.334494,512,31,7,0,0,1,173,0,0,0,0,412,121,1057,108,2,0,0,0,190,0,0,38,65,1,442
K20,stat2011:86000414,statistical_area,stat2011:86000414,2011,86000414,414,loc:8600,8600,רמת גן,4,4,2321,1689,1676,13,אמת,625,302,323,0.372912,625,8,7,0,0,0,133,0,0,0,0,121,24,291,121,2,0,0,0,302,0,0,19,9,0,14
K20,stat2011:86000415,statistical_area,stat2011:86000415,2011,86000415,415,loc:8600,8600,רמת גן,1,1,152,21,21,0,מחל,7,5,2,0.333333,5,0,1,0,0,0,0,0,0,0,0,3,2,7,0,0,0,0,0,3,0,0,0,0,0,0
K20,stat2011:86000416,statistical_area,stat2011:86000416,2011,86000416,416,loc:8600,8600,רמת גן,7,6,2798,2081,2064,17,אמת,1024,368,656,0.496124,1024,8,7,0,0,0,39,0,0,0,0,89,21,303,165,1,0,0,0,368,0,1,12,14,1,11
K20,stat2011:86000417,statistical_area,stat2011:86000417,2011,86000417,417,loc:8600,8600,רמת גן,1,1,421,334,334,0,אמת,192,51,141,0.57485,192,1,2,0,0,0,5,0,0,0,0,5,0,22,47,0,0,0,0,51,0,0,9,0,0,0
K20,stat2011:86000418,statistical_area,stat2011:86000418,2011,86000418,418,loc:8600,8600,רמת גן,9,9,5568,4094,4071,23,אמת,1804,683,1121,0.443134,1804,21,8,0,0,0,168,2,0,0,0,257,31,683,391,2,1,0,1,589,0,1,40,25,2,45
K20,stat2011:8610001,statistical_area,stat2011:8610001,2011,8610001,1,loc:861,861,שדה אליעזר,1,1,597,454,451,3,מחל,142,117,25,0.314856,117,3,0,0,0,0,32,0,0,0,0,46,9,142,17,0,0,0,1,54,0,3,13,10,0,4
K20,stat2011:8620001,statistical_area,stat2011:8620001,2011,8620001,1,loc:862,862,גני יוחנן,1,1,519,401,395,6,אמת,127,85,42,0.321519,127,0,0,0,0,0,12,0,0,0,0,59,5,85,11,1,0,0,0,71,0,0,6,5,2,11
K20,stat2011:8630001,statistical_area,stat2011:8630001,2011,8630001,1,loc:863,863,גינתון,1,1,613,499,498,1,אמת,212,83,129,0.425703,212,3,1,0,0,0,21,0,0,0,0,54,8,72,27,0,0,0,0,83,0,0,9,2,1,5
K20,stat2011:8640001,statistical_area,stat2011:8640001,2011,8640001,1,loc:864,864,בקוע,1,1,440,355,354,1,מחל,157,56,101,0.443503,56,2,0,0,0,0,29,0,0,0,0,49,2,157,3,1,0,0,0,17,0,0,1,17,0,20
K20,stat2011:8650001,statistical_area,stat2011:8650001,2011,8650001,1,loc:865,865,שיבולים,1,1,255,213,206,7,מחל,117,35,82,0.567961,2,1,0,0,0,0,35,0,0,0,0,16,5,117,1,1,0,0,1,3,1,0,1,14,0,8
K20,stat2011:8660001,statistical_area,stat2011:8660001,2011,8660001,1,loc:866,866,יטבתה,2,2,629,404,404,0,אמת,273,58,215,0.675743,273,1,0,0,0,0,10,0,0,0,0,10,2,12,58,1,0,0,0,27,0,0,9,0,1,0
K20,stat2011:8680001,statistical_area,stat2011:8680001,2011,8680001,1,loc:868,868,אלוני יצחק,1,1,119,27,27,0,אמת,8,6,2,0.296296,8,0,0,0,0,0,0,0,0,0,0,5,1,6,3,0,0,0,0,4,0,0,0,0,0,0
K20,stat2011:8700001,statistical_area,stat2011:8700001,2011,8700001,1,loc:870,870,גבעת השלושה,1,1,449,348,347,1,אמת,220,31,189,0.634006,220,0,0,0,0,0,11,0,0,0,0,23,5,19,31,1,0,0,0,28,0,0,6,1,0,2
K20,stat2011:87000012,statistical_area,stat2011:87000012,2011,87000012,12,loc:8700,8700,רעננה,4,4,2341,1695,1690,5,אמת,507,450,57,0.3,507,13,1,0,0,0,176,0,0,0,0,130,16,450,71,0,0,0,0,198,0,0,15,56,0,57
K20,stat2011:87000013,statistical_area,stat2011:87000013,2011,87000013,13,loc:8700,8700,רעננה,5,5,3269,2385,2375,10,אמת,762,504,258,0.320842,762,18,0,0,0,3,403,0,0,0,1,112,18,504,85,0,0,0,0,380,0,0,13,46,0,30
K20,stat2011:87000014,statistical_area,stat2011:87000014,2011,87000014,14,loc:8700,8700,רעננה,4,4,2288,1576,1572,4,אמת,417,373,44,0.265267,417,21,1,0,0,0,322,0,0,0,0,81,16,373,61,0,0,0,0,172,0,0,15,73,1,19
K20,stat2011:87000015,statistical_area,stat2011:87000015,2011,87000015,15,loc:8700,8700,רעננה,4,4,2192,1557,1544,13,מחל,400,394,6,0.259067,312,33,0,0,0,1,394,0,0,0,0,80,17,400,43,0,0,0,0,133,0,0,8,92,0,31
K20,stat2011:87000016,statistical_area,stat2011:87000016,2011,87000016,16,loc:8700,8700,רעננה,4,4,2529,1756,1749,7,אמת,588,377,211,0.336192,588,20,1,0,0,0,220,1,0,0,1,126,35,377,93,3,0,0,0,195,0,0,20,44,0,25
K20,stat2011:87000017,statistical_area,stat2011:87000017,2011,87000017,17,loc:8700,8700,רעננה,5,5,3264,2297,2282,15,אמת,777,457,320,0.340491,777,24,3,1,0,0,210,0,0,0,0,145,54,457,154,1,1,0,0,343,1,2,28,43,1,37
K20,stat2011:87000018,statistical_area,stat2011:87000018,2011,87000018,18,loc:8700,8700,רעננה,4,4,2518,1748,1740,8,אמת,568,312,256,0.326437,568,40,2,1,0,0,179,0,0,0,1,161,36,312,94,0,0,1,1,259,0,2,11,44,0,28
K20,stat2011:87000019,statistical_area,stat2011:87000019,2011,87000019,19,loc:8700,8700,רעננה,4,4,2354,1668,1655,13,אמת,591,305,286,0.3571,591,27,0,0,0,1,189,0,0,0,0,120,30,305,95,2,0,0,0,235,0,2,17,29,0,12
K20,stat2011:87000021,statistical_area,stat2011:87000021,2011,87000021,21,loc:8700,8700,רעננה,4,4,2217,1456,1448,8,אמת,425,375,50,0.293508,425,28,2,0,0,1,181,0,0,0,0,102,15,375,60,0,0,2,0,166,0,0,12,31,3,45
K20,stat2011:87000022,statistical_area,stat2011:87000022,2011,87000022,22,loc:8700,8700,רעננה,4,4,2603,1829,1808,21,מחל,458,440,18,0.253319,440,50,3,0,0,0,190,0,0,0,0,158,39,458,92,1,0,0,1,238,1,0,19,60,0,58
K20,stat2011:87000023,statistical_area,stat2011:87000023,2011,87000023,23,loc:8700,8700,רעננה,4,4,2214,1633,1623,10,מחל,545,259,286,0.335798,259,40,6,0,0,0,189,0,1,0,0,138,22,545,49,0,0,0,0,133,0,1,13,87,2,138
K20,stat2011:87000024,statistical_area,stat2011:87000024,2011,87000024,24,loc:8700,8700,רעננה,5,5,2695,2008,1999,9,אמת,769,442,327,0.384692,769,9,1,0,1,1,133,0,1,0,0,145,27,442,117,1,1,0,0,289,0,1,19,12,1,29
K20,stat2011:87000025,statistical_area,stat2011:87000025,2011,87000025,25,loc:8700,8700,רעננה,5,5,3308,2421,2408,13,אמת,1090,382,708,0.452658,1090,13,1,1,0,0,128,0,0,0,0,135,18,382,191,1,0,0,0,379,0,0,25,16,2,26
K20,stat2011:87000026,statistical_area,stat2011:87000026,2011,87000026,26,loc:8700,8700,רעננה,4,4,2631,1787,1770,17,מחל,496,414,82,0.280226,414,31,2,0,0,0,119,0,0,0,0,202,29,496,105,1,1,0,0,188,0,0,17,57,0,108
K20,stat2011:87000027,statistical_area,stat2011:87000027,2011,87000027,27,loc:8700,8700,רעננה,5,5,2500,1905,1892,13,אמת,714,372,342,0.377378,714,10,4,0,1,0,87,0,0,0,0,142,56,317,117,1,0,0,0,372,1,1,22,17,0,30
K20,stat2011:87000028,statistical_area,stat2011:87000028,2011,87000028,28,loc:8700,8700,רעננה,3,3,1899,1457,1432,25,אמת,564,300,264,0.393855,564,4,0,0,1,1,93,0,1,0,0,66,18,228,103,0,0,0,0,300,1,0,13,19,0,20
K20,stat2011:87000031,statistical_area,stat2011:87000031,2011,87000031,31,loc:8700,8700,רעננה,7,7,4690,3539,3522,17,אמת,1395,647,748,0.396082,1395,16,2,0,0,0,266,0,0,0,0,217,53,647,197,0,1,1,0,630,0,2,22,33,1,39
K20,stat2011:87000032,statistical_area,stat2011:87000032,2011,87000032,32,loc:8700,8700,רעננה,5,5,3214,2369,2363,6,אמת,793,466,327,0.33559,793,31,5,0,0,0,360,0,0,0,0,109,15,466,145,1,0,0,0,326,0,0,26,62,0,24
K20,stat2011:87000033,statistical_area,stat2011:87000033,2011,87000033,33,loc:8700,8700,רעננה,6,6,3697,2106,2093,13,אמת,836,376,460,0.399427,836,25,0,0,0,0,206,0,0,0,0,116,18,376,120,0,1,0,1,325,0,0,24,28,0,17
K20,stat2011:87000034,statistical_area,stat2011:87000034,2011,87000034,34,loc:8700,8700,רעננה,6,6,3496,2324,2307,17,אמת,706,516,190,0.306025,706,28,5,0,1,0,222,0,1,0,0,172,39,516,137,1,0,1,0,335,0,3,34,53,4,49
K20,stat2011:87000035,statistical_area,stat2011:87000035,2011,87000035,35,loc:8700,8700,רעננה,5,5,3018,2087,2078,9,אמת,716,441,275,0.344562,716,30,5,0,0,1,205,1,0,0,0,148,46,441,125,1,0,0,1,268,0,0,23,28,0,39
K20,stat2011:87000036,statistical_area,stat2011:87000036,2011,87000036,36,loc:8700,8700,רעננה,3,3,1986,1499,1492,7,אמת,474,323,151,0.317694,474,4,3,0,0,0,201,0,0,0,0,79,17,323,91,2,0,0,0,212,0,1,20,44,0,21
K20,stat2011:8710001,statistical_area,stat2011:8710001,2011,8710001,1,loc:871,871,עינת,1,1,524,445,444,1,אמת,274,67,207,0.617117,274,0,0,0,0,0,5,0,0,0,0,15,5,19,67,0,0,0,0,49,0,0,8,2,0,0
K20,stat2011:8720001,statistical_area,stat2011:8720001,2011,8720001,1,loc:872,872,גאולי תימן,1,1,273,206,206,0,מחל,76,49,27,0.368932,19,5,16,0,0,0,20,0,0,0,0,49,2,76,2,0,0,0,0,9,0,1,1,1,1,4
K20,stat2011:8730001,statistical_area,stat2011:8730001,2011,8730001,1,loc:873,873,שלווה,1,1,336,270,270,0,מחל,149,39,110,0.551852,1,6,0,0,0,0,18,0,0,0,0,23,0,149,0,0,0,0,0,0,0,1,2,39,0,31
K20,stat2011:8740001,statistical_area,stat2011:8740001,2011,8740001,1,loc:874,874,מגדל העמק,6,6,3966,2196,2159,37,מחל,662,611,51,0.306623,124,22,2,0,0,0,75,0,0,0,0,167,611,662,15,0,2,0,1,117,0,1,25,151,2,182
K20,stat2011:8740002,statistical_area,stat2011:8740002,2011,8740002,2,loc:874,874,מגדל העמק,5,5,2808,1709,1681,28,מחל,568,349,219,0.337894,117,17,0,0,0,0,70,0,0,0,0,94,349,568,3,1,0,2,1,51,0,4,9,117,4,274
K20,stat2011:8740003,statistical_area,stat2011:8740003,2011,8740003,3,loc:874,874,מגדל העמק,6,6,3125,2186,2142,44,שס,590,555,35,0.275444,128,46,0,1,0,1,58,0,0,0,0,133,366,555,8,1,1,1,0,64,1,0,8,178,2,590
K20,stat2011:8740005,statistical_area,stat2011:8740005,2011,8740005,5,loc:874,874,מגדל העמק,6,6,3437,2178,2151,27,מחל,823,373,450,0.382613,219,20,0,0,1,0,85,0,1,0,0,153,263,823,16,1,2,0,0,127,1,3,19,43,1,373
K20,stat2011:8740006,statistical_area,stat2011:8740006,2011,8740006,6,loc:874,874,מגדל העמק,7,7,4282,3080,3041,39,מחל,1203,347,856,0.395594,347,43,2,0,0,1,149,0,0,0,0,226,304,1203,21,0,1,0,0,259,2,1,42,149,1,290
K20,stat2011:8740007,statistical_area,stat2011:8740007,2011,8740007,7,loc:874,874,מגדל העמק,3,3,1497,1023,1009,14,מחל,385,196,189,0.381566,103,9,0,0,0,0,47,0,0,0,0,96,196,385,2,1,0,1,0,81,1,3,13,14,3,54
K20,stat2011:8740009,statistical_area,stat2011:8740009,2011,8740009,9,loc:874,874,מגדל העמק,2,2,1516,1124,1114,10,מחל,446,147,299,0.400359,145,1,0,0,0,0,58,0,0,0,0,115,147,446,6,0,0,0,0,116,0,2,9,23,0,46
K20,stat2011:8770001,statistical_area,stat2011:8770001,2011,8770001,1,loc:877,877,בית חירות,1,1,561,453,452,1,אמת,283,61,222,0.626106,283,0,0,0,0,0,4,0,1,0,0,23,4,10,58,0,0,0,0,61,0,0,5,1,1,1
K20,stat2011:88000001,statistical_area,stat2011:88000001,2011,88000001,1,loc:8800,8800,שפרעם,37,37,25674,15194,15025,169,ודעם,10971,2040,8931,0.730183,724,7,10971,0,2,1,11,1,0,0,17,353,2040,178,503,1,0,4,53,55,0,8,27,7,8,54
K20,stat2011:8800001,statistical_area,stat2011:8800001,2011,8800001,1,loc:880,880,עין שריד,2,2,1027,785,778,7,אמת,227,198,29,0.291774,227,22,0,0,0,1,32,0,0,0,0,88,6,198,60,0,1,0,0,114,0,0,7,2,1,19
K20,stat2011:8850001,statistical_area,stat2011:8850001,2011,8850001,1,loc:885,885,שדה בוקר,1,1,395,262,261,1,אמת,172,34,138,0.659004,172,0,0,0,0,0,5,0,0,0,0,7,6,8,34,1,0,0,0,23,0,0,5,0,0,0
K20,stat2011:8880001,statistical_area,stat2011:8880001,2011,8880001,1,loc:888,888,"כפר הרי""ף",1,1,557,454,450,4,אמת,196,92,104,0.435556,196,1,1,0,0,0,29,0,1,0,1,26,10,66,22,0,0,0,0,92,0,0,2,0,1,2
K20,stat2011:8890001,statistical_area,stat2011:8890001,2011,8890001,1,loc:889,889,כפר חסידים ב',1,1,277,201,200,1,טב,101,41,60,0.505,19,2,0,0,0,0,101,0,0,0,0,12,0,41,0,0,0,0,0,15,0,0,1,4,0,5
K20,stat2011:89000001,statistical_area,stat2011:89000001,2011,89000001,1,loc:8900,8900,טמרה,28,28,19804,15976,15911,65,ודעם,14962,259,14703,0.940356,161,4,14962,0,0,10,1,0,0,0,259,9,3,59,202,1,0,5,48,91,1,5,1,6,2,81
K20,stat2011:890001,statistical_area,stat2011:890001,2011,890001,1,loc:89,89,עין חרוד (איחוד),2,2,530,411,410,1,אמת,283,30,253,0.690244,283,1,0,0,0,1,6,0,0,0,0,12,4,29,30,20,0,0,0,18,0,0,3,3,0,0
K20,stat2011:8920001,statistical_area,stat2011:8920001,2011,8920001,1,loc:892,892,עבדון,1,1,473,342,339,3,מחל,117,66,51,0.345133,53,1,0,0,0,1,25,0,0,0,0,54,2,117,1,0,0,0,0,9,0,1,7,2,0,66
K20,stat2011:900001,statistical_area,stat2011:900001,2011,900001,1,loc:90,90,חפצי-בה,1,1,416,306,303,3,אמת,188,32,156,0.620462,188,0,1,0,0,0,3,0,0,0,0,15,0,25,28,2,0,0,0,32,0,2,5,0,1,1
K20,stat2011:90000111,statistical_area,stat2011:90000111,2011,90000111,111,loc:9000,9000,באר שבע,4,4,1905,932,913,19,מחל,312,202,110,0.341731,55,5,10,0,0,0,87,0,1,0,1,42,202,312,10,0,1,1,1,22,0,0,12,47,1,103
K20,stat2011:90000112,statistical_area,stat2011:90000112,2011,90000112,112,loc:9000,9000,באר שבע,4,4,2003,931,912,19,מחל,408,158,250,0.447368,39,3,7,0,0,0,36,0,0,0,0,50,158,408,7,0,0,1,0,33,0,1,14,39,0,116
K20,stat2011:90000113,statistical_area,stat2011:90000113,2011,90000113,113,loc:9000,9000,באר שבע,3,3,1511,727,703,24,מחל,272,150,122,0.386913,32,7,5,0,0,0,44,0,0,0,0,35,150,272,2,0,0,0,1,18,0,1,10,32,2,92
K20,stat2011:90000121,statistical_area,stat2011:90000121,2011,90000121,121,loc:9000,9000,באר שבע,5,5,2885,1305,1278,27,מחל,460,245,215,0.359937,76,8,18,1,0,0,73,0,0,0,0,85,245,460,20,0,1,0,0,42,3,3,9,99,0,135
K20,stat2011:90000122,statistical_area,stat2011:90000122,2011,90000122,122,loc:9000,9000,באר שבע,2,2,1104,535,516,19,מחל,218,66,152,0.422481,54,10,4,0,0,0,22,0,0,0,1,32,66,218,20,0,0,0,0,25,0,1,9,14,0,40
K20,stat2011:90000123,statistical_area,stat2011:90000123,2011,90000123,123,loc:9000,9000,באר שבע,3,2,1156,622,617,5,מחל,218,119,99,0.353323,119,2,4,0,0,0,32,0,0,0,0,48,44,218,21,0,0,0,0,31,1,0,14,29,1,53
K20,stat2011:90000131,statistical_area,stat2011:90000131,2011,90000131,131,loc:9000,9000,באר שבע,3,3,1778,906,893,13,מחל,321,121,200,0.359462,121,7,5,0,0,0,61,0,0,0,0,79,47,321,31,2,1,1,0,70,1,0,10,49,1,86
K20,stat2011:90000132,statistical_area,stat2011:90000132,2011,90000132,132,loc:9000,9000,באר שבע,5,4,2329,1105,1083,22,מחל,397,235,162,0.366574,86,11,9,0,1,0,40,0,0,0,0,99,235,397,13,2,0,2,1,52,1,0,15,23,0,96
K20,stat2011:90000133,statistical_area,stat2011:90000133,2011,90000133,133,loc:9000,9000,באר שבע,2,2,1026,456,449,7,מחל,127,85,42,0.282851,75,2,7,0,0,0,32,0,0,0,1,32,85,127,18,1,0,0,2,25,1,0,7,6,0,28
K20,stat2011:90000211,statistical_area,stat2011:90000211,2011,90000211,211,loc:9000,9000,באר שבע,7,7,3553,2216,2199,17,מחל,821,339,482,0.373352,339,12,13,0,0,0,110,0,1,0,0,191,249,821,33,1,0,0,1,186,0,1,30,71,2,138
K20,stat2011:90000212,statistical_area,stat2011:90000212,2011,90000212,212,loc:9000,9000,באר שבע,7,6,3442,1983,1949,34,מחל,745,352,393,0.382247,135,19,8,0,1,0,97,2,1,0,0,102,352,745,12,0,1,1,1,95,0,2,24,90,1,260
K20,stat2011:90000213,statistical_area,stat2011:90000213,2011,90000213,213,loc:9000,9000,באר שבע,3,3,2222,1588,1567,21,שס,439,427,12,0.280153,143,53,1,0,0,0,49,0,0,0,0,87,164,427,9,1,1,0,0,68,0,1,14,107,3,439
K20,stat2011:90000214,statistical_area,stat2011:90000214,2011,90000214,214,loc:9000,9000,באר שבע,7,7,3704,2428,2409,19,מחל,942,395,547,0.391034,148,15,3,2,0,1,141,0,0,0,0,234,395,942,21,0,0,2,0,149,0,1,31,113,2,209
K20,stat2011:90000215,statistical_area,stat2011:90000215,2011,90000215,215,loc:9000,9000,באר שבע,3,3,1782,1084,1056,28,מחל,431,153,278,0.408144,109,8,2,0,0,1,53,0,0,0,0,82,153,431,8,0,0,0,0,45,0,1,10,58,2,93
K20,stat2011:90000216,statistical_area,stat2011:90000216,2011,90000216,216,loc:9000,9000,באר שבע,6,6,3344,1727,1676,51,מחל,534,522,12,0.318616,107,12,7,1,0,0,67,0,0,0,25,150,522,534,12,1,1,0,1,62,3,9,19,61,3,79
K20,stat2011:90000221,statistical_area,stat2011:90000221,2011,90000221,221,loc:9000,9000,באר שבע,6,5,2872,1446,1402,44,מחל,512,341,171,0.365193,125,9,8,0,0,0,57,2,0,0,0,103,341,512,16,0,0,3,0,99,2,1,21,43,5,55
K20,stat2011:90000222,statistical_area,stat2011:90000222,2011,90000222,222,loc:9000,9000,באר שבע,5,5,3111,1566,1525,41,מחל,561,353,208,0.367869,125,12,8,1,0,0,67,2,0,0,0,114,353,561,17,1,1,1,0,86,0,5,17,65,3,86
K20,stat2011:90000223,statistical_area,stat2011:90000223,2011,90000223,223,loc:9000,9000,באר שבע,4,4,2297,1472,1456,16,מחל,569,233,336,0.390797,148,6,5,0,0,1,80,0,0,0,0,142,233,569,6,1,0,0,0,103,2,0,18,38,5,99
K20,stat2011:90000224,statistical_area,stat2011:90000224,2011,90000224,224,loc:9000,9000,באר שבע,3,3,1792,1140,1125,15,מחל,453,156,297,0.402667,96,11,3,0,0,1,52,0,0,0,0,111,156,453,13,0,0,1,0,79,1,0,20,52,3,73
K20,stat2011:90000225,statistical_area,stat2011:90000225,2011,90000225,225,loc:9000,9000,באר שבע,5,5,3219,1937,1905,32,מחל,772,390,382,0.405249,150,9,5,0,0,0,100,0,1,0,1,150,390,772,14,0,1,0,0,113,0,2,10,100,1,86
K20,stat2011:90000226,statistical_area,stat2011:90000226,2011,90000226,226,loc:9000,9000,באר שבע,2,2,1285,797,784,13,מחל,274,160,114,0.34949,85,9,1,0,0,0,38,0,0,0,0,80,160,274,7,0,1,0,0,55,0,0,10,31,0,33
K20,stat2011:90000234,statistical_area,stat2011:90000234,2011,90000234,234,loc:9000,9000,באר שבע,1,1,670,435,432,3,מחל,172,62,110,0.398148,35,4,2,0,0,0,21,0,0,0,0,51,62,172,3,0,1,1,0,31,0,0,4,14,1,30
K20,stat2011:90000311,statistical_area,stat2011:90000311,2011,90000311,311,loc:9000,9000,באר שבע,4,4,2831,1929,1920,9,מחל,773,321,452,0.402604,164,15,7,0,0,0,150,0,0,0,0,170,321,773,18,1,0,0,0,132,0,1,21,34,1,112
K20,stat2011:90000312,statistical_area,stat2011:90000312,2011,90000312,312,loc:9000,9000,באר שבע,6,6,3940,2609,2573,36,מחל,1037,511,526,0.403031,184,7,6,0,0,4,187,0,0,0,0,228,511,1037,20,0,0,0,1,169,0,3,35,63,5,113
K20,stat2011:90000313,statistical_area,stat2011:90000313,2011,90000313,313,loc:9000,9000,באר שבע,4,4,2419,1651,1632,19,מחל,722,311,411,0.442402,94,9,0,0,0,0,91,0,0,0,0,133,311,722,8,1,0,0,0,121,0,0,27,33,1,81
K20,stat2011:90000314,statistical_area,stat2011:90000314,2011,90000314,314,loc:9000,9000,באר שבע,2,2,1528,1156,1148,8,מחל,472,141,331,0.41115,141,4,2,0,0,0,74,0,0,0,0,130,85,472,10,1,0,0,0,111,0,0,8,29,2,79
K20,stat2011:90000411,statistical_area,stat2011:90000411,2011,90000411,411,loc:9000,9000,באר שבע,2,2,1486,1110,1104,6,מחל,506,135,371,0.458333,121,4,3,0,0,0,76,0,0,0,0,107,41,506,1,0,0,0,0,135,0,0,15,40,0,55
K20,stat2011:90000412,statistical_area,stat2011:90000412,2011,90000412,412,loc:9000,9000,באר שבע,3,3,2121,1304,1284,20,מחל,433,328,105,0.337227,129,4,2,0,0,0,69,0,0,0,0,122,328,433,14,0,0,0,0,70,0,0,15,22,0,76
K20,stat2011:90000413,statistical_area,stat2011:90000413,2011,90000413,413,loc:9000,9000,באר שבע,9,9,4954,3249,3185,64,מחל,1121,643,478,0.351962,312,20,9,0,0,1,212,0,0,0,1,312,643,1121,36,1,1,0,0,275,1,1,46,67,2,124
K20,stat2011:90000414,statistical_area,stat2011:90000414,2011,90000414,414,loc:9000,9000,באר שבע,8,8,4934,3531,3487,44,מחל,1479,466,1013,0.424147,466,12,19,0,0,1,232,1,0,0,0,297,380,1479,33,0,0,0,0,309,2,3,28,82,1,142
K20,stat2011:90000415,statistical_area,stat2011:90000415,2011,90000415,415,loc:9000,9000,באר שבע,8,8,4699,3416,3392,24,מחל,1300,372,928,0.383255,372,12,5,0,0,1,322,0,0,0,0,353,292,1300,20,0,0,1,0,291,0,2,28,196,0,197
K20,stat2011:90000421,statistical_area,stat2011:90000421,2011,90000421,421,loc:9000,9000,באר שבע,8,8,4733,3643,3630,13,מחל,1465,612,853,0.403581,612,11,6,0,0,0,322,0,0,0,0,392,78,1465,31,0,0,0,2,382,0,3,42,141,0,143
K20,stat2011:90000422,statistical_area,stat2011:90000422,2011,90000422,422,loc:9000,9000,באר שבע,7,7,4229,3057,3021,36,מחל,1043,605,438,0.34525,605,13,8,2,1,0,234,0,0,0,2,320,177,1043,57,3,1,0,0,310,1,1,35,104,2,102
K20,stat2011:90000423,statistical_area,stat2011:90000423,2011,90000423,423,loc:9000,9000,באר שבע,6,6,3558,2185,2151,34,מחל,709,389,320,0.329614,389,14,9,0,0,1,169,1,1,0,0,181,222,709,39,2,0,0,0,233,3,2,25,71,1,79
K20,stat2011:90000431,statistical_area,stat2011:90000431,2011,90000431,431,loc:9000,9000,באר שבע,5,5,2949,1675,1655,20,מחל,430,400,30,0.259819,210,18,2,0,1,0,400,1,0,0,0,107,75,430,37,5,0,0,0,89,0,0,14,150,2,114
K20,stat2011:90000432,statistical_area,stat2011:90000432,2011,90000432,432,loc:9000,9000,באר שבע,6,6,3425,1898,1869,29,מחל,587,316,271,0.314072,262,12,4,0,0,0,222,1,0,0,0,111,316,587,31,3,0,0,0,112,1,0,23,94,0,90
K20,stat2011:90000433,statistical_area,stat2011:90000433,2011,90000433,433,loc:9000,9000,באר שבע,3,3,1600,834,823,11,מחל,372,114,258,0.452005,59,7,0,0,0,1,52,0,1,0,0,52,114,372,8,0,0,0,1,51,0,6,15,28,0,56
K20,stat2011:90000434,statistical_area,stat2011:90000434,2011,90000434,434,loc:9000,9000,באר שבע,6,6,3504,1993,1962,31,מחל,647,287,360,0.329766,203,46,6,0,0,0,173,1,0,0,0,102,287,647,30,1,0,1,0,100,2,1,17,98,4,243
K20,stat2011:90000511,statistical_area,stat2011:90000511,2011,90000511,511,loc:9000,9000,באר שבע,3,3,2037,964,945,19,מחל,364,259,105,0.385185,74,7,3,1,0,0,51,0,0,0,0,67,259,364,4,0,0,0,0,42,0,0,12,13,1,47
K20,stat2011:90000512,statistical_area,stat2011:90000512,2011,90000512,512,loc:9000,9000,באר שבע,5,5,2625,1560,1543,17,מחל,682,173,509,0.441996,173,10,9,0,0,0,116,0,0,0,0,131,65,682,27,1,0,0,0,60,0,20,18,87,1,143
