election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,stat1995:6100216,statistical_area,stat1995:6100216,1995,6100216,216,loc:6100,6100,בני ברק,7,7,4393,3408,3374,34,ג,2141,800,1341,0.634558,42,2141,0,1,0,1,2,50,1,147,2,36,59,0,11,59,2,1,1,1,0,1,1,0,2,0,1,8,0,4,800
K17,stat1995:6100217,statistical_area,stat1995:6100217,1995,6100217,217,loc:6100,6100,בני ברק,6,6,3798,3023,2995,28,ג,2412,386,2026,0.805342,2,2412,0,1,0,0,0,7,0,120,0,23,10,0,2,19,2,2,1,7,0,0,0,0,0,1,0,0,0,0,386
K17,stat1995:6100221,statistical_area,stat1995:6100221,1995,6100221,221,loc:6100,6100,בני ברק,4,4,2502,1838,1813,25,ג,1191,201,990,0.656922,27,1191,0,0,0,0,0,29,2,189,0,15,44,1,38,50,7,0,1,6,0,0,3,0,0,0,0,3,0,6,201
K17,stat1995:6100222,statistical_area,stat1995:6100222,1995,6100222,222,loc:6100,6100,בני ברק,4,4,2457,1863,1840,23,ג,946,355,591,0.51413,32,946,1,0,0,0,0,38,1,355,0,25,64,0,44,95,8,2,0,5,0,1,0,0,0,0,0,5,0,7,211
K17,stat1995:6100223,statistical_area,stat1995:6100223,1995,6100223,223,loc:6100,6100,בני ברק,4,4,2362,1647,1629,18,ג,549,304,245,0.337017,113,549,0,0,2,0,1,74,2,221,5,15,152,0,54,95,20,1,0,3,0,1,1,0,0,0,1,2,0,13,304
K17,stat1995:6100224,statistical_area,stat1995:6100224,1995,6100224,224,loc:6100,6100,בני ברק,5,5,3610,2756,2742,14,ג,2307,343,1964,0.841357,0,2307,0,0,0,0,0,5,1,49,0,15,3,0,3,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,343
K17,stat1995:6100311,statistical_area,stat1995:6100311,1995,6100311,311,loc:6100,6100,בני ברק,5,5,2950,2240,2228,12,ג,1800,340,1460,0.807899,1,1800,0,0,0,0,1,3,0,55,0,15,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,340
K17,stat1995:6100312,statistical_area,stat1995:6100312,1995,6100312,312,loc:6100,6100,בני ברק,6,6,3233,2032,2012,20,ג,1615,361,1254,0.802684,0,1615,0,0,0,0,0,1,0,24,0,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
K17,stat1995:6100313,statistical_area,stat1995:6100313,1995,6100313,313,loc:6100,6100,בני ברק,4,4,2594,2071,2061,10,ג,1730,301,1429,0.839398,0,1730,0,0,0,0,0,1,0,14,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,301
K17,stat1995:6100314,statistical_area,stat1995:6100314,1995,6100314,314,loc:6100,6100,בני ברק,2,2,1320,1061,1053,8,ג,967,70,897,0.918329,1,967,0,0,0,0,0,0,0,5,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
K17,stat1995:6100315,statistical_area,stat1995:6100315,1995,6100315,315,loc:6100,6100,בני ברק,3,3,2270,1886,1873,13,שס,1200,515,685,0.640683,7,515,0,0,0,0,0,9,0,81,0,23,9,0,1,23,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1200
K17,stat1995:6100316,statistical_area,stat1995:6100316,1995,6100316,316,loc:6100,6100,בני ברק,6,6,3706,3216,3195,21,ג,2123,959,1164,0.664476,5,2123,0,0,0,0,0,6,0,44,0,15,12,0,3,23,1,1,0,0,0,0,0,0,0,0,2,0,0,1,959
K17,stat1995:6100317,statistical_area,stat1995:6100317,1995,6100317,317,loc:6100,6100,בני ברק,6,6,3474,2652,2643,9,ג,2276,319,1957,0.861143,1,2276,0,0,0,0,0,2,0,6,0,21,1,0,1,12,0,2,0,0,0,0,0,0,0,0,0,2,0,0,319
K17,stat1995:6100318,statistical_area,stat1995:6100318,1995,6100318,318,loc:6100,6100,בני ברק,1,1,190,89,84,5,ג,33,24,9,0.392857,0,33,1,0,1,0,0,0,0,4,0,4,10,0,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
K17,stat1995:6100321,statistical_area,stat1995:6100321,1995,6100321,321,loc:6100,6100,בני ברק,3,3,2118,1776,1773,3,ג,1262,469,793,0.711788,0,1262,0,0,0,0,0,3,0,23,0,6,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,469
K17,stat1995:6100322,statistical_area,stat1995:6100322,1995,6100322,322,loc:6100,6100,בני ברק,2,2,1415,1204,1199,5,ג,871,268,603,0.726439,2,871,0,0,0,1,0,2,0,35,0,12,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
K17,stat1995:6100323,statistical_area,stat1995:6100323,1995,6100323,323,loc:6100,6100,בני ברק,4,4,2612,2240,2228,12,ג,1755,422,1333,0.787702,1,1755,0,0,0,0,0,2,0,18,0,14,2,0,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,422
K17,stat1995:6100324,statistical_area,stat1995:6100324,1995,6100324,324,loc:6100,6100,בני ברק,2,2,1106,896,895,1,ג,710,115,595,0.793296,1,710,0,0,0,0,0,3,0,35,0,5,5,0,3,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115
K17,stat1995:6100325,statistical_area,stat1995:6100325,1995,6100325,325,loc:6100,6100,בני ברק,4,4,2941,2326,2310,16,ג,965,951,14,0.417749,13,965,0,0,0,1,0,21,1,168,1,67,39,2,16,51,3,2,0,3,0,1,0,0,0,0,0,2,0,3,951
K17,stat1995:612001,statistical_area,stat1995:612001,1995,612001,1,loc:612,612,צרופה,1,1,511,366,363,3,כן,105,68,37,0.289256,59,1,0,0,0,0,0,24,0,25,0,9,105,0,14,68,5,1,0,0,0,0,0,0,5,0,0,2,0,6,39
K17,stat1995:613001,statistical_area,stat1995:613001,1995,613001,1,loc:613,613,ציפורי,1,1,397,259,256,3,כן,96,69,27,0.375,69,0,0,0,1,0,0,16,1,6,0,0,96,0,16,14,19,0,0,2,0,0,1,1,0,0,0,1,0,9,4
K17,stat1995:614001,statistical_area,stat1995:614001,1995,614001,1,loc:614,614,שומרה,1,1,246,163,161,2,כן,63,44,19,0.391304,44,1,0,0,1,0,0,6,0,11,0,1,63,0,1,13,0,0,0,1,0,0,0,0,0,1,0,1,0,0,17
K17,stat1995:615001,statistical_area,stat1995:615001,1995,615001,1,loc:615,615,קדרון,1,1,847,658,653,5,כן,231,204,27,0.353752,204,2,0,0,0,1,0,42,0,15,1,1,231,0,17,23,58,0,0,20,0,0,2,0,0,1,0,16,0,16,3
K17,stat1995:616001,statistical_area,stat1995:616001,1995,616001,1,loc:616,616,רינתיה,1,1,523,386,383,3,כן,111,84,27,0.289817,84,5,0,0,1,0,0,29,0,18,0,2,111,0,15,47,13,0,0,1,0,0,0,0,0,0,0,12,0,19,26
K17,stat1995:617001,statistical_area,stat1995:617001,1995,617001,1,loc:617,617,ברקאי,1,1,404,249,249,0,מרצ,114,66,48,0.457831,66,0,1,0,4,0,0,7,2,1,0,0,39,0,1,2,114,0,0,1,0,0,0,0,0,0,0,6,0,5,0
K17,stat1995:618001,statistical_area,stat1995:618001,1995,618001,1,loc:618,618,חדיד,1,1,388,259,256,3,טב,70,52,18,0.273438,39,2,0,0,0,0,0,14,0,70,0,5,32,1,5,52,1,0,0,1,0,0,1,0,0,0,0,0,0,2,31
K17,stat1995:619001,statistical_area,stat1995:619001,1995,619001,1,loc:619,619,בית גוברין,1,1,189,183,182,1,אמת,88,46,42,0.483516,88,0,0,0,0,0,0,5,1,1,0,0,46,0,3,7,16,0,0,1,0,0,0,0,0,0,0,0,0,3,11
K17,stat1995:620001,statistical_area,stat1995:620001,1995,620001,1,loc:620,620,משואות יצחק,1,1,435,353,352,1,טב,248,29,219,0.704545,10,3,0,0,0,0,0,9,0,248,0,1,29,0,8,21,3,0,0,9,0,0,0,0,0,0,0,1,0,9,1
K17,stat1995:62001,statistical_area,stat1995:62001,1995,62001,1,loc:62,62,'דגניה א,1,1,512,333,331,2,אמת,175,54,121,0.528701,175,0,0,0,1,0,0,30,0,3,0,0,54,0,8,5,34,0,0,6,0,0,0,0,0,0,0,9,0,5,1
K17,stat1995:6200111,statistical_area,stat1995:6200111,1995,6200111,111,loc:6200,6200,בת ים,6,6,4038,1762,1734,28,כן,492,320,172,0.283737,194,17,7,1,11,1,0,154,7,67,4,12,492,0,320,171,35,0,0,3,1,0,1,0,0,4,7,19,0,12,194
K17,stat1995:6200112,statistical_area,stat1995:6200112,1995,6200112,112,loc:6200,6200,בת ים,6,6,3461,1545,1510,35,כן,340,336,4,0.225166,160,14,0,0,3,1,4,129,3,64,3,11,340,0,336,178,17,3,0,3,2,1,0,1,1,3,5,8,0,17,203
K17,stat1995:6200113,statistical_area,stat1995:6200113,1995,6200113,113,loc:6200,6200,בת ים,8,8,4828,2064,2011,53,כן,482,463,19,0.239682,202,21,0,0,4,0,1,178,7,94,6,10,482,1,463,252,20,0,0,7,2,1,0,1,3,2,4,25,0,10,215
K17,stat1995:6200114,statistical_area,stat1995:6200114,1995,6200114,114,loc:6200,6200,בת ים,5,5,3299,1676,1650,26,כן,403,284,119,0.244242,205,8,1,0,0,2,1,146,4,147,0,6,403,1,284,204,32,1,1,5,2,0,4,0,0,3,2,11,0,15,162
K17,stat1995:6200115,statistical_area,stat1995:6200115,1995,6200115,115,loc:6200,6200,בת ים,5,5,3306,1612,1573,39,כן,379,262,117,0.240941,191,19,1,0,2,1,0,152,7,121,6,16,379,0,262,183,23,2,0,8,0,0,1,0,1,1,3,14,1,12,167
K17,stat1995:6200211,statistical_area,stat1995:6200211,1995,6200211,211,loc:6200,6200,בת ים,6,6,3773,1979,1951,28,כן,517,268,249,0.264992,219,19,0,2,2,2,2,226,15,118,2,6,517,1,268,236,37,1,1,7,0,1,1,0,0,1,4,19,0,33,211
K17,stat1995:6200212,statistical_area,stat1995:6200212,1995,6200212,212,loc:6200,6200,בת ים,6,6,3974,1929,1900,29,כן,517,282,235,0.272105,231,18,1,0,0,2,2,181,5,142,4,7,517,2,282,217,20,0,0,1,1,3,3,1,1,3,11,13,0,15,217
K17,stat1995:6200213,statistical_area,stat1995:6200213,1995,6200213,213,loc:6200,6200,בת ים,5,5,3158,1707,1685,22,כן,467,243,224,0.277151,209,17,0,0,1,1,1,185,4,97,2,7,467,0,133,224,33,5,0,9,1,1,1,1,0,2,1,16,1,23,243
K17,stat1995:6200214,statistical_area,stat1995:6200214,1995,6200214,214,loc:6200,6200,בת ים,5,5,3078,1654,1628,26,כן,489,241,248,0.300369,174,8,1,0,2,0,6,153,2,115,0,3,489,2,159,241,21,2,0,12,0,1,3,0,0,2,4,16,0,28,184
K17,stat1995:6200215,statistical_area,stat1995:6200215,1995,6200215,215,loc:6200,6200,בת ים,6,6,3863,2087,2053,34,כן,537,284,253,0.261568,281,25,2,0,1,1,0,234,4,111,6,9,537,1,200,265,19,0,1,5,1,0,2,1,0,4,4,29,0,26,284
K17,stat1995:6200216,statistical_area,stat1995:6200216,1995,6200216,216,loc:6200,6200,בת ים,1,1,378,92,92,0,כן,24,15,9,0.26087,12,1,0,0,0,0,0,13,1,1,0,0,24,0,15,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14
K17,stat1995:6200221,statistical_area,stat1995:6200221,1995,6200221,221,loc:6200,6200,בת ים,4,4,2588,1260,1228,32,כן,295,207,88,0.240228,168,13,0,0,1,3,6,148,9,40,5,1,295,1,207,123,11,0,0,3,0,0,1,0,1,4,2,5,0,14,167
K17,stat1995:6200222,statistical_area,stat1995:6200222,1995,6200222,222,loc:6200,6200,בת ים,7,7,4463,2074,2038,36,כן,519,375,144,0.254661,254,22,0,0,1,1,2,194,12,89,4,14,519,0,375,241,30,1,1,4,0,0,1,0,0,0,7,9,1,30,226
K17,stat1995:6200223,statistical_area,stat1995:6200223,1995,6200223,223,loc:6200,6200,בת ים,4,4,2618,1219,1192,27,כן,298,228,70,0.25,154,14,1,0,1,0,9,100,1,55,4,7,298,0,228,130,20,1,0,0,2,1,0,2,0,1,1,12,0,11,139
K17,stat1995:6200224,statistical_area,stat1995:6200224,1995,6200224,224,loc:6200,6200,בת ים,4,4,2762,1364,1343,21,כן,340,238,102,0.253165,167,9,0,1,1,1,18,93,5,59,2,4,340,0,238,151,9,1,0,1,0,0,2,0,3,1,4,9,0,14,210
K17,stat1995:6200225,statistical_area,stat1995:6200225,1995,6200225,225,loc:6200,6200,בת ים,4,4,2221,1105,1096,9,כן,289,197,92,0.263686,137,4,1,0,1,2,6,101,1,54,4,3,289,0,197,137,9,1,0,1,0,0,0,1,0,4,2,12,0,10,119
K17,stat1995:6200226,statistical_area,stat1995:6200226,1995,6200226,226,loc:6200,6200,בת ים,1,1,140,90,89,1,כן,23,15,8,0.258427,11,0,0,0,0,0,0,10,0,2,0,0,23,0,11,15,1,0,0,0,0,1,0,0,0,0,1,2,0,3,9
K17,stat1995:6200227,statistical_area,stat1995:6200227,1995,6200227,227,loc:6200,6200,בת ים,3,3,2316,1016,994,22,כן,212,212,0,0.21328,107,15,0,0,1,0,12,78,2,27,3,4,212,0,212,112,12,4,1,1,1,0,0,1,1,1,2,7,0,9,169
K17,stat1995:6200228,statistical_area,stat1995:6200228,1995,6200228,228,loc:6200,6200,בת ים,1,1,545,407,392,15,ל,200,89,111,0.510204,7,1,1,0,1,1,0,5,0,5,2,0,89,0,200,55,3,0,0,0,0,0,1,0,0,2,5,9,0,0,5
K17,stat1995:6200311,statistical_area,stat1995:6200311,1995,6200311,311,loc:6200,6200,בת ים,5,5,3492,1885,1837,48,כן,504,271,233,0.27436,217,16,1,0,2,1,5,217,4,66,1,15,504,1,271,229,30,2,0,4,0,2,0,1,0,6,3,21,1,18,199
K17,stat1995:6200312,statistical_area,stat1995:6200312,1995,6200312,312,loc:6200,6200,בת ים,4,4,2400,1301,1280,21,כן,345,190,155,0.269531,190,22,0,0,1,0,1,117,4,81,7,4,345,1,175,125,25,0,2,0,0,0,1,0,0,3,3,10,1,15,147
K17,stat1995:6200313,statistical_area,stat1995:6200313,1995,6200313,313,loc:6200,6200,בת ים,5,5,2917,1439,1419,20,כן,356,224,132,0.250881,166,22,0,0,1,1,3,163,5,65,1,12,356,0,224,188,23,3,0,3,0,0,3,0,1,3,5,6,0,10,155
K17,stat1995:6200314,statistical_area,stat1995:6200314,1995,6200314,314,loc:6200,6200,בת ים,6,6,3807,1912,1865,47,כן,506,320,186,0.271314,203,14,0,1,2,1,3,202,10,77,4,12,506,2,320,267,16,1,0,4,0,1,1,0,1,2,7,15,0,31,162
K17,stat1995:6200315,statistical_area,stat1995:6200315,1995,6200315,315,loc:6200,6200,בת ים,5,5,3345,1723,1682,41,כן,455,300,155,0.270511,191,18,0,1,2,2,3,174,9,110,1,14,455,0,300,189,41,0,0,6,3,1,1,0,0,0,2,21,0,19,119
K17,stat1995:6200316,statistical_area,stat1995:6200316,1995,6200316,316,loc:6200,6200,בת ים,4,4,2450,1300,1272,28,כן,349,170,179,0.274371,170,14,2,0,2,0,0,146,1,81,2,8,349,1,167,148,27,1,1,1,2,1,2,1,0,2,2,12,0,17,112
K17,stat1995:6200321,statistical_area,stat1995:6200321,1995,6200321,321,loc:6200,6200,בת ים,4,4,2810,1347,1316,31,כן,319,249,70,0.242401,163,12,0,0,0,0,1,133,3,42,5,3,319,1,249,200,28,2,0,1,0,1,2,0,1,2,4,14,0,14,116
K17,stat1995:6200322,statistical_area,stat1995:6200322,1995,6200322,322,loc:6200,6200,בת ים,8,8,5100,2651,2612,39,כן,720,385,335,0.275651,365,25,0,0,4,0,2,333,8,116,5,20,720,2,385,281,50,0,1,10,3,0,1,0,0,4,5,21,0,28,223
K17,stat1995:6200411,statistical_area,stat1995:6200411,1995,6200411,411,loc:6200,6200,בת ים,6,6,3933,1866,1841,25,כן,499,288,211,0.271048,212,16,1,1,1,1,1,170,6,76,4,11,499,2,288,226,31,1,0,5,0,0,2,0,0,5,5,16,1,26,234
K17,stat1995:6200412,statistical_area,stat1995:6200412,1995,6200412,412,loc:6200,6200,בת ים,6,6,4388,2193,2155,38,שס,548,354,194,0.254292,183,26,2,2,1,0,3,150,5,179,1,22,354,0,295,316,24,3,2,1,1,0,1,0,0,1,2,18,0,15,548
K17,stat1995:6200413,statistical_area,stat1995:6200413,1995,6200413,413,loc:6200,6200,בת ים,5,5,3445,1668,1629,39,שס,449,342,107,0.275629,144,18,0,0,5,2,4,116,4,52,2,3,342,0,245,200,16,4,2,2,1,0,0,1,1,1,4,3,0,8,449
K17,stat1995:6200421,statistical_area,stat1995:6200421,1995,6200421,421,loc:6200,6200,בת ים,7,7,4715,2179,2130,49,כן,480,432,48,0.225352,251,20,0,0,2,1,3,202,7,53,7,10,480,0,432,231,31,3,0,4,0,1,5,1,1,4,5,22,1,15,338
K17,stat1995:6200422,statistical_area,stat1995:6200422,1995,6200422,422,loc:6200,6200,בת ים,3,3,2097,950,931,19,כן,227,209,18,0.243824,110,6,1,0,3,2,3,99,4,36,0,1,227,1,209,90,11,0,0,1,1,3,0,0,0,3,3,9,0,18,90
K17,stat1995:6200423,statistical_area,stat1995:6200423,1995,6200423,423,loc:6200,6200,בת ים,4,4,2659,1247,1220,27,ל,307,285,22,0.251639,164,8,2,0,2,2,1,110,1,42,3,3,285,1,307,110,24,0,0,5,0,0,2,0,2,2,3,10,1,20,110
K17,stat1995:6200511,statistical_area,stat1995:6200511,1995,6200511,511,loc:6200,6200,בת ים,5,5,2946,1483,1446,37,כן,385,296,89,0.266252,186,9,0,0,2,2,4,119,8,52,1,5,385,2,296,148,26,0,0,2,2,0,0,3,0,6,9,12,0,20,147
K17,stat1995:6200512,statistical_area,stat1995:6200512,1995,6200512,512,loc:6200,6200,בת ים,4,4,2728,1416,1386,30,כן,359,255,104,0.259019,222,8,0,0,1,0,1,118,10,46,3,5,359,1,255,160,25,3,1,1,5,1,0,1,0,0,7,10,2,21,120
K17,stat1995:6200513,statistical_area,stat1995:6200513,1995,6200513,513,loc:6200,6200,בת ים,4,4,2841,1451,1414,37,כן,391,339,52,0.276521,150,6,1,0,1,2,1,121,4,54,6,6,391,1,339,107,29,1,0,3,0,0,1,0,0,3,0,17,0,13,157
K17,stat1995:6200514,statistical_area,stat1995:6200514,1995,6200514,514,loc:6200,6200,בת ים,6,6,3536,1820,1777,43,כן,423,365,58,0.238042,174,16,0,0,0,0,1,141,10,78,2,5,423,2,365,195,12,1,0,4,2,0,2,1,3,7,5,11,0,23,294
K17,stat1995:6200521,statistical_area,stat1995:6200521,1995,6200521,521,loc:6200,6200,בת ים,5,5,3049,1670,1643,27,כן,452,331,121,0.275107,185,3,0,0,1,0,3,138,6,109,2,13,452,1,331,160,42,2,0,4,2,1,2,0,0,2,3,21,1,19,140
K17,stat1995:6200522,statistical_area,stat1995:6200522,1995,6200522,522,loc:6200,6200,בת ים,6,6,3398,1980,1951,29,כן,361,325,36,0.185033,173,198,0,0,1,1,3,149,3,278,3,41,361,1,208,144,16,0,0,2,2,0,0,0,0,3,3,23,0,13,325
K17,stat1995:6200523,statistical_area,stat1995:6200523,1995,6200523,523,loc:6200,6200,בת ים,4,4,2756,1735,1715,20,כן,463,304,159,0.269971,304,9,0,0,7,2,0,165,3,129,3,5,463,1,206,182,37,1,1,5,2,1,2,1,1,2,2,8,0,25,148
K17,stat1995:622001,statistical_area,stat1995:622001,1995,622001,1,loc:622,622,עין צורים,1,1,363,284,284,0,טב,179,17,162,0.630282,16,6,0,0,0,0,0,12,0,179,0,1,17,0,5,17,4,1,0,13,0,0,0,0,0,0,0,1,0,10,2
K17,stat1995:623001,statistical_area,stat1995:623001,1995,623001,1,loc:623,623,יראון,1,1,355,225,223,2,אמת,137,32,105,0.61435,137,0,0,0,2,0,0,5,0,0,0,0,32,0,7,3,15,0,0,3,1,0,0,0,0,0,0,16,0,1,1
K17,stat1995:627001,statistical_area,stat1995:627001,1995,627001,1,loc:627,627,ג'לג'וליה,5,5,4008,3219,3170,49,עם,1259,755,504,0.397161,717,1,248,0,755,0,0,2,0,0,1,1,58,0,2,4,113,3,1259,2,0,1,0,0,0,0,0,1,1,1,0
K17,stat1995:628001,statistical_area,stat1995:628001,1995,628001,1,loc:628,628,ג'ת,8,8,5296,2380,2287,93,עם,912,560,352,0.398776,524,1,560,0,84,0,0,2,3,3,0,0,99,0,2,7,73,3,912,0,0,1,1,0,1,4,0,4,2,1,0
K17,stat1995:6300011,statistical_area,stat1995:6300011,1995,6300011,11,loc:6300,6300,גבעתיים,5,5,3022,1940,1914,26,כן,614,418,196,0.320794,418,11,2,0,6,2,0,272,10,58,1,2,614,0,84,171,120,2,0,11,0,0,0,0,1,3,2,25,0,48,51
K17,stat1995:6300012,statistical_area,stat1995:6300012,1995,6300012,12,loc:6300,6300,גבעתיים,7,7,4677,3273,3227,46,כן,1176,698,478,0.364425,698,15,3,2,12,1,0,412,20,108,4,7,1176,0,108,220,237,2,0,35,0,2,0,0,2,2,2,29,0,59,71
K17,stat1995:6300013,statistical_area,stat1995:6300013,1995,6300013,13,loc:6300,6300,גבעתיים,5,5,3261,2245,2214,31,כן,710,495,215,0.320687,495,20,0,0,6,0,3,306,11,103,3,8,710,1,65,185,132,1,0,15,0,1,0,0,0,2,3,35,0,58,51
K17,stat1995:6300021,statistical_area,stat1995:6300021,1995,6300021,21,loc:6300,6300,גבעתיים,6,6,3591,2323,2296,27,כן,630,532,98,0.27439,532,15,1,2,9,0,2,341,12,101,4,3,630,0,60,221,171,1,0,16,1,1,0,0,0,1,4,31,0,57,80
K17,stat1995:6300022,statistical_area,stat1995:6300022,1995,6300022,22,loc:6300,6300,גבעתיים,4,4,2492,1552,1531,21,כן,474,369,105,0.309602,369,3,0,0,5,2,2,207,10,44,2,2,474,0,47,109,127,0,0,19,0,0,0,0,0,0,2,23,0,49,35
K17,stat1995:6300023,statistical_area,stat1995:6300023,1995,6300023,23,loc:6300,6300,גבעתיים,4,4,3105,2089,2076,13,כן,683,470,213,0.328998,470,12,0,0,2,0,0,289,3,42,4,9,683,3,56,186,140,1,1,10,0,1,1,0,0,4,0,38,0,70,51
K17,stat1995:6300031,statistical_area,stat1995:6300031,1995,6300031,31,loc:6300,6300,גבעתיים,4,4,2220,1488,1472,16,כן,455,341,114,0.309103,341,9,1,0,3,0,0,197,8,59,5,8,455,0,37,127,100,1,0,13,0,1,0,0,0,0,4,20,1,38,44
K17,stat1995:6300032,statistical_area,stat1995:6300032,1995,6300032,32,loc:6300,6300,גבעתיים,4,4,2777,1617,1596,21,כן,466,364,102,0.29198,364,12,0,0,4,0,0,238,11,60,1,6,466,1,79,149,91,0,0,6,2,1,1,0,1,0,3,24,0,28,48
K17,stat1995:6300033,statistical_area,stat1995:6300033,1995,6300033,33,loc:6300,6300,גבעתיים,5,5,3442,2055,2017,38,כן,611,467,144,0.302925,467,13,1,0,2,1,0,243,12,81,6,12,611,0,107,161,161,1,0,16,0,0,1,0,0,0,5,27,1,50,38
K17,stat1995:6300034,statistical_area,stat1995:6300034,1995,6300034,34,loc:6300,6300,גבעתיים,5,5,3178,2296,2270,26,כן,787,517,270,0.346696,517,11,0,0,2,0,1,254,13,96,3,3,787,3,77,188,155,1,0,34,0,0,1,0,1,3,1,35,1,46,37
K17,stat1995:6300041,statistical_area,stat1995:6300041,1995,6300041,41,loc:6300,6300,גבעתיים,4,4,2669,2126,2107,19,כן,867,426,441,0.411486,426,6,0,0,1,0,1,175,6,179,0,9,867,0,38,177,117,1,0,24,0,0,0,0,1,1,0,15,4,25,34
K17,stat1995:6300042,statistical_area,stat1995:6300042,1995,6300042,42,loc:6300,6300,גבעתיים,4,4,2622,1929,1900,29,כן,599,398,201,0.315263,398,13,0,0,6,0,0,192,8,210,2,7,599,0,65,164,122,2,0,24,0,0,1,0,0,0,2,25,0,33,27
K17,stat1995:6300043,statistical_area,stat1995:6300043,1995,6300043,43,loc:6300,6300,גבעתיים,6,6,3292,2149,2123,26,כן,655,454,201,0.308526,454,5,0,0,6,1,4,312,10,72,1,11,655,1,84,181,129,0,1,23,1,0,1,0,1,1,4,24,1,38,102
K17,stat1995:6300044,statistical_area,stat1995:6300044,1995,6300044,44,loc:6300,6300,גבעתיים,5,5,2687,1863,1833,30,אמת,514,500,14,0.280415,514,23,0,0,2,0,1,217,7,80,5,7,500,2,38,159,113,0,0,6,1,0,0,2,0,3,2,28,0,44,79
K17,stat1995:63001,statistical_area,stat1995:63001,1995,63001,1,loc:63,63,(כנרת (מושבה,1,1,368,263,263,0,כן,84,64,20,0.319392,64,1,0,3,0,0,0,14,0,14,1,2,84,0,7,36,17,0,0,6,0,0,0,0,0,0,0,5,0,8,1
K17,stat1995:633001,statistical_area,stat1995:633001,1995,633001,1,loc:633,633,כפר ברא,2,2,1249,862,857,5,עם,526,92,434,0.613769,41,0,65,0,92,0,0,1,1,0,0,0,31,0,1,0,85,0,526,0,0,1,0,0,0,0,0,5,0,0,8
K17,stat1995:635001,statistical_area,stat1995:635001,1995,635001,1,loc:635,635,מוקייבלה,2,2,1532,1005,965,40,עם,496,124,372,0.51399,47,1,124,14,110,0,0,0,0,0,0,0,3,0,0,122,2,0,496,0,0,1,0,0,0,0,0,2,0,1,42
K17,stat1995:636001,statistical_area,stat1995:636001,1995,636001,1,loc:636,636,צנדלה,1,1,836,355,344,11,ו,137,117,20,0.398256,2,0,65,0,137,0,0,0,0,0,0,0,3,0,1,2,13,0,117,0,0,0,0,0,0,4,0,0,0,0,0
K17,stat1995:640001,statistical_area,stat1995:640001,1995,640001,1,loc:640,640,זלפה,3,3,2033,804,792,12,ו,289,214,75,0.364899,61,0,214,0,289,1,0,0,0,2,0,1,29,0,0,2,33,0,119,26,0,1,0,2,0,10,0,1,0,0,1
K17,stat1995:6400011,statistical_area,stat1995:6400011,1995,6400011,11,loc:6400,6400,הרצליה,6,6,3707,1986,1939,47,כן,430,363,67,0.221764,209,49,3,0,3,2,18,144,9,70,4,8,430,3,332,199,25,3,1,4,2,0,1,2,0,2,5,28,0,20,363
K17,stat1995:6400012,statistical_area,stat1995:6400012,1995,6400012,12,loc:6400,6400,הרצליה,5,5,3200,1976,1953,23,כן,517,352,165,0.264721,352,46,0,0,1,0,4,186,4,131,4,15,517,1,132,168,82,2,0,3,0,1,1,0,0,3,1,26,0,40,233
K17,stat1995:6400013,statistical_area,stat1995:6400013,1995,6400013,13,loc:6400,6400,הרצליה,5,5,3356,2239,2202,37,כן,429,388,41,0.194823,252,78,1,0,1,3,1,195,1,318,3,9,429,1,110,263,65,2,0,11,1,1,1,0,0,0,5,30,0,33,388
K17,stat1995:6400021,statistical_area,stat1995:6400021,1995,6400021,21,loc:6400,6400,הרצליה,5,5,3040,2097,2077,20,כן,1008,379,629,0.485315,379,7,0,0,3,0,0,160,12,57,2,2,1008,0,45,135,154,0,0,19,0,1,1,0,0,1,1,29,0,43,18
K17,stat1995:6400022,statistical_area,stat1995:6400022,1995,6400022,22,loc:6400,6400,הרצליה,6,6,4137,2772,2731,41,כן,1033,516,517,0.37825,516,16,1,0,4,1,1,238,18,113,7,11,1033,1,93,223,200,1,0,18,0,0,1,1,0,1,7,47,0,77,102
