election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,דעם,ום,ז,זי,זך,זנ,זץ,טב,י,יז,ין,יץ,כ,ךק,ל,מחל,מרצ,נ,נז,נך,נץ,נר,ן,ןך,ןנ,פה,ףז,ףי,ףך,ףנ,ףץ,צק,ץ,ץז,ץי,ק,קי,קן,קף,ר,שס
K21,stat2011:770001,statistical_area,stat2011:770001,2011,770001,1,loc:77,77,איילת השחר,2,2,812,595,594,1,פה,324,133,191,0.545455,133,3,0,0,7,0,0,0,0,3,0,0,0,0,8,0,2,43,41,8,0,0,3,17,0,0,0,324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
K21,stat2011:7710001,statistical_area,stat2011:7710001,2011,7710001,1,loc:771,771,מבוא ביתר,1,1,601,459,458,1,פה,143,141,2,0.312227,33,1,0,1,20,0,0,0,0,12,0,0,0,0,15,0,5,141,18,34,0,0,0,33,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K21,stat2011:7720001,statistical_area,stat2011:7720001,2011,7720001,1,loc:772,772,אמונים,1,1,694,504,502,2,פה,195,182,13,0.388446,16,9,0,0,7,0,0,0,1,7,0,0,0,0,22,0,0,182,3,12,0,0,0,25,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
K21,stat2011:7730001,statistical_area,stat2011:7730001,2011,7730001,1,loc:773,773,עמיקם,1,1,514,396,395,1,פה,201,58,143,0.508861,44,0,1,1,15,0,0,0,0,0,0,0,0,0,10,0,0,58,31,9,0,0,0,23,0,0,0,201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
K21,stat2011:7740001,statistical_area,stat2011:7740001,2011,7740001,1,loc:774,774,צוריאל,1,1,285,214,214,0,מחל,100,46,54,0.46729,7,0,0,0,2,0,0,0,0,8,0,0,0,0,46,0,0,100,1,9,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K21,stat2011:7750001,statistical_area,stat2011:7750001,2011,7750001,1,loc:775,775,יד נתן,1,1,406,317,315,2,פה,188,40,148,0.596825,22,1,0,0,9,0,0,0,0,4,0,0,0,0,11,0,4,40,10,12,0,0,0,9,1,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K21,stat2011:7760001,statistical_area,stat2011:7760001,2011,7760001,1,loc:776,776,מחסיה,1,1,317,249,247,2,מחל,133,40,93,0.538462,2,9,0,0,10,0,0,0,0,12,0,0,0,0,9,0,1,133,0,3,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
K21,stat2011:7770001,statistical_area,stat2011:7770001,2011,7770001,1,loc:777,777,נחשון,1,1,458,346,342,4,פה,146,128,18,0.426901,45,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,11,128,0,0,0,0,3,0,0,0,146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K21,stat2011:7780001,statistical_area,stat2011:7780001,2011,7780001,1,loc:778,778,תרום,1,1,556,441,440,1,מחל,197,76,121,0.447727,7,8,0,0,23,0,0,0,0,36,0,0,0,0,13,0,0,197,1,76,0,0,0,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
K21,stat2011:7790001,statistical_area,stat2011:7790001,2011,7790001,1,loc:779,779,עמינדב,1,1,638,488,487,1,מחל,156,144,12,0.320329,40,2,0,2,16,0,0,0,0,15,2,0,0,0,20,0,4,156,26,27,0,0,0,21,0,0,0,144,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10
K21,stat2011:78000001,statistical_area,stat2011:78000001,2011,78000001,1,loc:7800,7800,פרדס חנה-כרכור,4,4,2692,2263,2257,6,פה,1355,304,1051,0.600354,239,6,0,1,27,0,0,0,0,8,0,0,0,0,64,0,8,304,133,51,2,0,1,44,0,0,0,1355,0,0,0,0,0,5,0,0,0,0,0,0,1,0,8
K21,stat2011:78000002,statistical_area,stat2011:78000002,2011,78000002,2,loc:7800,7800,פרדס חנה-כרכור,5,5,3237,2456,2451,5,פה,1055,573,482,0.430437,287,3,2,5,53,1,0,0,0,31,1,0,0,0,103,0,20,573,152,38,6,0,0,65,0,0,0,1055,1,0,0,0,0,4,1,0,0,0,0,0,0,0,50
K21,stat2011:78000003,statistical_area,stat2011:78000003,2011,78000003,3,loc:7800,7800,פרדס חנה-כרכור,6,6,3657,2791,2773,18,פה,1229,613,616,0.443202,338,7,0,11,55,1,0,0,0,17,0,0,0,0,112,0,16,613,183,57,1,0,0,65,2,0,0,1229,0,0,0,1,0,2,0,0,0,6,0,0,0,0,57
K21,stat2011:78000004,statistical_area,stat2011:78000004,2011,78000004,4,loc:7800,7800,פרדס חנה-כרכור,2,2,1007,795,793,2,פה,362,157,205,0.456494,93,2,0,2,29,0,0,0,1,17,0,0,0,0,36,0,4,157,48,15,0,0,0,11,0,0,0,362,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14
K21,stat2011:78000005,statistical_area,stat2011:78000005,2011,78000005,5,loc:7800,7800,פרדס חנה-כרכור,4,4,2314,1680,1668,12,פה,546,474,72,0.327338,156,17,0,1,70,3,0,0,1,94,2,0,0,0,41,0,13,474,118,49,0,0,1,27,0,0,0,546,1,1,0,1,1,1,0,0,1,3,1,0,0,0,45
K21,stat2011:78000006,statistical_area,stat2011:78000006,2011,78000006,6,loc:7800,7800,פרדס חנה-כרכור,5,5,3409,2442,2438,4,פה,889,653,236,0.364643,252,15,2,3,75,1,0,0,1,66,1,0,0,1,95,1,21,653,149,70,1,0,0,55,3,1,2,889,0,0,1,0,0,4,0,0,0,2,0,1,1,2,70
K21,stat2011:78000007,statistical_area,stat2011:78000007,2011,78000007,7,loc:7800,7800,פרדס חנה-כרכור,2,2,1130,735,728,7,פה,293,156,137,0.402473,81,9,2,6,9,0,0,0,0,10,0,0,0,0,17,0,25,156,69,17,0,0,1,17,0,0,0,293,0,1,0,0,0,2,0,0,0,1,0,1,0,0,11
K21,stat2011:78000008,statistical_area,stat2011:78000008,2011,78000008,8,loc:7800,7800,פרדס חנה-כרכור,7,7,4332,2753,2736,17,מחל,1163,604,559,0.425073,147,13,0,3,83,0,0,0,5,81,1,0,0,0,120,0,194,1163,74,52,0,0,3,25,4,0,0,604,1,0,0,0,0,1,1,0,0,8,0,0,4,0,149
K21,stat2011:78000009,statistical_area,stat2011:78000009,2011,78000009,9,loc:7800,7800,פרדס חנה-כרכור,9,9,5538,3689,3665,24,מחל,1703,661,1042,0.464666,184,45,2,13,131,2,0,0,0,126,0,0,0,0,157,0,147,1703,112,84,2,0,1,47,3,1,0,661,0,1,0,0,0,3,2,0,0,3,0,0,3,0,232
K21,stat2011:7800001,statistical_area,stat2011:7800001,2011,7800001,1,loc:780,780,אורה,2,2,842,614,612,2,מחל,226,180,46,0.369281,25,6,0,1,32,0,0,0,0,13,0,0,0,0,18,0,1,226,23,19,0,0,0,26,0,0,0,180,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40
K21,stat2011:78000010,statistical_area,stat2011:78000010,2011,78000010,10,loc:7800,7800,פרדס חנה-כרכור,4,4,2689,2050,2042,8,פה,741,607,134,0.36288,144,12,1,4,64,1,0,0,2,73,0,0,0,0,86,0,49,607,77,62,0,0,0,45,9,0,0,741,0,0,0,0,0,3,0,0,0,0,0,0,0,0,62
K21,stat2011:780001,statistical_area,stat2011:780001,2011,780001,1,loc:78,78,קריית ענבים,1,1,304,220,220,0,פה,109,51,58,0.495455,51,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,2,9,30,1,0,0,0,2,0,0,0,109,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
K21,stat2011:7830001,statistical_area,stat2011:7830001,2011,7830001,1,loc:783,783,אבן ספיר,1,1,497,359,355,4,מחל,172,67,105,0.484507,19,1,0,0,21,0,0,0,0,1,1,0,0,0,25,0,0,172,6,8,0,0,0,23,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
K21,stat2011:7840001,statistical_area,stat2011:7840001,2011,7840001,1,loc:784,784,בית נחמיה,1,1,618,494,492,2,פה,203,146,57,0.412602,36,0,0,1,7,0,0,0,0,7,0,0,0,0,15,0,1,146,23,10,0,0,0,42,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K21,stat2011:7850001,statistical_area,stat2011:7850001,2011,7850001,1,loc:785,785,אחיהוד,1,1,645,513,513,0,מחל,326,60,266,0.635478,4,9,0,0,18,0,0,0,0,35,0,0,0,1,12,0,2,326,4,15,0,0,0,2,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60
K21,stat2011:7860001,statistical_area,stat2011:7860001,2011,7860001,1,loc:786,786,כפר זיתים,1,1,491,354,353,1,מחל,227,30,197,0.643059,3,5,0,0,15,0,0,0,1,9,0,0,0,0,11,0,0,227,1,12,0,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
K21,stat2011:7870001,statistical_area,stat2011:7870001,2011,7870001,1,loc:787,787,גבעת יערים,2,2,933,715,715,0,מחל,248,177,71,0.346853,53,7,0,2,17,0,0,0,1,24,0,0,0,0,39,0,5,248,55,41,0,0,0,16,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
K21,stat2011:7880001,statistical_area,stat2011:7880001,2011,7880001,1,loc:788,788,זיתן,2,2,825,663,660,3,מחל,426,72,354,0.645455,10,6,0,0,13,0,0,0,0,8,0,0,0,0,41,0,3,426,3,9,2,0,0,17,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
K21,stat2011:7890001,statistical_area,stat2011:7890001,2011,7890001,1,loc:789,789,רנן,1,1,427,325,324,1,מחל,131,94,37,0.404321,13,0,1,0,13,0,0,0,0,5,0,0,0,0,13,0,8,131,0,16,0,0,2,24,1,0,0,94,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
K21,stat2011:790001,statistical_area,stat2011:790001,2011,790001,1,loc:79,79,דגניה ב',1,1,545,426,424,2,פה,236,97,139,0.556604,97,1,0,0,2,1,0,0,0,0,0,0,0,0,7,0,2,28,29,4,0,0,1,11,0,0,0,236,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
K21,stat2011:79000111,statistical_area,stat2011:79000111,2011,79000111,111,loc:7900,7900,פתח תקווה,4,4,2398,1870,1864,6,פה,859,586,273,0.460837,68,4,0,0,38,1,0,0,1,4,0,1,0,0,79,0,59,586,28,60,0,0,0,32,3,1,0,859,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38
K21,stat2011:79000112,statistical_area,stat2011:79000112,2011,79000112,112,loc:7900,7900,פתח תקווה,6,6,3689,2359,2347,12,מחל,890,575,315,0.379207,58,33,0,0,74,0,0,0,2,78,0,0,1,1,126,0,270,890,32,58,1,0,3,30,16,0,0,575,0,0,0,0,0,1,0,0,1,1,0,0,0,1,95
K21,stat2011:79000113,statistical_area,stat2011:79000113,2011,79000113,113,loc:7900,7900,פתח תקווה,2,2,1282,983,973,10,פה,363,347,16,0.373073,32,2,0,0,27,0,0,0,0,12,0,0,0,0,60,0,46,347,15,29,0,0,0,18,1,0,0,363,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19
K21,stat2011:79000114,statistical_area,stat2011:79000114,2011,79000114,114,loc:7900,7900,פתח תקווה,6,6,3527,2190,2154,36,מחל,827,457,370,0.383937,66,21,0,3,67,0,0,0,3,28,0,0,0,0,117,0,328,827,26,56,2,0,4,39,6,0,0,457,2,0,0,0,1,0,0,0,0,3,0,1,1,1,95
K21,stat2011:79000115,statistical_area,stat2011:79000115,2011,79000115,115,loc:7900,7900,פתח תקווה,15,15,9805,7768,7744,24,פה,2662,2658,4,0.34375,303,43,0,7,211,2,0,0,5,239,2,1,0,3,388,1,259,2658,109,396,1,0,6,183,7,0,0,2662,1,0,1,0,1,8,0,0,2,2,1,0,0,0,242
K21,stat2011:79000121,statistical_area,stat2011:79000121,2011,79000121,121,loc:7900,7900,פתח תקווה,5,5,3079,2580,2575,5,פה,1252,747,505,0.486214,139,1,0,0,46,0,0,0,2,20,0,0,0,0,100,0,37,747,32,82,0,0,0,68,5,0,0,1252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43
K21,stat2011:79000122,statistical_area,stat2011:79000122,2011,79000122,122,loc:7900,7900,פתח תקווה,5,5,3391,2758,2748,10,פה,1296,779,517,0.471616,135,9,2,1,79,0,0,0,0,21,0,0,0,0,141,0,47,779,58,67,1,0,1,56,2,0,0,1296,0,0,0,0,0,5,0,0,0,0,0,0,0,0,48
K21,stat2011:79000123,statistical_area,stat2011:79000123,2011,79000123,123,loc:7900,7900,פתח תקווה,4,4,2423,1943,1936,7,פה,915,497,418,0.472624,122,6,1,3,57,0,0,0,1,19,0,0,0,0,89,0,35,497,43,53,0,0,2,69,3,0,0,915,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18
K21,stat2011:79000127,statistical_area,stat2011:79000127,2011,79000127,127,loc:7900,7900,פתח תקווה,3,3,1903,1302,1295,7,מחל,596,390,206,0.460232,53,6,0,0,29,2,0,0,0,19,0,0,0,0,56,0,15,596,18,27,0,0,0,21,1,0,0,390,0,0,0,1,0,0,0,0,0,1,1,0,0,0,59
K21,stat2011:79000128,statistical_area,stat2011:79000128,2011,79000128,128,loc:7900,7900,פתח תקווה,1,1,588,473,471,2,מחל,124,123,1,0.26327,12,6,0,1,20,0,0,0,0,51,0,0,0,0,19,0,7,124,1,73,0,0,0,8,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
K21,stat2011:79000129,statistical_area,stat2011:79000129,2011,79000129,129,loc:7900,7900,פתח תקווה,11,11,6914,5754,5726,28,פה,2936,1478,1458,0.512749,246,6,1,3,110,2,0,0,0,19,3,0,0,0,285,0,108,1478,108,176,0,0,6,156,6,0,0,2936,1,0,1,0,1,1,0,0,0,3,1,0,2,0,67
K21,stat2011:79000131,statistical_area,stat2011:79000131,2011,79000131,131,loc:7900,7900,פתח תקווה,7,7,4428,3458,3444,14,פה,1593,1034,559,0.462544,186,22,1,6,76,0,0,0,1,64,0,0,0,1,101,0,22,1034,77,128,0,0,2,85,2,0,0,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
K21,stat2011:79000132,statistical_area,stat2011:79000132,2011,79000132,132,loc:7900,7900,פתח תקווה,1,1,457,240,238,2,מחל,84,72,12,0.352941,13,2,0,0,10,0,0,0,0,2,0,0,0,0,11,0,18,84,6,6,0,0,0,7,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K21,stat2011:79000133,statistical_area,stat2011:79000133,2011,79000133,133,loc:7900,7900,פתח תקווה,6,6,3259,2152,2143,9,פה,790,628,162,0.368642,132,16,0,3,81,2,0,0,0,27,1,0,0,0,108,0,117,628,55,76,2,0,0,51,1,0,0,790,4,0,0,0,1,1,0,0,0,1,0,0,2,0,44
K21,stat2011:79000134,statistical_area,stat2011:79000134,2011,79000134,134,loc:7900,7900,פתח תקווה,1,1,762,389,388,1,מחל,199,53,146,0.512887,10,5,0,0,25,0,0,0,0,8,0,0,2,0,16,0,24,199,11,6,0,0,1,12,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
K21,stat2011:79000141,statistical_area,stat2011:79000141,2011,79000141,141,loc:7900,7900,פתח תקווה,2,2,1358,1004,998,6,ג,235,192,43,0.235471,26,235,0,0,22,0,0,0,0,113,0,0,0,0,41,0,25,192,8,39,0,0,1,10,3,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95
K21,stat2011:79000142,statistical_area,stat2011:79000142,2011,79000142,142,loc:7900,7900,פתח תקווה,2,2,1243,826,818,8,מחל,190,188,2,0.232274,26,130,0,0,20,0,0,0,0,31,0,0,0,1,39,0,88,190,16,18,0,0,2,9,1,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58
K21,stat2011:79000143,statistical_area,stat2011:79000143,2011,79000143,143,loc:7900,7900,פתח תקווה,3,3,1984,1119,1108,11,מחל,394,345,49,0.355596,54,12,0,1,36,1,0,0,0,17,0,0,0,0,54,0,68,394,26,39,1,0,1,21,1,0,0,345,0,0,0,1,0,1,0,0,0,2,0,0,0,0,33
K21,stat2011:79000144,statistical_area,stat2011:79000144,2011,79000144,144,loc:7900,7900,פתח תקווה,3,3,1867,1132,1124,8,מחל,489,252,237,0.435053,57,9,0,0,40,2,0,0,0,17,0,0,0,0,69,0,73,489,15,24,0,0,0,16,3,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,1,1,56
K21,stat2011:79000146,statistical_area,stat2011:79000146,2011,79000146,146,loc:7900,7900,פתח תקווה,8,8,5262,3195,3179,16,מחל,900,717,183,0.283108,133,301,1,2,86,3,1,0,2,155,1,0,0,0,116,0,292,900,49,89,0,0,0,49,7,0,0,717,2,0,0,0,0,2,1,0,0,4,1,2,1,2,260
K21,stat2011:79000211,statistical_area,stat2011:79000211,2011,79000211,211,loc:7900,7900,פתח תקווה,2,2,1277,1040,1039,1,פה,476,297,179,0.458133,55,7,0,0,18,1,0,0,0,29,0,0,0,0,40,0,2,297,27,41,0,0,1,32,0,0,0,476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
K21,stat2011:79000212,statistical_area,stat2011:79000212,2011,79000212,212,loc:7900,7900,פתח תקווה,6,6,3989,3282,3275,7,פה,934,891,43,0.285191,97,71,0,0,64,0,0,0,2,448,0,0,0,0,90,0,13,891,53,474,0,0,0,75,1,0,0,934,1,0,0,1,0,0,0,0,0,0,0,0,1,0,59
K21,stat2011:79000213,statistical_area,stat2011:79000213,2011,79000213,213,loc:7900,7900,פתח תקווה,6,6,3574,2938,2927,11,מחל,732,666,66,0.250085,68,105,0,1,90,0,0,0,1,666,1,0,0,0,67,0,12,732,23,490,0,0,2,46,2,0,0,566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54
K21,stat2011:79000214,statistical_area,stat2011:79000214,2011,79000214,214,loc:7900,7900,פתח תקווה,5,5,3784,3146,3141,5,פה,1319,891,428,0.41993,157,11,1,2,66,0,0,0,2,88,0,0,0,0,148,0,31,891,46,202,0,0,1,113,3,0,0,1319,0,0,0,0,0,0,0,0,0,2,0,0,0,0,58
K21,stat2011:79000221,statistical_area,stat2011:79000221,2011,79000221,221,loc:7900,7900,פתח תקווה,1,1,491,383,382,1,פה,113,99,14,0.295812,13,17,0,0,6,1,0,0,1,59,0,0,0,0,8,0,5,99,8,35,0,0,0,11,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K21,stat2011:79000222,statistical_area,stat2011:79000222,2011,79000222,222,loc:7900,7900,פתח תקווה,6,6,3465,2510,2494,16,פה,833,632,201,0.334002,120,66,0,2,67,1,0,0,1,222,0,0,0,0,116,0,65,632,51,171,0,0,2,52,6,0,0,833,0,0,0,0,0,1,0,0,0,4,0,0,0,0,82
K21,stat2011:79000223,statistical_area,stat2011:79000223,2011,79000223,223,loc:7900,7900,פתח תקווה,5,5,2729,2103,2095,8,פה,632,479,153,0.301671,92,135,0,1,50,2,0,0,1,263,0,0,1,0,56,0,39,479,38,189,0,0,2,48,0,0,0,632,0,0,0,0,0,1,0,0,0,0,0,0,1,0,65
K21,stat2011:79000224,statistical_area,stat2011:79000224,2011,79000224,224,loc:7900,7900,פתח תקווה,5,5,2795,2074,2068,6,פה,522,450,72,0.252418,75,241,0,0,56,1,0,0,1,294,0,1,0,0,60,0,38,450,44,144,0,0,0,44,2,1,0,522,3,0,0,0,0,1,0,0,0,2,0,0,0,0,88
K21,stat2011:79000231,statistical_area,stat2011:79000231,2011,79000231,231,loc:7900,7900,פתח תקווה,4,4,2333,1516,1502,14,פה,493,335,158,0.328229,64,67,1,0,47,1,0,0,0,97,0,0,0,0,45,0,157,335,26,85,0,0,3,29,1,0,0,493,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49
K21,stat2011:79000232,statistical_area,stat2011:79000232,2011,79000232,232,loc:7900,7900,פתח תקווה,9,9,5580,3619,3583,36,פה,1171,1023,148,0.326821,155,47,2,2,123,0,0,0,3,118,2,0,0,1,165,0,379,1023,62,107,0,0,6,71,16,0,0,1171,2,1,0,0,1,1,1,0,0,3,0,0,0,5,116
K21,stat2011:79000233,statistical_area,stat2011:79000233,2011,79000233,233,loc:7900,7900,פתח תקווה,4,4,2643,1768,1759,9,פה,639,524,115,0.363275,78,21,1,0,56,0,0,0,0,42,1,0,0,1,73,0,126,524,39,60,0,0,0,26,11,1,0,639,0,0,0,0,0,0,0,0,0,3,2,0,0,1,54
K21,stat2011:79000234,statistical_area,stat2011:79000234,2011,79000234,234,loc:7900,7900,פתח תקווה,5,5,3175,1931,1919,12,פה,538,507,31,0.280354,67,88,0,2,58,1,0,0,0,44,0,0,0,0,83,0,343,507,30,54,0,0,2,29,9,0,1,538,0,0,1,0,0,1,0,0,0,2,0,0,0,0,59
K21,stat2011:79000235,statistical_area,stat2011:79000235,2011,79000235,235,loc:7900,7900,פתח תקווה,4,4,2523,1644,1627,17,פה,469,398,71,0.288261,46,200,0,1,30,1,0,0,0,67,0,0,0,0,43,0,154,398,34,47,1,0,2,15,6,0,0,469,0,0,0,0,1,5,0,0,0,3,0,0,0,0,104
K21,stat2011:79000236,statistical_area,stat2011:79000236,2011,79000236,236,loc:7900,7900,פתח תקווה,4,4,2583,1678,1654,24,פה,350,339,11,0.211608,57,339,1,0,40,1,0,0,1,139,1,0,0,1,44,0,110,317,32,58,0,0,0,13,3,0,1,350,0,0,0,0,0,2,0,0,0,2,0,2,0,0,140
K21,stat2011:79000311,statistical_area,stat2011:79000311,2011,79000311,311,loc:7900,7900,פתח תקווה,10,10,5503,2450,2420,30,מחל,787,451,336,0.325207,52,151,0,1,77,0,1,0,1,59,1,1,0,2,110,1,451,787,38,48,1,0,1,27,14,0,0,446,1,0,1,0,0,3,1,0,0,3,2,0,0,0,139
K21,stat2011:79000312,statistical_area,stat2011:79000312,2011,79000312,312,loc:7900,7900,פתח תקווה,11,11,6924,3879,3835,44,מחל,1253,743,510,0.326728,118,222,1,1,120,1,0,0,1,201,0,0,0,0,165,0,460,1253,46,120,0,0,1,54,25,1,0,743,2,0,0,1,0,0,1,0,2,6,1,0,2,1,286
K21,stat2011:79000313,statistical_area,stat2011:79000313,2011,79000313,313,loc:7900,7900,פתח תקווה,7,7,4145,2152,2128,24,מחל,804,418,386,0.37782,48,24,0,2,82,1,0,0,0,35,1,0,0,1,119,0,367,804,19,35,0,0,1,30,11,0,1,418,0,0,0,0,1,0,0,0,1,2,0,0,3,3,119
K21,stat2011:79000321,statistical_area,stat2011:79000321,2011,79000321,321,loc:7900,7900,פתח תקווה,7,7,4293,2650,2625,25,מחל,819,784,35,0.312,103,32,0,0,99,3,0,0,0,49,0,0,0,3,133,1,297,819,34,72,4,0,1,56,13,2,0,784,1,0,2,1,0,1,0,0,0,3,1,1,0,0,110
K21,stat2011:79000322,statistical_area,stat2011:79000322,2011,79000322,322,loc:7900,7900,פתח תקווה,4,4,2674,1454,1444,10,מחל,473,378,95,0.327562,42,37,0,1,56,0,0,0,6,28,0,0,0,0,69,0,219,473,15,28,0,0,0,22,10,0,0,378,0,0,0,0,0,2,0,0,0,3,2,0,0,0,53
K21,stat2011:79000323,statistical_area,stat2011:79000323,2011,79000323,323,loc:7900,7900,פתח תקווה,4,4,2161,1329,1322,7,פה,399,392,7,0.301815,47,32,0,3,38,0,0,0,0,53,0,0,0,1,76,0,156,392,11,44,0,0,0,19,5,0,0,399,0,0,0,0,0,1,1,0,0,0,0,0,0,0,44
K21,stat2011:79000324,statistical_area,stat2011:79000324,2011,79000324,324,loc:7900,7900,פתח תקווה,6,6,3391,2387,2377,10,פה,803,752,51,0.337821,98,28,0,2,73,3,0,0,2,64,0,0,0,0,134,0,151,752,37,71,2,0,1,53,4,0,0,803,0,0,1,0,0,0,0,0,0,4,1,0,2,0,91
K21,stat2011:79000412,statistical_area,stat2011:79000412,2011,79000412,412,loc:7900,7900,פתח תקווה,4,4,2257,1251,1237,14,מחל,529,233,296,0.427648,23,11,1,0,48,0,0,0,2,22,0,0,0,0,75,0,149,529,6,27,0,0,0,17,8,0,0,233,0,1,1,0,0,1,1,0,1,0,0,0,2,2,77
K21,stat2011:79000413,statistical_area,stat2011:79000413,2011,79000413,413,loc:7900,7900,פתח תקווה,2,2,1361,979,968,11,מחל,416,225,191,0.429752,24,16,0,0,30,0,0,0,1,16,0,0,0,1,64,1,56,416,5,29,0,0,0,24,4,1,0,225,0,0,1,0,0,2,0,0,0,0,0,0,1,0,51
K21,stat2011:79000414,statistical_area,stat2011:79000414,2011,79000414,414,loc:7900,7900,פתח תקווה,6,6,3349,2189,2164,25,מחל,982,343,639,0.453789,40,18,1,1,100,0,0,0,2,37,1,0,0,0,137,0,204,982,13,45,0,0,1,31,6,0,0,343,0,0,0,0,1,0,0,0,0,4,1,0,0,1,195
K21,stat2011:79000415,statistical_area,stat2011:79000415,2011,79000415,415,loc:7900,7900,פתח תקווה,4,4,2307,1447,1433,14,מחל,692,214,478,0.482903,28,29,0,2,33,0,0,0,0,45,0,0,0,0,80,0,91,692,9,29,1,0,0,16,5,0,0,214,0,1,0,0,0,1,0,0,1,0,0,0,0,0,156
K21,stat2011:79000421,statistical_area,stat2011:79000421,2011,79000421,421,loc:7900,7900,פתח תקווה,5,5,2936,2050,2030,20,מחל,1100,282,818,0.541872,26,28,0,0,71,0,0,0,1,54,0,0,0,0,116,1,45,1100,5,48,0,0,3,28,3,0,0,216,1,0,0,0,0,1,0,0,0,0,0,0,1,0,282
K21,stat2011:79000423,statistical_area,stat2011:79000423,2011,79000423,423,loc:7900,7900,פתח תקווה,10,10,6826,4790,4750,40,מחל,1950,1366,584,0.410526,152,39,0,0,155,0,2,0,1,80,0,0,0,0,267,0,226,1950,57,109,1,0,2,112,3,0,1,1366,1,0,0,0,0,5,0,0,0,2,0,0,3,1,215
K21,stat2011:79000424,statistical_area,stat2011:79000424,2011,79000424,424,loc:7900,7900,פתח תקווה,5,5,3371,2281,2265,16,מחל,743,734,9,0.328035,126,34,0,4,71,0,0,0,3,44,0,0,0,0,126,0,133,743,32,69,0,0,2,66,1,0,0,734,0,0,0,0,0,3,0,0,0,3,0,1,0,0,70
K21,stat2011:79000431,statistical_area,stat2011:79000431,2011,79000431,431,loc:7900,7900,פתח תקווה,4,4,2455,1604,1596,8,מחל,769,403,366,0.48183,41,19,0,0,37,2,0,0,1,25,0,0,0,0,55,0,44,769,11,54,0,0,1,31,1,0,0,403,0,0,0,0,1,1,0,0,0,0,0,0,2,0,98
K21,stat2011:79000432,statistical_area,stat2011:79000432,2011,79000432,432,loc:7900,7900,פתח תקווה,4,4,2438,1619,1599,20,מחל,644,272,372,0.402752,47,36,1,1,76,0,0,0,2,88,0,0,0,0,99,1,132,644,15,41,0,0,1,19,7,0,0,272,0,0,0,1,1,0,1,0,0,3,0,1,0,1,109
K21,stat2011:79000433,statistical_area,stat2011:79000433,2011,79000433,433,loc:7900,7900,פתח תקווה,6,6,3644,2520,2509,11,מחל,905,651,254,0.360701,78,35,0,1,87,1,0,0,1,87,0,0,0,0,126,0,239,905,25,69,1,0,0,57,9,1,0,651,1,1,0,0,0,1,1,0,0,2,1,1,0,0,128
