election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,אר,ב,ג,ד,ה,ו,זך,חי,ט,ים,ינ,יק,כן,ל,מחל,מרצ,נ,נפ,נץ,נר,עם,פ,פח,פי,פק,ץ,צי,ק,קנ,קפ,קץ,רק,שס
K18,stat2008:80000010,statistical_area,stat2008:80000010,2008,80000010,10,loc:8000,8000,צפת,1,1,513,311,309,2,כן,82,69,13,0.265372,24,0,3,4,0,6,2,2,1,13,0,0,0,82,69,68,12,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,15
K18,stat2008:80000011,statistical_area,stat2008:80000011,2008,80000011,11,loc:8000,8000,צפת,1,1,326,111,108,3,עם,83,7,76,0.768519,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,1,0,0,0,0,83,0,0,1,0,0,0,0,0,0,0,0,5
K18,stat2008:800001,statistical_area,stat2008:800001,2008,800001,1,loc:80,80,נהלל,2,2,607,445,443,2,כן,202,107,95,0.455982,107,0,1,0,0,9,0,0,1,0,0,0,0,202,22,68,27,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0
K18,stat2008:8010001,statistical_area,stat2008:8010001,2008,8010001,1,loc:801,801,חמד,1,1,407,337,337,0,ב,92,91,1,0.272997,4,0,92,21,0,9,0,1,1,57,0,0,0,28,11,91,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,17
K18,stat2008:8020001,statistical_area,stat2008:8020001,2008,8020001,1,loc:802,802,גבעת כח,1,1,406,261,259,2,מחל,120,44,76,0.46332,14,0,12,3,0,2,0,1,0,3,0,0,1,44,17,120,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35
K18,stat2008:8030001,statistical_area,stat2008:8030001,2008,8030001,1,loc:803,803,יושיביה,1,1,202,146,145,1,שס,66,47,19,0.455172,0,0,3,1,0,0,0,0,0,5,0,0,0,4,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
K18,stat2008:8040001,statistical_area,stat2008:8040001,2008,8040001,1,loc:804,804,אחיסמך,2,2,750,511,507,4,שס,252,143,109,0.497041,36,0,7,1,0,0,0,2,0,6,0,0,0,39,18,143,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,252
K18,stat2008:8050001,statistical_area,stat2008:8050001,2008,8050001,1,loc:805,805,ישעי,1,1,441,341,339,2,מחל,121,108,13,0.356932,5,0,52,10,0,1,0,1,0,19,0,0,0,10,9,121,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108
K18,stat2008:8060001,statistical_area,stat2008:8060001,2008,8060001,1,loc:806,806,עין יהב,1,1,458,349,349,0,כן,156,120,36,0.446991,120,0,3,0,0,5,4,0,0,7,0,0,0,156,8,14,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
K18,stat2008:8070001,statistical_area,stat2008:8070001,2008,8070001,1,loc:807,807,חניאל,2,2,603,444,444,0,כן,214,89,125,0.481982,89,0,7,0,0,4,2,4,2,3,0,0,4,214,14,70,21,1,3,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1
K18,stat2008:8080001,statistical_area,stat2008:8080001,2008,8080001,1,loc:808,808,ניר אליהו,1,1,345,244,243,1,כן,99,74,25,0.407407,74,0,1,0,0,3,0,0,1,0,0,0,0,99,13,10,37,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1
K18,stat2008:8090001,statistical_area,stat2008:8090001,2008,8090001,1,loc:809,809,נחם,1,1,353,246,245,1,שס,92,74,18,0.37551,6,0,12,3,0,2,0,0,0,24,0,0,0,19,11,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,92
K18,stat2008:8100001,statistical_area,stat2008:8100001,2008,8100001,1,loc:810,810,עופר,1,1,309,235,230,5,כן,64,44,20,0.278261,44,0,15,0,1,24,4,0,0,3,0,0,0,64,14,43,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6
K18,stat2008:8110001,statistical_area,stat2008:8110001,2008,8110001,1,loc:811,811,יכיני,1,1,390,267,262,5,מחל,130,48,82,0.496183,23,0,6,1,0,1,0,1,0,8,0,0,0,23,17,130,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,48
K18,stat2008:8120001,statistical_area,stat2008:8120001,2008,8120001,1,loc:812,812,שלומי,7,7,4490,2799,2745,54,ל,737,699,38,0.268488,166,0,112,11,2,0,5,10,4,59,0,0,1,616,737,699,12,3,0,0,0,1,1,0,0,4,0,4,0,13,0,0,12,273
K18,stat2008:8130001,statistical_area,stat2008:8130001,2008,8130001,1,loc:813,813,עין יעקב,1,1,503,366,364,2,מחל,103,84,19,0.282967,84,2,13,0,0,7,0,1,0,11,0,0,0,59,21,103,4,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,53
K18,stat2008:8140001,statistical_area,stat2008:8140001,2008,8140001,1,loc:814,814,תלמים,1,1,478,342,338,4,שס,143,87,56,0.423077,5,0,16,3,0,0,1,4,0,87,0,0,1,9,14,53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,143
K18,stat2008:8150001,statistical_area,stat2008:8150001,2008,8150001,1,loc:815,815,זבדיאל,1,1,343,256,255,1,שס,103,100,3,0.403922,0,0,9,11,0,0,0,1,0,8,0,0,0,5,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
K18,stat2008:8160001,statistical_area,stat2008:8160001,2008,8160001,1,loc:816,816,זנוח,1,1,306,186,183,3,מחל,85,47,38,0.464481,10,0,7,3,0,1,0,0,0,3,0,0,0,9,14,85,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47
K18,stat2008:8170001,statistical_area,stat2008:8170001,2008,8170001,1,loc:817,817,עזריקם,2,2,721,494,493,1,מחל,237,98,139,0.48073,36,0,5,2,0,0,0,1,0,7,0,0,0,98,32,237,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73
K18,stat2008:8180001,statistical_area,stat2008:8180001,2008,8180001,1,loc:818,818,זרחיה,1,1,388,280,278,2,מחל,84,84,0,0.302158,7,0,40,3,0,0,0,0,0,33,0,0,0,8,18,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84
K18,stat2008:8190001,statistical_area,stat2008:8190001,2008,8190001,1,loc:819,819,אביגדור,1,1,533,405,403,2,כן,171,95,76,0.424318,95,0,5,0,0,3,2,2,5,1,0,0,0,171,25,58,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3
K18,stat2008:8200001,statistical_area,stat2008:8200001,2008,8200001,1,loc:820,820,חלץ,1,1,351,226,226,0,מחל,75,65,10,0.331858,19,0,22,1,0,0,0,2,1,2,0,0,0,29,6,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65
K18,stat2008:82000011,statistical_area,stat2008:82000011,2008,82000011,11,loc:8200,8200,קריית מוצקין,6,6,3866,2958,2919,39,כן,1208,774,434,0.41384,391,0,43,3,1,14,2,32,7,18,0,1,2,1208,277,774,37,1,0,0,0,0,6,0,0,0,0,2,1,8,0,0,7,84
K18,stat2008:82000012,statistical_area,stat2008:82000012,2008,82000012,12,loc:8200,8200,קריית מוצקין,6,6,3189,1776,1735,41,כן,478,432,46,0.275504,174,1,11,2,3,4,3,10,6,18,0,0,0,478,427,432,15,1,0,1,1,5,1,0,0,0,0,2,3,10,0,1,4,122
K18,stat2008:82000013,statistical_area,stat2008:82000013,2008,82000013,13,loc:8200,8200,קריית מוצקין,5,5,3378,2242,2204,38,כן,725,481,244,0.328947,250,3,54,4,1,7,4,20,3,21,0,0,1,725,481,468,23,6,0,2,0,0,6,0,0,2,0,5,2,7,0,0,11,98
K18,stat2008:82000014,statistical_area,stat2008:82000014,2008,82000014,14,loc:8200,8200,קריית מוצקין,5,5,3147,2061,2024,37,כן,629,514,115,0.310771,282,0,33,5,0,11,4,22,4,18,0,0,0,629,371,514,34,4,0,1,1,0,9,0,0,0,0,4,1,5,0,1,11,60
K18,stat2008:82000021,statistical_area,stat2008:82000021,2008,82000021,21,loc:8200,8200,קריית מוצקין,7,7,4162,2632,2584,48,כן,768,752,16,0.297214,229,0,33,8,1,6,6,22,1,34,0,2,4,768,752,573,18,6,0,1,1,0,3,0,0,3,1,4,0,14,0,0,6,88
K18,stat2008:82000022,statistical_area,stat2008:82000022,2008,82000022,22,loc:8200,8200,קריית מוצקין,8,8,4846,2950,2881,69,ל,841,764,77,0.291913,291,0,61,17,4,10,3,47,4,31,1,3,2,764,841,588,36,13,4,0,3,2,2,0,0,4,0,2,7,15,1,0,9,116
K18,stat2008:82000023,statistical_area,stat2008:82000023,2008,82000023,23,loc:8200,8200,קריית מוצקין,3,3,1711,976,956,20,כן,273,207,66,0.285565,124,0,33,7,2,2,0,13,2,19,0,0,0,273,182,207,20,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,4,63
K18,stat2008:82000031,statistical_area,stat2008:82000031,2008,82000031,31,loc:8200,8200,קריית מוצקין,3,3,1613,1130,1122,8,כן,350,247,103,0.311943,181,0,89,4,0,4,0,19,8,24,0,0,0,350,109,247,20,1,0,0,0,0,0,0,0,1,0,2,1,4,0,2,8,48
K18,stat2008:82000032,statistical_area,stat2008:82000032,2008,82000032,32,loc:8200,8200,קריית מוצקין,3,3,1737,1062,1049,13,כן,349,249,100,0.332698,123,0,54,2,0,4,0,13,2,30,0,0,1,349,144,249,13,0,0,0,0,1,6,0,0,0,0,0,0,7,0,0,1,50
K18,stat2008:82000033,statistical_area,stat2008:82000033,2008,82000033,33,loc:8200,8200,קריית מוצקין,5,5,2958,1809,1779,30,כן,589,404,185,0.331085,229,1,72,8,1,4,3,21,7,27,0,1,4,589,280,404,32,0,0,0,0,0,2,0,0,0,0,2,0,7,0,0,7,78
K18,stat2008:82000034,statistical_area,stat2008:82000034,2008,82000034,34,loc:8200,8200,קריית מוצקין,6,6,3758,2436,2403,33,כן,866,523,343,0.360383,374,0,110,8,2,8,1,31,9,54,1,1,3,866,287,523,49,2,1,1,0,0,5,0,0,0,1,2,1,10,0,0,6,47
K18,stat2008:820001,statistical_area,stat2008:820001,2008,820001,1,loc:82,82,עין חרוד (מאוחד),2,2,670,475,473,2,אמת,211,128,83,0.446089,211,0,2,3,0,8,0,0,0,18,0,0,0,128,14,37,47,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
K18,stat2008:8210001,statistical_area,stat2008:8210001,2008,8210001,1,loc:821,821,אחוזם,1,1,339,242,239,3,מחל,132,50,82,0.552301,5,0,15,5,0,0,0,0,1,3,0,0,0,17,11,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
K18,stat2008:8220001,statistical_area,stat2008:8220001,2008,8220001,1,loc:822,822,מטע,1,1,404,273,271,2,מחל,75,67,8,0.276753,30,0,4,3,0,16,9,2,2,2,0,0,0,67,14,75,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,23
K18,stat2008:8230001,statistical_area,stat2008:8230001,2008,8230001,1,loc:823,823,בר גיורא,1,1,325,235,232,3,מחל,90,35,55,0.387931,16,0,1,0,0,15,2,5,0,11,0,0,0,31,16,90,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,35
K18,stat2008:8240001,statistical_area,stat2008:8240001,2008,8240001,1,loc:824,824,כוכב מיכאל,1,1,532,371,368,3,כן,179,86,93,0.486413,86,0,3,1,0,7,0,4,1,2,0,0,1,179,17,43,13,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,5
K18,stat2008:8250001,statistical_area,stat2008:8250001,2008,8250001,1,loc:825,825,נס הרים,1,1,439,281,277,4,מחל,127,48,79,0.458484,33,0,11,1,0,3,1,1,0,12,0,0,0,48,12,127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27
K18,stat2008:8260001,statistical_area,stat2008:8260001,2008,8260001,1,loc:826,826,עוזה,1,1,396,247,244,3,שס,114,55,59,0.467213,3,0,30,25,0,0,0,0,0,9,0,0,0,5,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
K18,stat2008:8270001,statistical_area,stat2008:8270001,2008,8270001,1,loc:827,827,נווה מבטח,1,1,451,313,312,1,כן,135,85,50,0.432692,85,1,4,0,0,3,0,3,0,3,0,0,0,135,13,38,15,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,9
K18,stat2008:8280001,statistical_area,stat2008:8280001,2008,8280001,1,loc:828,828,ישרש,1,1,573,398,397,1,מחל,146,106,40,0.367758,45,0,6,2,0,2,0,1,0,7,0,0,0,106,45,146,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,26
K18,stat2008:8290001,statistical_area,stat2008:8290001,2008,8290001,1,loc:829,829,מבטחים,1,1,344,200,199,1,אמת,68,39,29,0.341709,68,0,2,0,0,0,0,0,0,2,0,0,1,26,36,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
K18,stat2008:83000111,statistical_area,stat2008:83000111,2008,83000111,111,loc:8300,8300,ראשון לציון,1,1,385,299,285,14,ל,186,50,136,0.652632,5,0,0,0,0,1,0,0,0,1,0,1,0,30,186,50,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
K18,stat2008:83000113,statistical_area,stat2008:83000113,2008,83000113,113,loc:8300,8300,ראשון לציון,3,3,1788,1241,1237,4,כן,444,394,50,0.358933,112,0,13,3,0,4,0,9,0,9,0,0,1,444,173,394,19,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,4,45
K18,stat2008:83000114,statistical_area,stat2008:83000114,2008,83000114,114,loc:8300,8300,ראשון לציון,8,8,4673,2825,2793,32,ל,764,753,11,0.273541,236,1,30,11,1,11,1,13,4,27,0,0,2,753,764,753,39,7,0,0,2,1,8,0,0,0,1,5,1,12,0,1,11,98
K18,stat2008:83000115,statistical_area,stat2008:83000115,2008,83000115,115,loc:8300,8300,ראשון לציון,7,7,4180,2381,2342,39,ל,642,631,11,0.274125,126,1,33,16,1,6,4,9,1,27,2,0,4,631,642,617,18,9,0,0,1,0,14,0,0,1,2,3,2,9,0,3,5,155
K18,stat2008:83000116,statistical_area,stat2008:83000116,2008,83000116,116,loc:8300,8300,ראשון לציון,6,6,3824,2312,2286,26,ל,632,555,77,0.276465,161,0,33,34,0,12,2,11,6,42,0,2,0,555,632,544,29,5,0,0,1,1,9,0,0,0,0,3,2,8,1,1,6,186
K18,stat2008:83000117,statistical_area,stat2008:83000117,2008,83000117,117,loc:8300,8300,ראשון לציון,7,7,4258,2544,2487,57,ל,687,678,9,0.276236,215,1,43,27,2,11,4,23,4,32,0,3,0,678,687,569,45,11,0,0,1,0,2,0,1,0,0,5,2,8,3,0,12,98
K18,stat2008:83000121,statistical_area,stat2008:83000121,2008,83000121,121,loc:8300,8300,ראשון לציון,8,8,4643,2587,2542,45,כן,664,627,37,0.261212,281,0,50,17,3,11,4,29,10,26,1,1,0,664,627,589,46,17,1,0,2,0,6,0,0,0,0,11,1,11,0,1,9,124
K18,stat2008:83000122,statistical_area,stat2008:83000122,2008,83000122,122,loc:8300,8300,ראשון לציון,6,6,3246,1919,1888,31,ל,452,442,10,0.239407,128,0,64,43,0,12,2,14,5,55,0,1,1,437,452,442,30,3,1,0,0,0,4,0,1,0,0,4,3,8,0,0,11,167
K18,stat2008:83000123,statistical_area,stat2008:83000123,2008,83000123,123,loc:8300,8300,ראשון לציון,4,4,2709,1596,1572,24,מחל,461,446,15,0.293257,98,0,15,8,0,4,2,7,5,32,0,0,2,446,367,461,20,0,0,1,0,0,4,0,1,0,0,3,3,4,0,0,8,81
K18,stat2008:83000124,statistical_area,stat2008:83000124,2008,83000124,124,loc:8300,8300,ראשון לציון,4,4,2187,1466,1449,17,כן,427,379,48,0.294686,120,1,15,23,0,1,4,5,2,29,0,5,1,427,339,379,18,2,0,0,1,0,1,0,0,0,0,4,1,8,1,0,4,58
K18,stat2008:83000125,statistical_area,stat2008:83000125,2008,83000125,125,loc:8300,8300,ראשון לציון,7,7,4577,2808,2763,45,כן,814,721,93,0.294607,228,1,58,15,1,5,2,13,7,40,1,0,3,814,574,721,28,9,0,1,0,0,13,0,3,0,0,5,4,9,0,2,7,199
K18,stat2008:83000126,statistical_area,stat2008:83000126,2008,83000126,126,loc:8300,8300,ראשון לציון,7,7,4304,2838,2810,28,כן,801,761,40,0.285053,247,1,53,74,1,14,0,24,3,49,1,1,2,801,468,761,35,2,0,0,0,0,8,0,0,3,1,8,3,13,0,0,15,222
K18,stat2008:83000211,statistical_area,stat2008:83000211,2008,83000211,211,loc:8300,8300,ראשון לציון,5,5,2844,1813,1786,27,מחל,571,466,105,0.319709,174,0,32,12,1,5,1,14,0,34,0,0,1,466,165,571,23,1,0,1,2,1,8,0,0,0,1,5,1,9,0,1,11,246
K18,stat2008:83000212,statistical_area,stat2008:83000212,2008,83000212,212,loc:8300,8300,ראשון לציון,6,6,3550,2088,2069,19,מחל,739,438,301,0.357177,115,0,45,10,0,7,1,8,2,44,0,0,1,437,166,739,27,0,0,1,0,1,9,0,0,1,1,1,1,7,1,0,6,438
K18,stat2008:83000213,statistical_area,stat2008:83000213,2008,83000213,213,loc:8300,8300,ראשון לציון,5,5,3336,2106,2082,24,מחל,759,469,290,0.364553,98,0,66,13,0,5,0,15,2,65,0,0,2,387,154,759,20,0,0,0,0,2,14,0,0,0,0,3,0,5,0,0,3,469
K18,stat2008:83000214,statistical_area,stat2008:83000214,2008,83000214,214,loc:8300,8300,ראשון לציון,6,6,3255,2432,2414,18,כן,966,620,346,0.400166,299,0,33,4,1,14,2,15,8,16,0,0,1,966,230,620,51,0,0,0,0,1,7,0,0,0,1,7,0,7,0,0,27,104
K18,stat2008:83000215,statistical_area,stat2008:83000215,2008,83000215,215,loc:8300,8300,ראשון לציון,7,7,3894,2782,2762,20,כן,1131,684,447,0.409486,379,2,36,16,0,9,7,4,6,26,0,0,4,1131,230,684,64,0,0,0,0,0,14,0,0,0,0,1,1,8,1,1,20,118
K18,stat2008:83000221,statistical_area,stat2008:83000221,2008,83000221,221,loc:8300,8300,ראשון לציון,5,5,3318,2137,2114,23,כן,633,513,120,0.299432,226,0,73,13,0,9,1,10,4,42,1,0,1,633,403,513,25,0,0,0,0,0,3,0,0,3,0,4,2,14,0,4,13,117
K18,stat2008:83000222,statistical_area,stat2008:83000222,2008,83000222,222,loc:8300,8300,ראשון לציון,5,5,2590,1667,1646,21,כן,501,380,121,0.304374,183,0,82,4,2,9,0,10,3,38,0,2,1,501,297,380,18,3,0,1,0,0,4,0,1,0,0,7,0,3,1,0,12,84
K18,stat2008:83000223,statistical_area,stat2008:83000223,2008,83000223,223,loc:8300,8300,ראשון לציון,5,5,3408,2327,2303,24,כן,728,646,82,0.316109,282,0,161,13,0,17,2,20,5,92,0,0,0,728,130,646,49,2,1,0,0,0,8,0,1,2,0,9,0,11,0,1,7,116
K18,stat2008:83000224,statistical_area,stat2008:83000224,2008,83000224,224,loc:8300,8300,ראשון לציון,4,4,2290,1517,1505,12,כן,511,374,137,0.339535,202,1,40,8,2,7,2,9,5,32,1,0,1,511,205,374,33,5,1,0,0,0,3,0,0,0,0,6,3,5,0,1,6,42
K18,stat2008:83000225,statistical_area,stat2008:83000225,2008,83000225,225,loc:8300,8300,ראשון לציון,5,5,3082,1912,1892,20,כן,592,445,147,0.312896,230,0,38,10,0,10,2,17,5,47,0,1,2,592,344,445,30,4,0,2,0,0,4,0,0,0,2,4,1,8,1,0,7,86
K18,stat2008:83000311,statistical_area,stat2008:83000311,2008,83000311,311,loc:8300,8300,ראשון לציון,4,4,2035,1273,1247,26,מחל,403,297,106,0.323176,141,0,18,14,1,8,0,7,6,38,0,1,0,297,92,403,18,1,0,0,0,1,2,0,0,0,0,4,0,2,0,0,5,188
K18,stat2008:83000312,statistical_area,stat2008:83000312,2008,83000312,312,loc:8300,8300,ראשון לציון,5,5,3133,1923,1903,20,כן,683,471,212,0.358907,241,0,19,9,0,12,5,9,2,26,0,0,1,683,275,471,44,0,1,0,0,1,2,0,0,1,0,6,0,9,0,1,8,77
K18,stat2008:83000313,statistical_area,stat2008:83000313,2008,83000313,313,loc:8300,8300,ראשון לציון,8,8,4559,2668,2639,29,כן,899,634,265,0.340659,342,0,29,11,1,18,1,23,8,31,1,0,1,899,453,634,60,5,0,0,1,0,2,0,0,0,0,4,3,14,2,1,11,84
K18,stat2008:83000314,statistical_area,stat2008:83000314,2008,83000314,314,loc:8300,8300,ראשון לציון,7,7,3867,2175,2145,30,כן,681,536,145,0.317483,233,2,40,8,1,6,2,17,5,24,1,2,0,681,437,536,46,4,0,0,0,1,9,0,0,1,1,4,0,7,0,0,13,64
K18,stat2008:83000315,statistical_area,stat2008:83000315,2008,83000315,315,loc:8300,8300,ראשון לציון,5,5,3255,1697,1671,26,כן,477,404,73,0.285458,175,2,19,9,0,9,4,17,1,16,1,0,0,477,387,404,38,13,0,0,1,0,0,0,0,0,0,8,2,10,0,0,10,68
K18,stat2008:83000412,statistical_area,stat2008:83000412,2008,83000412,412,loc:8300,8300,ראשון לציון,8,8,4840,3277,3258,19,כן,1332,737,595,0.40884,563,0,41,11,0,15,9,21,8,36,2,0,2,1332,248,737,107,3,1,0,0,1,3,0,0,0,2,4,0,14,3,1,14,80
K18,stat2008:83000413,statistical_area,stat2008:83000413,2008,83000413,413,loc:8300,8300,ראשון לציון,7,7,4313,2690,2656,34,כן,897,605,292,0.337726,383,0,35,11,0,13,3,24,6,25,0,2,1,897,480,605,59,4,1,0,1,0,1,0,0,0,0,5,0,11,0,0,24,65
K18,stat2008:83000421,statistical_area,stat2008:83000421,2008,83000421,421,loc:8300,8300,ראשון לציון,6,6,3807,2353,2328,25,כן,809,528,281,0.347509,310,0,24,6,1,12,5,33,8,21,1,1,4,809,432,528,41,2,1,0,0,1,3,0,0,0,1,7,2,9,1,0,15,50
K18,stat2008:83000422,statistical_area,stat2008:83000422,2008,83000422,422,loc:8300,8300,ראשון לציון,5,5,3371,2182,2164,18,כן,783,483,300,0.36183,325,0,41,6,0,9,4,24,6,16,0,1,1,783,329,483,56,3,0,0,0,0,1,0,5,0,0,6,1,14,0,0,17,33
K18,stat2008:83000423,statistical_area,stat2008:83000423,2008,83000423,423,loc:8300,8300,ראשון לציון,6,6,3582,2427,2411,16,כן,925,590,335,0.383658,343,0,30,7,0,10,6,18,5,22,1,0,1,925,296,590,60,0,0,1,0,1,1,0,0,0,1,10,1,8,1,0,9,64
K18,stat2008:83000424,statistical_area,stat2008:83000424,2008,83000424,424,loc:8300,8300,ראשון לציון,5,5,2780,1966,1954,12,כן,816,448,368,0.417605,315,0,26,4,0,9,4,6,9,17,0,0,2,816,164,448,57,0,0,0,0,0,5,0,0,2,1,5,0,5,0,0,15,44
K18,stat2008:83000425,statistical_area,stat2008:83000425,2008,83000425,425,loc:8300,8300,ראשון לציון,5,5,2933,1695,1666,29,כן,560,373,187,0.336134,157,0,9,11,0,11,5,19,4,19,1,0,2,560,348,373,22,4,0,1,1,0,3,0,0,0,1,3,0,12,1,1,16,82
K18,stat2008:83000426,statistical_area,stat2008:83000426,2008,83000426,426,loc:8300,8300,ראשון לציון,7,7,4056,2551,2521,30,כן,875,624,251,0.347084,293,2,28,5,1,12,2,11,7,27,0,0,1,875,445,624,65,5,1,0,2,0,2,0,0,0,1,6,1,9,2,0,11,83
K18,stat2008:83000511,statistical_area,stat2008:83000511,2008,83000511,511,loc:8300,8300,ראשון לציון,8,8,4356,2244,2190,54,מחל,610,397,213,0.278539,92,2,397,14,3,2,0,14,3,39,3,0,2,315,384,610,14,10,3,0,1,0,8,0,0,3,0,7,1,10,4,2,9,238
K18,stat2008:83000512,statistical_area,stat2008:83000512,2008,83000512,512,loc:8300,8300,ראשון לציון,5,5,3212,1693,1665,28,מחל,569,271,298,0.341742,100,1,96,19,0,1,2,7,1,49,0,0,2,271,258,569,12,3,0,1,1,1,2,0,0,0,0,1,1,11,0,1,6,249
K18,stat2008:83000513,statistical_area,stat2008:83000513,2008,83000513,513,loc:8300,8300,ראשון לציון,4,4,2613,1337,1307,30,מחל,364,272,92,0.2785,61,0,149,17,0,0,1,7,2,19,0,1,0,228,272,364,4,6,0,1,1,1,5,0,1,1,2,3,1,6,2,0,1,151
K18,stat2008:83000514,statistical_area,stat2008:83000514,2008,83000514,514,loc:8300,8300,ראשון לציון,6,6,3650,2656,2633,23,כן,996,781,215,0.378276,311,0,26,7,0,19,3,11,8,32,0,1,1,996,228,781,48,0,0,0,0,1,2,0,0,0,0,5,2,11,1,1,8,130
K18,stat2008:83000515,statistical_area,stat2008:83000515,2008,83000515,515,loc:8300,8300,ראשון לציון,3,3,2144,1543,1525,18,כן,590,375,215,0.386885,271,0,31,7,0,5,0,32,4,14,0,0,4,590,81,375,45,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,7,52
K18,stat2008:83000516,statistical_area,stat2008:83000516,2008,83000516,516,loc:8300,8300,ראשון לציון,4,4,2354,1697,1683,14,כן,694,480,214,0.412359,220,0,25,3,0,6,0,6,2,26,0,0,2,694,131,480,15,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,9,58
K18,stat2008:83000521,statistical_area,stat2008:83000521,2008,83000521,521,loc:8300,8300,ראשון לציון,4,4,2414,1621,1609,12,כן,564,459,105,0.350528,178,0,20,3,0,10,4,9,4,15,0,0,0,564,210,459,34,3,0,0,0,0,2,0,1,0,0,6,1,10,0,0,9,67
K18,stat2008:83000522,statistical_area,stat2008:83000522,2008,83000522,522,loc:8300,8300,ראשון לציון,7,7,3968,2628,2610,18,כן,926,734,192,0.354789,306,1,27,11,0,10,2,11,6,31,3,0,1,926,306,734,56,3,0,0,0,1,4,0,0,0,0,8,6,14,0,2,18,123
K18,stat2008:83000523,statistical_area,stat2008:83000523,2008,83000523,523,loc:8300,8300,ראשון לציון,4,4,2496,1714,1701,13,כן,597,544,53,0.35097,196,0,22,3,0,7,4,6,8,9,0,0,2,597,159,544,19,0,0,1,0,0,5,0,0,0,0,3,0,4,0,1,10,101
K18,stat2008:83000524,statistical_area,stat2008:83000524,2008,83000524,524,loc:8300,8300,ראשון לציון,4,4,2560,1804,1793,11,כן,632,554,78,0.352482,220,2,27,5,0,3,3,11,0,16,0,0,2,632,172,554,24,0,0,0,1,0,1,0,1,0,0,2,0,7,1,0,4,105
K18,stat2008:83000531,statistical_area,stat2008:83000531,2008,83000531,531,loc:8300,8300,ראשון לציון,7,7,3539,2518,2496,22,כן,1035,640,395,0.414663,390,0,24,6,0,18,1,7,11,30,0,0,1,1035,145,640,50,1,0,2,0,0,5,0,0,0,1,5,0,9,0,0,18,97
K18,stat2008:83000532,statistical_area,stat2008:83000532,2008,83000532,532,loc:8300,8300,ראשון לציון,3,3,1754,1255,1244,11,כן,545,357,188,0.438103,121,0,10,2,0,9,0,2,5,6,0,0,1,545,81,357,22,0,0,0,0,0,1,0,2,0,1,0,0,4,0,0,9,66
K18,stat2008:83000533,statistical_area,stat2008:83000533,2008,83000533,533,loc:8300,8300,ראשון לציון,6,6,3427,2414,2394,20,כן,866,794,72,0.361738,322,1,22,2,0,10,2,16,9,20,0,0,1,866,166,794,41,0,0,0,0,0,3,0,0,1,1,4,0,11,0,0,13,89
