election,geography_id,geography_type,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
K25,stat2011:8700001,statistical_area,stat2011:8700001,2011,8700001,1,loc:870,870,גבעת השלושה,1,1,531,412,411,1,פה,150,77,73,0.364964,77,1,1,3,0,2,0,0,0,0,12,0,1,0,0,0,73,0,12,38,33,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,3,0,5,0
K25,stat2011:87000012,statistical_area,stat2011:87000012,2011,87000012,12,loc:8700,8700,רעננה,9,9,5756,3887,3877,10,פה,1107,854,253,0.28553,174,9,179,36,0,7,0,0,0,0,536,2,5,0,2,0,530,0,65,854,149,0,0,0,0,0,1,1,1107,2,2,0,1,0,0,0,6,0,209,0
K25,stat2011:87000014,statistical_area,stat2011:87000014,2011,87000014,14,loc:8700,8700,רעננה,5,5,3084,2044,2037,7,פה,431,419,12,0.211586,73,9,134,35,3,0,0,0,0,0,419,3,5,0,0,0,273,0,32,406,55,0,0,0,0,1,0,1,431,0,3,0,0,0,2,0,9,0,143,0
K25,stat2011:87000015,statistical_area,stat2011:87000015,2011,87000015,15,loc:8700,8700,רעננה,7,7,4291,2799,2791,8,פה,814,571,243,0.291652,128,11,137,29,2,6,0,0,0,0,396,0,6,0,0,0,357,0,62,571,108,0,2,0,1,0,0,2,814,1,7,0,0,0,1,0,6,0,143,1
K25,stat2011:87000018,statistical_area,stat2011:87000018,2011,87000018,18,loc:8700,8700,רעננה,6,6,3940,2582,2573,9,פה,792,534,258,0.307812,122,11,51,35,0,1,1,1,0,0,266,1,10,0,0,0,363,0,66,534,122,1,4,0,0,2,0,2,792,0,3,0,0,0,3,2,9,0,168,3
K25,stat2011:87000019,statistical_area,stat2011:87000019,2011,87000019,19,loc:8700,8700,רעננה,5,5,3125,2035,2029,6,פה,641,359,282,0.315919,118,9,71,43,0,3,0,0,0,1,197,0,9,0,0,0,285,0,63,359,101,0,0,0,0,1,0,0,641,0,3,0,3,0,1,0,13,0,107,1
K25,stat2011:87000021,statistical_area,stat2011:87000021,2011,87000021,21,loc:8700,8700,רעננה,4,4,2482,1555,1543,12,פה,419,346,73,0.271549,53,5,64,40,0,1,0,1,0,0,206,1,4,0,0,0,191,0,29,346,50,0,0,0,0,0,1,1,419,1,7,0,0,0,1,3,4,0,115,0
K25,stat2011:87000022,statistical_area,stat2011:87000022,2011,87000022,22,loc:8700,8700,רעננה,5,5,2989,1980,1975,5,פה,559,463,96,0.283038,79,7,58,42,0,2,0,0,0,0,229,0,6,0,0,0,217,0,62,463,73,0,0,0,0,0,0,1,559,0,1,0,0,0,1,0,12,0,162,1
K25,stat2011:87000023,statistical_area,stat2011:87000023,2011,87000023,23,loc:8700,8700,רעננה,5,5,2813,2041,2033,8,מחל,648,392,256,0.318741,56,7,43,25,0,4,0,0,0,0,306,0,6,0,0,0,178,0,43,648,47,0,5,0,0,0,0,0,392,1,3,2,0,0,0,0,6,0,261,0
K25,stat2011:87000024,statistical_area,stat2011:87000024,2011,87000024,24,loc:8700,8700,רעננה,5,5,2652,1806,1801,5,פה,683,366,317,0.379234,111,2,43,16,1,2,0,0,0,0,83,0,6,0,0,0,260,0,43,366,116,1,0,0,1,0,0,1,683,0,2,0,1,0,0,0,12,0,50,1
K25,stat2011:87000025,statistical_area,stat2011:87000025,2011,87000025,25,loc:8700,8700,רעננה,5,5,3366,2279,2275,4,פה,1000,356,644,0.43956,131,9,30,16,2,1,0,0,1,1,105,1,6,0,0,0,356,0,65,333,159,0,0,0,0,1,1,1,1000,1,1,0,1,0,0,0,14,0,39,0
K25,stat2011:87000026,statistical_area,stat2011:87000026,2011,87000026,26,loc:8700,8700,רעננה,11,11,6631,4935,4919,16,פה,1780,1076,704,0.361862,243,25,71,28,2,7,1,0,0,0,363,0,20,1,0,0,701,1,179,1076,164,0,1,0,1,3,0,5,1780,0,13,0,0,0,0,4,25,0,205,0
K25,stat2011:87000027,statistical_area,stat2011:87000027,2011,87000027,27,loc:8700,8700,רעננה,4,4,2615,1942,1933,9,פה,767,343,424,0.396793,144,19,11,16,0,2,0,0,0,0,87,0,5,0,0,0,280,0,85,343,126,0,2,0,2,1,0,1,767,0,2,1,1,0,0,0,5,0,33,0
K25,stat2011:87000028,statistical_area,stat2011:87000028,2011,87000028,28,loc:8700,8700,רעננה,5,5,2806,1850,1847,3,פה,832,276,556,0.45046,122,4,23,8,0,5,0,0,0,0,83,0,6,0,0,0,276,0,57,273,106,0,0,0,0,1,0,0,832,0,2,0,1,0,0,0,5,0,43,0
K25,stat2011:87000031,statistical_area,stat2011:87000031,2011,87000031,31,loc:8700,8700,רעננה,7,7,4482,3142,3119,23,פה,1292,591,701,0.414235,147,6,46,8,1,4,0,0,0,1,180,2,13,0,0,0,522,0,78,591,161,0,2,0,0,0,1,1,1292,1,7,0,1,0,0,0,10,0,44,0
K25,stat2011:87000032,statistical_area,stat2011:87000032,2011,87000032,32,loc:8700,8700,רעננה,8,8,5068,2847,2833,14,פה,925,515,410,0.326509,167,2,139,39,0,2,0,0,0,0,300,1,5,0,0,0,417,0,48,515,153,0,2,0,0,0,0,4,925,0,7,0,0,0,0,2,10,0,94,1
K25,stat2011:87000033,statistical_area,stat2011:87000033,2011,87000033,33,loc:8700,8700,רעננה,4,4,2390,1552,1544,8,פה,577,261,316,0.373705,84,2,62,15,0,2,0,0,0,0,106,0,1,0,0,0,261,0,29,256,79,0,0,0,0,0,0,1,577,1,1,0,0,0,2,0,12,0,53,0
K25,stat2011:87000034,statistical_area,stat2011:87000034,2011,87000034,34,loc:8700,8700,רעננה,10,10,6493,3982,3972,10,פה,1206,911,295,0.303625,217,19,71,59,2,6,0,0,0,0,376,1,6,0,0,0,520,0,137,911,189,0,2,0,1,0,0,5,1206,0,6,0,1,0,1,1,16,0,218,1
K25,stat2011:87000035,statistical_area,stat2011:87000035,2011,87000035,35,loc:8700,8700,רעננה,3,3,1948,1276,1270,6,פה,489,238,251,0.385039,64,7,42,13,0,2,0,0,0,0,104,1,6,0,0,0,161,0,18,238,62,0,0,0,0,1,0,1,489,0,1,0,0,0,1,0,4,0,55,0
K25,stat2011:87000036,statistical_area,stat2011:87000036,2011,87000036,36,loc:8700,8700,רעננה,4,4,2721,1858,1852,6,פה,467,373,94,0.25216,93,9,71,19,2,5,0,0,0,0,224,0,2,0,0,0,254,0,60,373,94,0,1,0,1,0,0,2,467,0,3,0,0,0,1,0,12,0,159,0
K25,stat2011:8710001,statistical_area,stat2011:8710001,2011,8710001,1,loc:871,871,עינת,1,1,600,479,478,1,פה,147,108,39,0.307531,108,0,1,1,0,0,0,0,0,0,12,0,1,0,0,0,92,0,3,40,64,0,0,0,0,1,0,0,147,0,0,0,0,0,0,0,8,0,0,0
K25,stat2011:8720001,statistical_area,stat2011:8720001,2011,8720001,1,loc:872,872,גאולי תימן,1,1,252,193,192,1,מחל,82,28,54,0.427083,8,1,2,1,8,15,0,0,0,0,28,0,0,0,0,0,10,0,0,82,3,0,0,0,1,0,0,2,24,0,1,0,0,0,0,0,0,1,5,0
K25,stat2011:8730001,statistical_area,stat2011:8730001,2011,8730001,1,loc:873,873,שלווה,1,1,421,351,351,0,מחל,174,81,93,0.495726,0,0,8,8,0,0,0,0,0,0,73,0,0,0,0,0,3,0,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,81,0
K25,stat2011:8740001,statistical_area,stat2011:8740001,2011,8740001,1,loc:874,874,מגדל העמק,6,6,3686,1915,1893,22,מחל,630,436,194,0.332805,14,6,5,47,1,0,0,0,0,0,245,0,9,0,0,0,67,0,436,630,14,0,1,0,0,2,1,0,136,0,3,2,1,0,1,0,5,1,262,4
K25,stat2011:8740002,statistical_area,stat2011:8740002,2011,8740002,2,loc:874,874,מגדל העמק,6,6,2776,1676,1662,14,מחל,599,393,206,0.360409,12,3,6,28,0,0,1,0,0,0,220,0,2,1,0,0,41,0,254,599,4,0,1,0,0,0,0,0,85,1,1,1,0,0,0,1,4,3,393,1
K25,stat2011:8740003,statistical_area,stat2011:8740003,2011,8740003,3,loc:874,874,מגדל העמק,7,7,3796,2546,2522,24,שס,754,733,21,0.298969,17,6,9,51,0,2,0,0,0,0,326,0,4,0,0,0,94,0,321,733,12,0,0,0,0,1,0,0,179,2,4,0,0,0,1,0,3,0,754,3
K25,stat2011:8740005,statistical_area,stat2011:8740005,2011,8740005,5,loc:874,874,מגדל העמק,5,5,3237,2004,1986,18,מחל,835,393,442,0.420443,31,4,18,22,0,0,0,0,0,0,219,1,5,0,0,0,95,0,185,835,5,0,1,0,0,0,0,1,160,0,2,1,1,0,0,1,5,0,393,1
K25,stat2011:8740006,statistical_area,stat2011:8740006,2011,8740006,6,loc:874,874,מגדל העמק,7,7,4070,2847,2829,18,מחל,1221,389,832,0.431601,53,11,18,46,1,0,0,0,0,0,389,1,5,0,0,0,201,0,211,1221,15,0,1,0,2,0,0,1,314,0,4,0,0,0,1,2,5,0,326,1
K25,stat2011:8740007,statistical_area,stat2011:8740007,2011,8740007,7,loc:874,874,מגדל העמק,4,4,2380,1652,1642,10,מחל,618,246,372,0.37637,29,2,7,13,1,1,0,0,0,0,207,0,7,0,0,0,114,0,246,618,3,0,2,0,0,0,0,0,227,0,5,0,0,0,0,0,3,0,155,2
K25,stat2011:8740009,statistical_area,stat2011:8740009,2011,8740009,9,loc:874,874,מגדל העמק,4,4,2086,1454,1439,15,מחל,595,206,389,0.413482,25,2,8,7,0,1,0,0,0,0,166,0,7,0,0,0,119,0,206,595,14,0,0,0,0,0,0,0,195,1,3,0,2,0,0,0,2,1,83,2
K25,stat2011:8770001,statistical_area,stat2011:8770001,2011,8770001,1,loc:877,877,בית חירות,1,1,618,462,462,0,פה,237,77,160,0.512987,77,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,70,0,3,8,60,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,2,0,0,0
K25,stat2011:8800001,statistical_area,stat2011:8800001,2011,8800001,1,loc:880,880,עין שריד,2,2,1112,842,834,8,פה,260,215,45,0.311751,44,1,5,12,0,1,0,0,0,1,86,0,1,0,0,0,116,0,19,215,40,0,0,0,0,0,0,2,260,0,1,0,0,0,0,0,4,0,26,0
K25,stat2011:8850001,statistical_area,stat2011:8850001,2011,8850001,1,loc:885,885,שדה בוקר,1,1,428,266,265,1,פה,112,50,62,0.422642,50,0,2,0,0,1,0,0,0,0,4,0,6,0,0,0,40,0,6,10,30,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,3,0,1,0
K25,stat2011:8880001,statistical_area,stat2011:8880001,2011,8880001,1,loc:888,888,"כפר הרי""ף",1,1,605,460,459,1,פה,195,85,110,0.424837,34,0,4,1,0,1,0,0,0,0,30,0,2,0,0,0,85,0,7,67,22,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,8,0,3,0
K25,stat2011:8890001,statistical_area,stat2011:8890001,2011,8890001,1,loc:889,889,כפר חסידים ב',1,1,226,158,157,1,מחל,42,29,13,0.267516,3,0,19,2,0,0,0,0,0,0,29,0,0,0,0,0,16,0,7,42,1,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,1,0,11,0
K25,stat2011:890001,statistical_area,stat2011:890001,2011,890001,1,loc:89,89,עין חרוד (איחוד),1,1,506,365,363,2,פה,165,73,92,0.454545,73,0,2,1,1,0,0,0,0,0,13,0,1,0,0,0,64,0,7,11,23,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,1,0,1,0
K25,stat2011:8920001,statistical_area,stat2011:8920001,2011,8920001,1,loc:892,892,עבדון,1,1,528,402,402,0,מחל,176,101,75,0.437811,3,0,1,2,0,0,0,0,0,0,101,0,0,0,0,0,42,0,1,176,1,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,60,0
K25,stat2011:900001,statistical_area,stat2011:900001,2011,900001,1,loc:90,90,חפצי-בה,1,1,587,411,409,2,פה,161,60,101,0.393643,49,0,2,0,0,2,0,0,0,0,30,0,1,0,0,0,60,0,5,52,31,0,1,0,0,0,0,0,161,1,2,0,0,0,1,0,9,0,2,0
K25,stat2011:90000111,statistical_area,stat2011:90000111,2011,90000111,111,loc:9000,9000,באר שבע,4,4,1708,813,797,16,מחל,310,118,192,0.388959,5,1,4,13,3,13,0,0,0,0,116,0,3,0,0,0,27,0,118,310,10,1,0,0,1,0,0,8,54,0,4,0,0,0,0,0,1,1,102,2
K25,stat2011:90000112,statistical_area,stat2011:90000112,2011,90000112,112,loc:9000,9000,באר שבע,4,4,1758,829,814,15,מחל,373,108,265,0.458231,7,2,2,25,0,1,0,0,0,0,108,0,5,0,0,0,29,0,84,373,5,0,2,0,0,1,0,2,58,0,3,0,0,0,0,0,1,0,105,1
K25,stat2011:90000113,statistical_area,stat2011:90000113,2011,90000113,113,loc:9000,9000,באר שבע,3,3,1392,689,674,15,מחל,356,97,259,0.52819,5,0,1,7,1,0,0,0,0,0,97,1,2,2,0,0,13,1,58,356,6,0,3,0,0,1,1,5,23,0,1,0,0,1,1,0,3,1,83,1
K25,stat2011:90000121,statistical_area,stat2011:90000121,2011,90000121,121,loc:9000,9000,באר שבע,8,8,4571,1879,1855,24,מחל,832,256,576,0.448518,42,9,10,22,10,21,0,0,0,0,201,0,4,0,0,0,65,2,196,832,22,1,3,0,1,0,0,16,136,0,4,0,0,0,0,0,0,0,256,2
K25,stat2011:90000122,statistical_area,stat2011:90000122,2011,90000122,122,loc:9000,9000,באר שבע,2,2,970,375,371,4,מחל,150,42,108,0.404313,12,3,2,6,3,2,0,0,0,0,42,0,3,0,0,0,31,0,31,150,9,0,0,0,0,0,0,3,36,0,1,0,1,0,0,0,0,0,36,0
K25,stat2011:90000131,statistical_area,stat2011:90000131,2011,90000131,131,loc:9000,9000,באר שבע,3,3,1678,823,817,6,מחל,276,124,152,0.337821,42,8,7,6,4,7,0,0,0,1,93,0,2,0,0,0,85,1,52,276,21,0,0,0,0,1,0,4,124,0,6,0,0,0,1,0,1,0,75,0
K25,stat2011:90000133,statistical_area,stat2011:90000133,2011,90000133,133,loc:9000,9000,באר שבע,3,3,1668,696,688,8,מחל,265,100,165,0.385174,27,2,5,11,0,1,0,0,0,0,54,1,2,0,0,0,58,0,72,265,9,0,0,0,1,1,0,7,100,0,1,0,0,0,0,1,2,0,67,1
K25,stat2011:90000211,statistical_area,stat2011:90000211,2011,90000211,211,loc:9000,9000,באר שבע,8,8,3778,2155,2147,8,מחל,872,301,571,0.406148,48,6,26,37,7,7,0,0,0,0,301,0,8,0,0,0,177,1,190,872,20,0,0,0,1,0,0,7,232,1,7,0,1,2,1,0,3,0,191,1
K25,stat2011:90000212,statistical_area,stat2011:90000212,2011,90000212,212,loc:9000,9000,באר שבע,5,5,2830,1709,1679,30,מחל,654,332,322,0.389518,19,8,13,52,0,0,1,1,0,0,212,0,0,0,1,0,76,0,170,654,3,0,1,2,1,0,0,4,120,0,1,1,1,0,0,2,2,1,332,1
K25,stat2011:90000213,statistical_area,stat2011:90000213,2011,90000213,213,loc:9000,9000,באר שבע,6,6,4018,2645,2631,14,שס,847,726,121,0.321931,20,9,7,143,4,4,0,0,0,0,389,2,9,0,0,0,77,0,184,726,9,0,1,0,0,4,0,3,173,4,6,0,1,0,2,0,2,2,847,3
K25,stat2011:90000214,statistical_area,stat2011:90000214,2011,90000214,214,loc:9000,9000,באר שבע,4,4,1994,1372,1356,16,מחל,520,210,310,0.383481,12,5,11,15,0,0,0,0,0,0,210,1,4,0,0,0,78,0,148,520,10,0,0,0,1,0,0,1,179,0,5,0,0,0,0,0,2,0,154,0
K25,stat2011:90000215,statistical_area,stat2011:90000215,2011,90000215,215,loc:9000,9000,באר שבע,5,5,2833,1639,1623,16,מחל,672,215,457,0.414048,21,8,12,35,1,2,0,1,0,0,215,0,3,0,0,0,90,3,176,672,10,0,1,0,0,2,1,1,149,1,5,0,3,0,4,2,6,0,199,0
K25,stat2011:90000216,statistical_area,stat2011:90000216,2011,90000216,216,loc:9000,9000,באר שבע,6,6,3612,1538,1510,28,מחל,679,196,483,0.449669,23,3,4,29,2,3,0,1,0,0,193,0,7,0,1,0,82,0,196,679,5,0,0,2,1,2,0,6,111,1,2,0,3,0,0,0,6,2,145,1
K25,stat2011:90000221,statistical_area,stat2011:90000221,2011,90000221,221,loc:9000,9000,באר שבע,7,7,3828,1791,1771,20,מחל,757,344,413,0.427442,16,5,4,32,0,1,0,0,2,1,180,2,8,0,0,1,93,1,344,757,11,2,3,0,1,1,1,7,161,1,5,0,1,0,2,0,4,1,122,1
K25,stat2011:90000222,statistical_area,stat2011:90000222,2011,90000222,222,loc:9000,9000,באר שבע,2,2,1105,508,493,15,מחל,205,106,99,0.415822,3,5,2,8,0,1,0,0,0,0,69,0,1,0,0,0,17,0,106,205,0,0,0,0,0,1,0,0,41,1,1,0,1,2,0,0,1,0,28,0
K25,stat2011:90000223,statistical_area,stat2011:90000223,2011,90000223,223,loc:9000,9000,באר שבע,4,4,2121,1273,1259,14,מחל,528,156,372,0.41938,17,7,6,20,0,0,0,1,0,1,153,1,3,0,0,0,99,1,134,528,8,0,0,1,0,1,2,1,156,1,2,0,2,0,0,0,6,2,103,3
K25,stat2011:90000224,statistical_area,stat2011:90000224,2011,90000224,224,loc:9000,9000,באר שבע,3,3,1694,1026,1018,8,מחל,413,142,271,0.405697,13,4,8,9,0,2,0,0,0,0,142,0,1,0,0,0,79,0,99,413,2,0,1,0,0,1,0,2,107,0,3,0,3,1,0,1,3,2,122,0
K25,stat2011:90000225,statistical_area,stat2011:90000225,2011,90000225,225,loc:9000,9000,באר שבע,5,5,2951,1693,1684,9,מחל,642,303,339,0.381235,18,7,6,9,0,2,0,0,0,0,207,0,10,0,0,1,100,1,303,642,9,0,0,0,1,2,0,7,180,2,3,1,1,0,1,1,9,1,158,2
K25,stat2011:90000226,statistical_area,stat2011:90000226,2011,90000226,226,loc:9000,9000,באר שבע,2,2,1185,716,705,11,מחל,291,96,195,0.412766,8,5,4,8,1,2,0,0,0,0,82,0,6,0,0,0,43,1,85,291,5,0,0,0,0,0,0,2,96,0,2,0,1,0,0,1,2,0,60,0
K25,stat2011:90000234,statistical_area,stat2011:90000234,2011,90000234,234,loc:9000,9000,באר שבע,4,4,2291,1601,1587,14,מחל,692,254,438,0.436043,15,6,19,19,3,5,0,0,0,0,254,0,11,0,0,0,137,0,121,692,14,0,0,0,0,0,0,0,185,1,2,0,0,0,0,0,3,0,100,0
K25,stat2011:90000311,statistical_area,stat2011:90000311,2011,90000311,311,loc:9000,9000,באר שבע,3,3,2023,1304,1296,8,מחל,528,213,315,0.407407,7,10,5,10,0,3,0,0,0,0,192,0,6,0,0,0,56,0,213,528,6,0,0,0,0,0,0,1,167,1,0,0,0,0,0,0,3,1,86,1
K25,stat2011:90000312,statistical_area,stat2011:90000312,2011,90000312,312,loc:9000,9000,באר שבע,3,3,1995,1230,1223,7,מחל,478,197,281,0.390842,19,7,2,15,1,2,0,0,1,0,197,0,6,0,0,2,66,0,189,478,7,0,0,0,0,0,0,0,146,0,4,0,1,0,0,0,1,2,76,1
K25,stat2011:90000313,statistical_area,stat2011:90000313,2011,90000313,313,loc:9000,9000,באר שבע,4,4,2420,1579,1569,10,מחל,689,217,472,0.439133,21,4,8,20,0,1,0,0,0,0,217,0,9,0,0,0,67,0,174,689,9,0,0,0,0,3,0,0,198,2,4,0,1,0,0,0,4,1,137,0
K25,stat2011:90000314,statistical_area,stat2011:90000314,2011,90000314,314,loc:9000,9000,באר שבע,7,7,4322,3106,3077,29,מחל,1236,561,675,0.40169,35,9,21,23,5,0,0,0,0,0,561,0,14,0,0,0,229,0,280,1236,20,2,0,0,4,0,0,2,378,4,9,0,4,0,0,2,5,2,232,0
K25,stat2011:90000411,statistical_area,stat2011:90000411,2011,90000411,411,loc:9000,9000,באר שבע,9,9,6031,4593,4570,23,מחל,2055,887,1168,0.449672,46,15,28,28,1,0,0,0,0,0,887,0,23,0,0,0,384,0,215,2055,31,0,1,1,1,2,0,4,485,1,8,0,1,0,0,0,11,0,342,0
K25,stat2011:90000412,statistical_area,stat2011:90000412,2011,90000412,412,loc:9000,9000,באר שבע,1,1,648,362,358,4,מחל,123,55,68,0.343575,3,0,1,8,0,0,0,0,0,0,45,0,2,0,0,0,15,1,55,123,3,0,1,0,0,0,0,1,48,1,0,0,2,0,0,0,0,0,49,0
K25,stat2011:90000413,statistical_area,stat2011:90000413,2011,90000413,413,loc:9000,9000,באר שבע,10,10,6368,3848,3796,52,מחל,1437,646,791,0.378556,71,19,15,30,2,4,0,1,0,0,449,2,25,1,0,0,226,1,646,1437,26,0,3,0,1,2,0,9,568,1,8,4,5,0,2,0,11,4,218,5
K25,stat2011:90000414,statistical_area,stat2011:90000414,2011,90000414,414,loc:9000,9000,באר שבע,9,9,5937,4025,4006,19,מחל,1651,625,1026,0.412132,67,17,19,37,2,8,0,0,0,0,583,0,12,0,0,0,299,1,318,1651,45,1,0,0,2,1,0,7,625,2,15,2,1,0,2,2,20,1,264,2
K25,stat2011:90000415,statistical_area,stat2011:90000415,2011,90000415,415,loc:9000,9000,באר שבע,6,6,3791,2754,2738,16,מחל,1023,565,458,0.37363,27,13,25,30,0,9,1,0,0,0,565,0,11,0,0,0,172,2,204,1023,17,0,1,0,0,0,0,2,312,0,6,0,1,0,0,0,9,0,308,0
K25,stat2011:90000421,statistical_area,stat2011:90000421,2011,90000421,421,loc:9000,9000,באר שבע,8,8,4303,3243,3238,5,מחל,1349,621,728,0.416615,58,12,40,23,4,6,0,0,0,0,621,0,16,0,0,0,426,0,63,1349,16,0,0,0,0,0,0,1,380,1,6,0,0,0,1,1,7,0,206,1
K25,stat2011:90000422,statistical_area,stat2011:90000422,2011,90000422,422,loc:9000,9000,באר שבע,7,7,4207,2848,2836,12,מחל,1062,536,526,0.374471,80,8,18,29,0,3,1,0,0,1,435,0,6,0,0,0,302,0,126,1062,32,0,4,0,2,0,1,2,536,0,2,0,0,1,0,2,11,0,171,1
K25,stat2011:90000423,statistical_area,stat2011:90000423,2011,90000423,423,loc:9000,9000,באר שבע,7,7,3858,2240,2224,16,מחל,812,374,438,0.365108,60,7,22,36,1,1,0,0,0,0,319,1,4,0,0,2,209,1,181,812,36,0,1,0,0,1,0,2,374,0,6,0,1,0,0,1,7,1,136,2
K25,stat2011:90000431,statistical_area,stat2011:90000431,2011,90000431,431,loc:9000,9000,באר שבע,5,5,2900,1546,1532,14,מחל,466,465,1,0.304178,31,8,45,42,0,0,0,0,0,0,465,0,1,0,0,0,100,1,49,466,20,0,0,0,1,0,0,0,154,1,0,1,1,0,1,0,3,2,139,1
K25,stat2011:90000432,statistical_area,stat2011:90000432,2011,90000432,432,loc:9000,9000,באר שבע,6,6,3092,1558,1533,25,מחל,508,274,234,0.331376,40,5,20,34,9,4,0,0,0,0,274,0,4,0,1,1,125,0,222,508,19,1,0,0,0,0,0,2,144,1,1,0,0,0,0,0,6,1,110,1
K25,stat2011:90000433,statistical_area,stat2011:90000433,2011,90000433,433,loc:9000,9000,באר שבע,3,3,1482,754,744,10,מחל,315,109,206,0.423387,6,0,4,15,1,1,0,0,0,0,109,1,3,0,0,0,38,5,94,315,12,1,2,1,0,0,1,0,58,0,4,0,1,0,0,0,2,0,69,1
K25,stat2011:90000434,statistical_area,stat2011:90000434,2011,90000434,434,loc:9000,9000,באר שבע,6,6,3211,1605,1597,8,מחל,631,285,346,0.395116,17,3,13,52,2,1,1,1,0,0,277,0,1,0,0,0,98,1,64,631,11,1,0,0,0,1,0,8,111,0,3,0,2,0,0,2,6,4,285,1
K25,stat2011:90000511,statistical_area,stat2011:90000511,2011,90000511,511,loc:9000,9000,באר שבע,2,2,1180,534,524,10,מחל,236,118,118,0.450382,2,0,0,11,2,1,0,0,0,0,58,0,1,0,0,0,14,0,118,236,5,0,0,1,0,1,0,5,37,0,1,0,1,0,0,0,0,0,30,0
K25,stat2011:90000512,statistical_area,stat2011:90000512,2011,90000512,512,loc:9000,9000,באר שבע,5,5,3206,1872,1862,10,מחל,814,284,530,0.437164,48,7,4,30,3,7,0,0,0,1,284,0,13,0,0,0,109,0,100,814,27,0,1,0,0,2,0,3,206,1,4,0,2,0,0,0,1,0,195,0
K25,stat2011:90000513,statistical_area,stat2011:90000513,2011,90000513,513,loc:9000,9000,באר שבע,8,8,4854,2882,2859,23,מחל,1031,451,580,0.360616,119,13,30,46,4,14,0,0,0,0,395,0,9,0,0,0,293,0,110,1031,64,0,2,0,0,4,0,9,451,0,4,0,2,0,2,1,5,1,250,0
K25,stat2011:90000521,statistical_area,stat2011:90000521,2011,90000521,521,loc:9000,9000,באר שבע,1,1,520,227,227,0,מחל,106,36,70,0.46696,3,0,1,12,0,0,0,0,0,0,36,0,2,0,0,0,9,0,9,106,3,0,0,0,0,0,0,2,23,0,2,0,0,0,0,0,0,0,19,0
K25,stat2011:90000522,statistical_area,stat2011:90000522,2011,90000522,522,loc:9000,9000,באר שבע,4,4,2336,1489,1482,7,מחל,695,245,450,0.468961,18,1,9,50,3,1,0,0,0,0,245,0,3,0,0,0,61,0,38,695,11,0,2,0,0,1,1,12,99,1,1,0,1,0,0,0,4,0,225,0
K25,stat2011:90000523,statistical_area,stat2011:90000523,2011,90000523,523,loc:9000,9000,באר שבע,4,4,2417,1431,1421,10,מחל,597,270,327,0.420127,21,5,5,33,4,4,0,0,0,0,270,0,4,0,1,3,61,0,31,597,10,0,1,0,0,1,0,1,115,0,5,0,0,0,0,0,1,0,248,0
K25,stat2011:90000611,statistical_area,stat2011:90000611,2011,90000611,611,loc:9000,9000,באר שבע,6,6,3792,2509,2491,18,מחל,1059,416,643,0.42513,100,6,28,35,2,6,0,0,0,0,286,0,6,0,0,0,248,0,131,1059,43,0,1,0,3,1,0,7,416,1,4,0,0,0,0,0,5,0,102,1
K25,stat2011:90000612,statistical_area,stat2011:90000612,2011,90000612,612,loc:9000,9000,באר שבע,6,6,3380,2252,2234,18,מחל,1002,335,667,0.448523,40,6,16,31,2,13,0,0,0,0,335,2,5,0,0,1,135,0,101,1002,32,0,0,0,0,1,0,6,249,2,6,3,2,0,0,2,8,0,232,2
K25,stat2011:90000613,statistical_area,stat2011:90000613,2011,90000613,613,loc:9000,9000,באר שבע,7,7,4175,3029,3019,10,מחל,1262,565,697,0.418019,75,13,21,23,6,19,0,0,0,1,565,0,17,0,0,0,315,0,83,1262,42,0,1,0,0,1,0,9,435,2,2,1,0,0,1,0,5,0,120,0
K25,stat2011:90000614,statistical_area,stat2011:90000614,2011,90000614,614,loc:9000,9000,באר שבע,4,4,2002,1083,1061,22,מחל,488,216,272,0.459943,4,1,4,8,5,0,0,0,0,0,142,0,4,0,0,0,38,0,216,488,5,0,0,0,0,2,0,4,107,1,2,0,0,0,0,0,4,0,24,2
K25,stat2011:90000621,statistical_area,stat2011:90000621,2011,90000621,621,loc:9000,9000,באר שבע,2,2,916,698,693,5,מחל,232,157,75,0.334776,16,4,5,11,3,2,0,0,0,0,157,0,7,0,0,0,68,0,35,232,8,0,1,0,1,0,0,7,105,0,2,0,0,0,0,0,0,0,29,0
