source_row_uid,election,election_number,source_row_id,source_order,source_locality_code,source_locality_name,source_kalpi,eligible_voters,actual_voters,valid_votes,invalid_votes,is_envelope,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,locality_assignment_status,locality_geography_type,locality_geography_id,locality_result_code,locality_result_name,is_locality_mapped,custom_geography_id,is_mapped,is_geographic,final_assignment_method,final_assignment_source,assignment_evidence_class,assignment_confidence,assignment_is_synthetic_link,unresolved_reason
K17:6788,K17,17,6788,6788,,פתח תקווה,160,789,383,375,8,False,35,31,1,0,0,0,1,37,1,25,2,0,107,0,64,34,2,0,0,2,0,0,0,0,1,0,1,3,0,5,23,official_crosswalk_assigned,statistical_area,stat1995:7900311,stat1995:7900311,1995,7900311,311,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6789,K17,17,6789,6789,,פתח תקווה,170,570,256,249,7,False,39,8,0,0,0,0,0,17,1,13,0,0,57,0,58,33,3,2,0,0,0,0,1,0,0,1,0,1,0,1,14,official_crosswalk_assigned,statistical_area,stat1995:7900311,stat1995:7900311,1995,7900311,311,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6790,K17,17,6790,6790,,פתח תקווה,180,609,280,276,4,False,26,10,0,0,0,0,0,21,1,9,0,1,60,0,60,39,10,0,0,1,1,0,0,0,1,1,0,4,0,4,27,official_crosswalk_assigned,statistical_area,stat1995:7900313,stat1995:7900313,1995,7900313,313,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6791,K17,17,6791,6791,,פתח תקווה,190,634,348,341,7,False,29,42,0,0,0,0,1,42,3,43,0,1,73,0,49,32,7,1,0,1,0,0,0,0,0,1,0,3,0,0,13,official_crosswalk_assigned,statistical_area,stat1995:7900311,stat1995:7900311,1995,7900311,311,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6792,K17,17,6792,6792,,פתח תקווה,200,697,398,384,14,False,36,5,0,0,1,0,3,45,0,25,2,7,92,1,81,46,2,0,0,0,0,1,0,0,0,0,0,2,0,4,31,official_crosswalk_assigned,statistical_area,stat1995:7900313,stat1995:7900313,1995,7900313,313,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6793,K17,17,6793,6793,,פתח תקווה,210,626,349,341,8,False,43,4,0,0,0,0,3,27,1,24,0,0,76,0,63,46,2,0,0,0,0,0,0,0,0,0,0,4,0,7,41,official_crosswalk_assigned,statistical_area,stat1995:7900321,stat1995:7900321,1995,7900321,321,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6794,K17,17,6794,6794,,פתח תקווה,220,818,545,542,3,False,96,12,0,0,0,0,0,54,1,41,0,3,185,0,38,43,15,0,0,1,0,0,0,0,2,1,1,6,0,13,30,official_crosswalk_assigned,statistical_area,stat1995:7900324,stat1995:7900324,1995,7900324,324,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6795,K17,17,6795,6795,,פתח תקווה,230,524,314,311,3,False,36,11,0,0,0,0,0,28,4,28,0,7,98,0,19,43,8,0,0,0,0,0,1,0,0,1,1,2,0,3,21,official_crosswalk_assigned,statistical_area,stat1995:7900322,stat1995:7900322,1995,7900322,322,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6796,K17,17,6796,6796,,פתח תקווה,240,553,374,372,2,False,47,4,0,0,0,0,3,60,2,20,1,2,113,0,33,41,15,0,0,2,0,0,1,0,1,0,1,0,0,5,21,official_crosswalk_assigned,statistical_area,stat1995:7900321,stat1995:7900321,1995,7900321,321,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6797,K17,17,6797,6797,,פתח תקווה,250,642,382,375,7,False,49,7,0,0,0,0,0,42,1,32,2,2,80,0,51,52,14,0,0,0,0,0,0,1,0,1,1,4,0,4,32,official_crosswalk_assigned,statistical_area,stat1995:7900321,stat1995:7900321,1995,7900321,321,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6798,K17,17,6798,6798,,פתח תקווה,260,755,449,449,0,False,55,10,0,0,0,0,1,44,0,45,0,3,110,0,77,47,16,2,0,1,0,0,1,2,3,0,1,4,0,5,22,official_crosswalk_assigned,statistical_area,stat1995:7900323,stat1995:7900323,1995,7900323,323,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6799,K17,17,6799,6799,,פתח תקווה,270,712,467,466,1,False,68,16,0,0,1,0,0,63,3,70,0,1,115,0,45,41,13,0,0,0,0,1,0,0,1,0,0,4,1,6,17,official_crosswalk_assigned,statistical_area,stat1995:7900323,stat1995:7900323,1995,7900323,323,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6800,K17,17,6800,6800,,פתח תקווה,280,592,349,343,6,False,64,0,0,0,0,0,0,26,0,28,0,1,104,0,29,54,9,0,0,1,0,0,0,0,1,0,0,8,0,3,15,official_crosswalk_assigned,statistical_area,stat1995:7900325,stat1995:7900325,1995,7900325,325,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6801,K17,17,6801,6801,,פתח תקווה,290,756,386,374,12,False,52,0,0,0,0,0,1,39,3,26,0,3,94,0,82,38,6,0,0,1,0,0,1,0,0,0,1,2,0,3,22,official_crosswalk_assigned,statistical_area,stat1995:7900322,stat1995:7900322,1995,7900322,322,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6802,K17,17,6802,6802,,פתח תקווה,300,576,344,339,5,False,61,10,0,0,0,0,0,16,1,37,0,1,89,0,42,34,14,0,0,0,0,0,0,0,0,0,0,3,0,12,19,official_crosswalk_assigned,statistical_area,stat1995:7900325,stat1995:7900325,1995,7900325,325,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6803,K17,17,6803,6803,,פתח תקווה,310,659,339,334,5,False,22,6,0,0,0,0,8,33,1,29,1,0,35,0,27,61,7,0,0,0,0,0,0,0,1,0,0,3,0,6,94,official_crosswalk_assigned,statistical_area,stat1995:7900428,stat1995:7900428,1995,7900428,428,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6804,K17,17,6804,6804,,פתח תקווה,320,639,431,425,6,False,62,8,0,0,0,0,6,44,3,24,0,1,100,1,55,58,7,0,0,4,0,0,0,0,0,0,0,7,0,4,41,official_crosswalk_assigned,statistical_area,stat1995:7900427,stat1995:7900427,1995,7900427,427,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6805,K17,17,6805,6805,,פתח תקווה,330,582,310,294,16,False,29,2,0,0,0,0,7,35,1,19,0,1,38,0,41,38,6,0,0,2,0,0,0,0,0,0,0,5,1,8,61,official_crosswalk_assigned,statistical_area,stat1995:7900425,stat1995:7900425,1995,7900425,425,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6806,K17,17,6806,6806,,פתח תקווה,340,719,428,424,4,False,54,3,0,0,0,0,0,59,3,24,0,0,122,0,51,59,5,0,0,1,0,0,0,0,0,0,1,7,0,8,27,official_crosswalk_assigned,statistical_area,stat1995:7900426,stat1995:7900426,1995,7900426,426,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6807,K17,17,6807,6807,,פתח תקווה,350,701,441,434,7,False,53,13,0,0,0,0,9,36,2,31,1,2,118,0,55,43,10,0,0,2,1,0,0,0,1,0,0,4,0,5,48,official_crosswalk_assigned,statistical_area,stat1995:7900426,stat1995:7900426,1995,7900426,426,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6808,K17,17,6808,6808,,פתח תקווה,360,670,477,475,2,False,24,13,0,0,0,0,0,21,2,224,0,12,55,0,19,56,6,0,0,3,0,0,0,0,0,0,0,1,0,9,30,official_crosswalk_assigned,statistical_area,stat1995:7900427,stat1995:7900427,1995,7900427,427,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6809,K17,17,6809,6809,,פתח תקווה,370,656,433,422,11,False,57,4,1,0,0,0,0,40,4,17,4,0,139,0,41,46,17,1,0,1,0,0,0,0,0,0,0,7,0,10,33,official_crosswalk_assigned,statistical_area,stat1995:7900324,stat1995:7900324,1995,7900324,324,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6810,K17,17,6810,6810,,פתח תקווה,380,576,289,279,10,False,25,3,0,0,0,0,30,14,1,16,0,1,41,1,52,42,6,0,0,0,0,0,0,0,0,0,3,1,0,0,43,official_crosswalk_assigned,statistical_area,stat1995:7900428,stat1995:7900428,1995,7900428,428,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6811,K17,17,6811,6811,,פתח תקווה,390,805,544,544,0,False,76,2,0,0,0,0,0,63,9,16,0,4,174,0,22,69,28,0,0,2,0,0,1,0,0,0,2,13,0,16,47,official_crosswalk_assigned,statistical_area,stat1995:7900424,stat1995:7900424,1995,7900424,424,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6812,K17,17,6812,6812,,פתח תקווה,400,801,455,449,6,False,39,3,1,1,0,1,16,37,0,24,1,2,100,2,55,70,4,1,1,3,0,0,0,0,0,0,0,5,0,3,80,official_crosswalk_assigned,statistical_area,stat1995:7900424,stat1995:7900424,1995,7900424,424,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6813,K17,17,6813,6813,,פתח תקווה,410,633,428,423,5,False,72,3,1,0,0,0,0,73,0,37,0,0,98,0,16,54,12,0,0,1,0,0,1,0,0,0,1,6,0,6,42,official_crosswalk_assigned,statistical_area,stat1995:7900424,stat1995:7900424,1995,7900424,424,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6814,K17,17,6814,6814,,פתח תקווה,420,723,571,569,2,False,6,29,0,0,0,0,0,21,0,347,0,8,20,0,7,38,1,0,0,5,0,0,0,0,0,0,0,2,0,0,85,official_crosswalk_assigned,statistical_area,stat1995:7900429,stat1995:7900429,1995,7900429,429,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6815,K17,17,6815,6815,,פתח תקווה,430,561,294,288,6,False,15,3,0,0,0,0,47,15,1,17,0,0,58,0,56,25,4,0,1,0,1,0,0,0,0,0,0,2,0,0,43,official_crosswalk_assigned,statistical_area,stat1995:7900428,stat1995:7900428,1995,7900428,428,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6816,K17,17,6816,6816,,פתח תקווה,440,719,356,353,3,False,39,5,1,0,0,1,4,31,2,4,4,2,85,0,82,34,3,0,1,0,0,0,2,0,0,1,0,4,0,3,45,official_crosswalk_assigned,statistical_area,stat1995:7900312,stat1995:7900312,1995,7900312,312,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6817,K17,17,6817,6817,,פתח תקווה,450,727,350,338,12,False,48,12,0,0,0,0,0,39,0,15,1,0,75,0,65,35,8,0,0,0,3,0,1,0,0,0,1,5,0,11,19,official_crosswalk_assigned,statistical_area,stat1995:7900311,stat1995:7900311,1995,7900311,311,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6818,K17,17,6818,6818,,פתח תקווה,460,735,368,358,10,False,43,2,0,0,0,0,0,29,0,22,4,2,69,0,96,49,0,1,0,0,0,0,1,0,1,0,0,7,0,3,29,official_crosswalk_assigned,statistical_area,stat1995:7900322,stat1995:7900322,1995,7900322,322,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6819,K17,17,6819,6819,,פתח תקווה,470,736,377,370,7,False,17,4,0,0,0,0,12,12,8,12,1,2,53,0,112,53,2,0,0,0,0,0,0,1,1,0,0,4,0,6,70,official_crosswalk_assigned,statistical_area,stat1995:7900422,stat1995:7900422,1995,7900422,422,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6820,K17,17,6820,6820,,פתח תקווה,480,566,284,276,8,False,30,2,0,0,0,1,0,28,0,31,0,2,74,0,39,34,0,0,0,2,1,1,0,0,1,2,0,2,0,3,23,official_crosswalk_assigned,statistical_area,stat1995:7900312,stat1995:7900312,1995,7900312,312,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6821,K17,17,6821,6821,,פתח תקווה,490,664,545,545,0,False,24,11,0,0,0,0,0,15,0,330,0,7,30,0,26,50,1,0,1,6,0,0,0,0,0,0,0,0,0,4,40,official_crosswalk_assigned,statistical_area,stat1995:7900423,stat1995:7900423,1995,7900423,423,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6822,K17,17,6822,6822,,פתח תקווה,500,772,684,681,3,False,7,471,0,0,0,0,0,2,0,39,0,7,12,0,2,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,128,official_crosswalk_assigned,statistical_area,stat1995:7900422,stat1995:7900422,1995,7900422,422,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6823,K17,17,6823,6823,,פתח תקווה,510,590,305,300,5,False,21,2,0,0,0,0,6,18,3,2,1,0,44,0,86,37,4,0,0,0,0,1,0,0,1,1,0,8,0,1,64,official_crosswalk_assigned,statistical_area,stat1995:7900422,stat1995:7900422,1995,7900422,422,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6824,K17,17,6824,6824,,פתח תקווה,520,692,353,346,7,False,27,0,0,0,0,1,14,12,0,13,0,3,59,0,93,58,1,0,0,0,0,1,1,0,0,0,1,3,0,1,58,official_crosswalk_assigned,statistical_area,stat1995:7900422,stat1995:7900422,1995,7900422,422,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6825,K17,17,6825,6825,,פתח תקווה,530,689,393,384,9,False,31,6,0,0,0,1,17,20,2,66,0,5,39,1,64,40,2,0,1,1,0,1,0,0,0,1,0,5,1,0,80,official_crosswalk_assigned,statistical_area,stat1995:7900422,stat1995:7900422,1995,7900422,422,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6826,K17,17,6826,6826,,פתח תקווה,540,649,438,431,7,False,32,3,0,0,0,0,1,23,0,121,0,3,66,0,74,46,2,0,1,4,0,0,0,0,0,0,0,2,1,3,49,official_crosswalk_assigned,statistical_area,stat1995:7900423,stat1995:7900423,1995,7900423,423,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6827,K17,17,6827,6827,,פתח תקווה,550,587,398,396,2,False,15,12,0,0,0,0,0,14,0,186,0,6,43,0,40,24,2,0,0,4,0,0,0,0,0,0,0,2,0,3,45,official_crosswalk_assigned,statistical_area,stat1995:7900423,stat1995:7900423,1995,7900423,423,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6828,K17,17,6828,6828,,פתח תקווה,560,778,515,500,15,False,44,3,0,0,0,0,1,31,2,41,0,12,67,0,49,86,3,0,0,2,0,0,1,0,0,0,0,2,0,4,152,official_crosswalk_assigned,statistical_area,stat1995:7900416,stat1995:7900416,1995,7900416,416,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6829,K17,17,6829,6829,,פתח תקווה,570,732,416,412,4,False,44,13,0,0,0,1,1,46,1,26,0,3,58,1,20,87,4,1,0,1,0,0,0,0,0,0,0,4,0,3,98,official_crosswalk_assigned,statistical_area,stat1995:7900416,stat1995:7900416,1995,7900416,416,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6830,K17,17,6830,6830,,פתח תקווה,580,614,359,350,9,False,51,6,0,0,0,0,1,27,0,33,1,5,46,0,13,58,1,0,2,0,1,0,0,0,0,0,0,2,0,3,100,official_crosswalk_assigned,statistical_area,stat1995:7900416,stat1995:7900416,1995,7900416,416,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6831,K17,17,6831,6831,,פתח תקווה,590,617,345,337,8,False,39,5,0,0,0,3,2,29,0,31,0,1,43,1,20,45,2,0,0,0,0,2,0,0,0,0,0,5,0,3,106,official_crosswalk_assigned,statistical_area,stat1995:7900416,stat1995:7900416,1995,7900416,416,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6832,K17,17,6832,6832,,פתח תקווה,600,617,377,372,5,False,73,3,0,0,0,1,3,38,0,13,0,0,109,0,36,37,6,0,0,3,0,1,0,0,0,0,0,6,0,11,32,official_crosswalk_assigned,statistical_area,stat1995:7900414,stat1995:7900414,1995,7900414,414,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6833,K17,17,6833,6833,,פתח תקווה,610,514,277,273,4,False,12,3,0,0,0,0,3,18,0,34,0,2,47,0,49,47,1,0,0,2,0,0,1,0,0,0,0,4,0,2,48,official_crosswalk_assigned,statistical_area,stat1995:7900413,stat1995:7900413,1995,7900413,413,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6834,K17,17,6834,6834,,פתח תקווה,620,655,394,391,3,False,28,8,0,0,0,1,2,0,0,57,1,9,32,0,7,78,4,0,0,0,2,0,0,0,0,0,18,2,0,1,141,official_crosswalk_assigned,statistical_area,stat1995:7900413,stat1995:7900413,1995,7900413,413,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6835,K17,17,6835,6835,,פתח תקווה,630,755,395,389,6,False,50,4,0,0,0,4,29,22,1,18,3,2,83,0,63,49,3,0,0,1,0,0,0,0,1,1,0,1,0,7,47,official_crosswalk_assigned,statistical_area,stat1995:7900414,stat1995:7900414,1995,7900414,414,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6836,K17,17,6836,6836,,פתח תקווה,640,707,420,415,5,False,63,1,0,0,0,0,0,43,0,22,0,5,91,0,47,67,2,0,0,1,2,0,0,0,1,0,1,4,0,4,61,official_crosswalk_assigned,statistical_area,stat1995:7900414,stat1995:7900414,1995,7900414,414,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6837,K17,17,6837,6837,,פתח תקווה,650,490,204,200,4,False,17,3,0,0,0,0,0,20,0,8,0,3,50,0,49,28,1,1,0,0,0,0,0,0,0,1,0,2,0,2,15,official_crosswalk_assigned,statistical_area,stat1995:7900411,stat1995:7900411,1995,7900411,411,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6838,K17,17,6838,6838,,פתח תקווה,660,707,344,342,2,False,38,5,0,0,0,0,4,32,0,18,1,2,73,1,39,51,4,0,1,2,0,0,0,0,0,0,0,2,0,3,66,official_crosswalk_assigned,statistical_area,stat1995:7900411,stat1995:7900411,1995,7900411,411,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
K17:6839,K17,17,6839,6839,,פתח תקווה,670,708,473,466,7,False,55,15,3,0,0,1,0,46,1,63,0,6,68,0,46,49,2,1,1,0,0,0,1,0,0,0,0,7,0,5,96,official_crosswalk_assigned,statistical_area,stat1995:7900412,stat1995:7900412,1995,7900412,412,loc:7900,7900,פתח תקווה,current_locality_assigned,locality,loc:7900,7900,פתח תקווה,True,,True,True,official_cbs_ballot_crosswalk_k17_tenths_encoding,k17_ballot_to_stat1995.xls,official_direct_crosswalk,authoritative,False,
