source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס,address_match_status,address_query,unresolved_reason
K19:5494,K19,5494,1415,מחנה יפה,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,222,150,150,0,26,0,0,0,0,0,0,0,0,0,20,0,1,28,9,0,0,3,0,0,0,49,1,0,0,0,0,1,10,0,0,0,0,2,,,non-geographic row is counted but not mapped
K19:5495,K19,5495,1414,מחנה מרים,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,120,66,66,0,10,0,0,0,0,0,0,0,0,0,1,0,2,25,4,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,3,,,non-geographic row is counted but not mapped
K19:5496,K19,5496,1417,מחנה עדי,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,181,129,126,3,18,0,0,0,0,0,0,1,0,0,14,0,4,22,7,0,0,0,0,0,0,47,0,0,0,0,0,2,10,0,0,0,0,1,,,non-geographic row is counted but not mapped
K19:5497,K19,5497,1412,מחנה תל נוף,1,special_non_geographic,special_non_geographic,special:envelope_votes,,,,,,,special:envelope_votes,special:envelope_votes,special_non_geographic,reviewed_crosswalk,198,147,147,0,22,0,0,0,0,0,0,2,0,0,12,0,3,30,15,0,0,0,0,0,0,48,0,0,0,1,0,0,11,0,0,0,0,3,,,non-geographic row is counted but not mapped
K19:5559,K19,5559,875,מעטפות חיצוניות,1,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1004,993,11,77,6,7,0,1,0,2,2,0,0,149,3,22,273,22,1,0,18,0,23,1,189,16,0,0,3,0,16,51,0,0,31,9,71,,,non-geographic row is counted but not mapped
K19:5560,K19,5560,875,מעטפות חיצוניות,2,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,994,7,120,2,0,0,0,0,2,4,0,0,98,3,21,237,54,0,2,9,0,9,0,230,5,0,0,1,1,19,62,0,0,46,3,66,,,non-geographic row is counted but not mapped
K19:5561,K19,5561,875,מעטפות חיצוניות,3,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,991,9,116,4,0,0,1,0,0,8,0,1,132,1,22,241,60,0,1,13,0,0,0,228,8,0,0,2,0,11,63,0,0,35,1,43,,,non-geographic row is counted but not mapped
K19:5562,K19,5562,875,מעטפות חיצוניות,4,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1006,999,7,98,6,0,0,0,0,4,7,0,1,156,0,16,266,37,1,0,18,0,7,1,166,8,1,0,1,0,13,43,0,1,56,3,89,,,non-geographic row is counted but not mapped
K19:5563,K19,5563,875,מעטפות חיצוניות,5,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,1000,5,113,6,1,0,0,0,0,8,0,0,140,1,18,258,51,0,1,29,0,2,1,218,6,1,0,0,0,12,47,1,0,34,3,49,,,non-geographic row is counted but not mapped
K19:5564,K19,5564,875,מעטפות חיצוניות,6,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,989,12,102,4,5,0,2,0,3,6,0,0,140,1,22,265,38,0,0,15,1,18,1,169,8,2,0,0,3,11,46,1,1,41,1,83,,,non-geographic row is counted but not mapped
K19:5565,K19,5565,875,מעטפות חיצוניות,7,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,1000,5,67,7,0,0,0,0,0,7,0,1,187,2,15,264,18,0,1,40,0,0,0,163,9,0,0,1,0,10,25,0,0,63,4,116,,,non-geographic row is counted but not mapped
K19:5566,K19,5566,875,מעטפות חיצוניות,8,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,993,9,118,3,3,0,0,0,1,4,0,1,114,0,25,269,40,0,0,17,0,3,0,217,4,0,0,0,0,9,56,1,0,44,2,62,,,non-geographic row is counted but not mapped
K19:5567,K19,5567,875,מעטפות חיצוניות,9,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,992,11,116,17,15,0,2,0,15,3,0,0,172,2,21,185,33,0,0,25,0,24,1,178,14,0,0,1,1,14,36,0,3,33,3,78,,,non-geographic row is counted but not mapped
K19:5568,K19,5568,875,מעטפות חיצוניות,10,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,988,977,11,110,6,0,0,1,0,1,8,0,0,149,1,15,258,32,0,0,20,0,0,2,188,4,2,0,2,0,14,49,0,0,53,4,58,,,non-geographic row is counted but not mapped
K19:5569,K19,5569,875,מעטפות חיצוניות,11,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1010,1003,7,93,1,0,0,2,0,1,6,0,1,169,1,20,260,32,0,0,22,1,0,1,191,5,0,0,3,0,5,53,0,1,58,7,70,,,non-geographic row is counted but not mapped
K19:5570,K19,5570,875,מעטפות חיצוניות,12,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,979,971,8,81,3,2,0,2,0,0,8,0,2,168,3,11,265,27,0,0,21,0,4,1,188,7,1,0,2,0,7,36,0,0,53,5,74,,,non-geographic row is counted but not mapped
K19:5571,K19,5571,875,מעטפות חיצוניות,13,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,998,5,94,5,1,0,1,0,6,5,0,0,130,2,17,254,36,0,0,17,0,14,4,186,7,1,0,3,1,16,39,2,1,56,6,94,,,non-geographic row is counted but not mapped
K19:5572,K19,5572,875,מעטפות חיצוניות,15,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,995,7,111,2,0,0,1,0,4,6,0,0,123,0,17,302,37,0,0,22,1,0,0,217,2,0,0,0,0,17,38,0,0,53,5,37,,,non-geographic row is counted but not mapped
K19:5573,K19,5573,875,מעטפות חיצוניות,16,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,977,23,105,27,1,0,0,0,0,5,0,1,159,0,19,227,44,0,0,20,2,1,0,193,3,0,0,1,0,9,57,2,0,45,1,55,,,non-geographic row is counted but not mapped
K19:5574,K19,5574,875,מעטפות חיצוניות,18,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,984,17,91,4,1,0,0,0,2,5,0,0,173,1,29,283,32,0,1,16,0,4,2,194,1,0,0,1,0,6,40,0,0,40,6,52,,,non-geographic row is counted but not mapped
K19:5575,K19,5575,875,מעטפות חיצוניות,19,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,997,981,16,116,1,0,0,1,0,1,8,0,1,159,0,15,244,49,0,1,18,1,0,1,196,4,0,0,0,0,13,43,0,0,58,2,49,,,non-geographic row is counted but not mapped
K19:5576,K19,5576,875,מעטפות חיצוניות,20,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,995,6,105,4,0,0,0,0,0,11,0,0,155,1,17,250,31,0,0,23,0,1,0,234,10,0,0,0,0,8,40,0,0,64,5,36,,,non-geographic row is counted but not mapped
K19:5577,K19,5577,875,מעטפות חיצוניות,21,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,987,13,109,10,0,0,1,0,2,4,0,1,131,0,15,268,46,0,0,25,0,1,1,200,8,0,0,1,0,16,47,1,0,53,3,44,,,non-geographic row is counted but not mapped
K19:5578,K19,5578,875,מעטפות חיצוניות,22,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,985,972,13,105,2,1,0,0,0,2,8,0,0,156,1,13,276,30,0,0,17,0,0,0,211,3,0,0,0,1,8,40,0,0,51,3,44,,,non-geographic row is counted but not mapped
K19:5579,K19,5579,875,מעטפות חיצוניות,23,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,987,13,115,6,0,0,0,0,1,7,0,1,136,2,20,262,22,0,1,25,0,1,1,211,4,0,0,1,0,10,62,0,0,33,3,63,,,non-geographic row is counted but not mapped
K19:5580,K19,5580,875,מעטפות חיצוניות,24,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,987,13,104,3,1,0,0,0,3,8,0,0,143,0,12,235,50,0,0,23,0,3,2,240,4,1,0,2,1,10,41,1,0,40,1,59,,,non-geographic row is counted but not mapped
K19:5581,K19,5581,875,מעטפות חיצוניות,25,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,995,6,141,5,2,0,0,0,3,13,0,1,139,2,14,244,45,0,0,9,0,1,2,205,6,2,0,1,0,11,37,0,0,51,5,56,,,non-geographic row is counted but not mapped
K19:5582,K19,5582,875,מעטפות חיצוניות,26,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,995,7,102,6,1,0,1,0,3,3,0,0,151,2,19,285,39,0,0,16,0,3,0,184,7,0,0,3,0,18,47,0,2,35,2,66,,,non-geographic row is counted but not mapped
K19:5583,K19,5583,875,מעטפות חיצוניות,27,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,999,1,97,4,0,0,0,0,1,9,0,0,145,3,10,307,23,0,0,19,0,0,2,209,6,0,0,1,0,10,32,0,0,61,4,56,,,non-geographic row is counted but not mapped
K19:5584,K19,5584,875,מעטפות חיצוניות,28,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,989,11,129,24,9,0,1,1,1,6,0,1,97,1,13,256,42,0,1,16,1,18,1,174,8,1,0,2,3,18,51,0,2,27,2,83,,,non-geographic row is counted but not mapped
K19:5585,K19,5585,875,מעטפות חיצוניות,29,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,995,6,115,2,0,0,0,0,1,10,0,0,159,2,28,206,59,0,0,13,0,0,0,236,3,0,0,1,0,17,50,0,0,58,2,33,,,non-geographic row is counted but not mapped
K19:5586,K19,5586,875,מעטפות חיצוניות,30,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,995,985,10,112,3,0,0,1,0,0,8,0,1,172,0,10,256,38,0,0,18,1,0,2,201,4,0,0,0,0,7,31,2,0,64,7,47,,,non-geographic row is counted but not mapped
K19:5587,K19,5587,875,מעטפות חיצוניות,31,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1098,1084,14,130,3,8,0,2,0,4,15,0,0,174,1,24,280,50,0,0,24,0,6,0,169,4,0,0,1,0,8,56,1,5,65,3,51,,,non-geographic row is counted but not mapped
K19:5588,K19,5588,875,מעטפות חיצוניות,32,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,994,988,6,112,2,0,0,0,0,1,5,0,1,122,0,21,248,30,0,0,11,1,0,3,241,7,1,0,1,0,8,41,0,0,66,4,62,,,non-geographic row is counted but not mapped
K19:5589,K19,5589,875,מעטפות חיצוניות,33,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,994,11,97,29,0,0,1,1,0,3,0,1,159,0,9,274,27,0,0,18,0,0,3,194,6,0,0,1,1,9,40,0,1,47,1,72,,,non-geographic row is counted but not mapped
K19:5590,K19,5590,875,מעטפות חיצוניות,34,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,986,14,95,1,2,0,0,0,3,8,0,1,212,1,22,227,25,0,1,29,0,0,0,190,5,1,0,4,0,13,38,0,0,70,2,36,,,non-geographic row is counted but not mapped
K19:5591,K19,5591,875,מעטפות חיצוניות,35,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,991,983,8,91,24,3,0,2,0,2,4,0,1,149,0,19,271,29,0,0,22,0,0,2,168,5,0,0,0,0,5,53,1,0,47,2,83,,,non-geographic row is counted but not mapped
K19:5592,K19,5592,875,מעטפות חיצוניות,36,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,988,983,5,122,3,0,0,0,0,2,6,0,0,149,0,36,234,28,0,0,21,0,0,1,226,5,0,0,0,0,11,52,1,0,53,2,31,,,non-geographic row is counted but not mapped
K19:5593,K19,5593,875,מעטפות חיצוניות,37,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,847,2,80,2,0,0,0,0,0,11,0,1,175,0,19,238,19,0,0,21,0,1,1,128,7,0,0,1,0,9,24,2,0,47,3,58,,,non-geographic row is counted but not mapped
K19:5594,K19,5594,875,מעטפות חיצוניות,38,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1011,992,19,98,2,0,0,2,0,8,11,0,0,197,2,21,229,58,0,0,21,0,1,0,175,6,0,0,2,0,8,41,1,0,44,2,63,,,non-geographic row is counted but not mapped
K19:5595,K19,5595,875,מעטפות חיצוניות,39,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1101,1094,7,136,8,0,0,1,0,3,10,0,0,164,1,11,284,49,0,0,38,0,0,0,209,3,0,0,0,1,9,35,0,0,66,3,63,,,non-geographic row is counted but not mapped
K19:5596,K19,5596,875,מעטפות חיצוניות,40,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,996,982,14,109,4,0,0,0,0,2,5,0,2,153,1,23,232,23,0,0,28,0,0,1,192,6,0,0,1,0,8,35,0,0,56,9,92,,,non-geographic row is counted but not mapped
K19:5597,K19,5597,875,מעטפות חיצוניות,41,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,993,7,112,6,0,0,0,0,0,2,0,0,118,2,24,264,42,0,1,22,0,1,1,225,6,1,0,0,0,19,66,1,3,37,4,36,,,non-geographic row is counted but not mapped
K19:5598,K19,5598,875,מעטפות חיצוניות,42,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1090,1071,19,140,3,1,6,0,0,0,6,0,0,187,4,14,258,62,0,0,30,0,0,1,202,9,0,0,1,0,9,51,1,5,42,2,37,,,non-geographic row is counted but not mapped
K19:5599,K19,5599,875,מעטפות חיצוניות,43,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,996,6,92,1,0,0,0,0,0,8,0,0,183,0,13,267,41,0,0,22,0,0,2,204,4,0,0,0,0,10,38,0,1,58,6,46,,,non-geographic row is counted but not mapped
K19:5600,K19,5600,875,מעטפות חיצוניות,45,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1104,1097,7,139,2,1,0,0,0,5,26,0,1,205,0,20,262,69,0,0,19,0,2,3,184,7,0,0,1,0,16,36,0,1,57,4,37,,,non-geographic row is counted but not mapped
K19:5601,K19,5601,875,מעטפות חיצוניות,47,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,996,6,122,7,0,0,1,0,1,11,0,1,163,1,21,256,33,0,0,18,0,0,0,200,3,1,0,3,0,16,47,0,0,49,3,39,,,non-geographic row is counted but not mapped
K19:5602,K19,5602,875,מעטפות חיצוניות,48,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,989,14,110,3,0,1,0,0,0,4,0,6,141,1,14,244,37,0,0,27,0,0,1,205,9,0,0,2,0,7,36,0,1,58,2,80,,,non-geographic row is counted but not mapped
K19:5603,K19,5603,875,מעטפות חיצוניות,49,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,904,894,10,116,2,0,0,0,0,1,3,0,1,160,1,15,225,19,0,0,18,1,0,0,164,2,0,0,0,0,9,39,0,0,54,2,62,,,non-geographic row is counted but not mapped
K19:5604,K19,5604,875,מעטפות חיצוניות,53,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,993,975,18,115,7,0,0,0,0,0,5,0,0,206,0,26,243,30,0,0,26,0,0,0,170,4,1,0,1,1,16,32,0,0,41,7,44,,,non-geographic row is counted but not mapped
K19:5605,K19,5605,875,מעטפות חיצוניות,54,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1101,1093,8,159,3,0,0,0,0,3,8,0,0,240,0,19,224,36,0,0,23,0,1,1,181,4,0,0,3,1,7,48,0,0,81,8,43,,,non-geographic row is counted but not mapped
K19:5606,K19,5606,875,מעטפות חיצוניות,55,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1005,989,16,88,20,0,0,0,0,2,3,0,1,234,2,21,226,25,0,0,38,0,7,0,156,2,1,0,1,1,15,34,0,0,48,3,61,,,non-geographic row is counted but not mapped
K19:5607,K19,5607,875,מעטפות חיצוניות,56,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,982,18,127,14,2,0,0,0,8,12,0,0,142,1,22,228,54,0,0,21,0,3,2,198,7,1,0,2,0,8,38,1,1,44,4,42,,,non-geographic row is counted but not mapped
K19:5608,K19,5608,875,מעטפות חיצוניות,57,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,902,887,15,94,77,6,0,1,0,9,5,0,2,115,2,17,180,30,0,0,17,0,9,1,143,10,0,0,1,0,8,48,0,1,31,1,79,,,non-geographic row is counted but not mapped
K19:5609,K19,5609,875,מעטפות חיצוניות,58,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,994,984,10,88,28,1,0,0,1,3,10,0,2,157,2,18,254,50,0,0,19,1,0,0,145,7,0,0,1,0,10,50,0,4,41,4,88,,,non-geographic row is counted but not mapped
K19:5610,K19,5610,875,מעטפות חיצוניות,59,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1086,1080,6,130,3,1,0,0,0,2,9,0,0,167,0,28,261,44,0,2,17,0,1,0,237,5,0,0,1,0,11,49,1,0,45,5,61,,,non-geographic row is counted but not mapped
K19:5611,K19,5611,875,מעטפות חיצוניות,60,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1093,1089,4,105,3,0,0,0,0,0,7,0,2,192,2,14,265,42,0,0,34,0,0,2,235,8,0,0,1,0,23,61,0,1,32,7,53,,,non-geographic row is counted but not mapped
K19:5612,K19,5612,875,מעטפות חיצוניות,61,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1096,1089,7,79,16,0,0,0,1,2,2,0,0,264,1,19,281,28,1,0,34,0,4,1,182,8,0,0,0,1,11,31,0,2,54,0,67,,,non-geographic row is counted but not mapped
K19:5613,K19,5613,875,מעטפות חיצוניות,62,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1002,996,6,99,2,0,0,0,0,1,7,0,0,172,2,24,271,39,0,0,24,1,0,1,190,10,0,0,0,1,9,39,0,0,45,4,55,,,non-geographic row is counted but not mapped
K19:5614,K19,5614,875,מעטפות חיצוניות,63,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,995,8,87,2,0,0,0,0,2,3,0,1,212,1,18,257,38,0,0,33,0,1,1,165,5,0,0,2,0,13,37,2,0,65,7,43,,,non-geographic row is counted but not mapped
K19:5615,K19,5615,875,מעטפות חיצוניות,64,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1109,1100,9,125,4,1,0,0,0,0,5,0,2,217,1,21,264,38,0,0,39,1,0,0,210,6,0,0,1,1,13,37,0,0,65,1,48,,,non-geographic row is counted but not mapped
K19:5616,K19,5616,875,מעטפות חיצוניות,65,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1101,1092,9,155,1,0,0,1,0,8,19,0,0,209,0,25,238,74,0,0,31,1,2,0,158,3,0,0,1,0,18,39,0,0,70,5,34,,,non-geographic row is counted but not mapped
K19:5617,K19,5617,875,מעטפות חיצוניות,66,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1007,954,53,78,11,0,0,0,0,2,5,0,1,162,3,26,276,15,0,0,17,0,1,0,160,8,0,0,2,0,11,39,0,0,67,7,63,,,non-geographic row is counted but not mapped
K19:5618,K19,5618,875,מעטפות חיצוניות,67,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1042,1029,13,92,1,0,0,1,0,0,3,0,0,259,0,18,249,24,0,0,49,0,0,0,194,3,0,0,2,0,11,32,0,1,48,3,39,,,non-geographic row is counted but not mapped
K19:5619,K19,5619,875,מעטפות חיצוניות,68,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,995,8,87,2,0,0,0,0,2,3,0,1,212,1,18,257,38,0,0,33,0,1,1,165,5,0,0,2,0,13,37,2,0,65,7,43,,,non-geographic row is counted but not mapped
K19:5620,K19,5620,875,מעטפות חיצוניות,70,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,947,939,8,142,7,0,0,0,0,5,8,0,1,150,0,16,199,58,0,0,18,0,0,2,183,6,0,0,2,1,9,40,0,0,49,3,40,,,non-geographic row is counted but not mapped
K19:5621,K19,5621,875,מעטפות חיצוניות,72,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,988,12,102,14,10,0,1,0,10,16,0,0,185,1,42,224,34,0,0,19,0,8,0,141,6,0,0,1,0,10,45,0,0,44,2,73,,,non-geographic row is counted but not mapped
K19:5622,K19,5622,875,מעטפות חיצוניות,74,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,999,982,17,123,19,1,0,0,0,3,20,0,1,180,1,15,194,48,1,0,32,0,3,1,178,4,0,0,0,2,10,41,2,0,42,5,56,,,non-geographic row is counted but not mapped
K19:5623,K19,5623,875,מעטפות חיצוניות,75,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1009,998,11,115,9,4,0,0,0,5,8,0,3,181,2,14,223,34,0,1,37,0,11,3,169,3,1,0,2,0,13,51,1,0,57,5,46,,,non-geographic row is counted but not mapped
K19:5624,K19,5624,875,מעטפות חיצוניות,76,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,995,3,102,4,0,0,0,0,1,7,0,0,162,1,28,237,47,0,0,42,0,2,2,192,3,0,0,4,0,12,49,1,0,47,2,50,,,non-geographic row is counted but not mapped
K19:5625,K19,5625,875,מעטפות חיצוניות,77,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,999,996,3,96,10,1,0,2,0,1,10,0,0,204,0,23,269,25,0,0,30,0,1,0,154,6,1,0,0,0,9,26,0,0,63,2,63,,,non-geographic row is counted but not mapped
K19:5626,K19,5626,875,מעטפות חיצוניות,79,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,996,5,124,6,1,0,0,0,3,4,0,1,138,0,21,273,40,1,0,29,1,0,1,180,2,0,0,0,0,12,53,0,0,46,3,57,,,non-geographic row is counted but not mapped
K19:5627,K19,5627,875,מעטפות חיצוניות,86,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1003,996,7,135,4,0,0,0,0,0,7,0,3,180,0,22,244,31,0,0,25,1,1,1,179,4,0,0,0,0,13,50,0,0,49,0,47,,,non-geographic row is counted but not mapped
K19:5628,K19,5628,875,מעטפות חיצוניות,88,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,998,991,7,88,1,0,0,0,0,3,7,0,1,187,0,25,264,14,2,0,18,4,2,0,161,8,1,0,1,0,11,34,1,0,69,6,83,,,non-geographic row is counted but not mapped
K19:5629,K19,5629,875,מעטפות חיצוניות,90,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,993,988,5,99,2,1,0,1,0,3,6,0,0,147,1,14,280,24,0,0,35,0,1,1,193,15,0,0,2,0,11,43,1,0,58,2,48,,,non-geographic row is counted but not mapped
K19:5630,K19,5630,875,מעטפות חיצוניות,91,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1012,1001,11,106,7,0,0,1,0,1,8,0,0,150,1,26,249,39,0,0,26,0,2,0,219,6,0,0,1,1,12,41,0,0,56,2,47,,,non-geographic row is counted but not mapped
K19:5631,K19,5631,875,מעטפות חיצוניות,93,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1001,983,18,111,60,2,0,1,0,5,5,0,0,132,1,28,201,38,0,2,35,1,11,1,115,10,0,0,0,2,13,45,0,0,41,2,121,,,non-geographic row is counted but not mapped
K19:5632,K19,5632,875,מעטפות חיצוניות,94,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,1000,989,11,111,23,2,0,0,0,5,9,0,2,148,2,14,232,59,0,0,24,0,8,0,178,4,0,0,1,0,12,35,0,0,56,7,57,,,non-geographic row is counted but not mapped
K19:5633,K19,5633,875,מעטפות חיצוניות,96,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,995,989,6,135,6,1,0,0,0,2,5,0,0,157,3,23,236,35,0,1,30,0,3,0,195,5,0,0,0,0,10,41,2,0,56,3,40,,,non-geographic row is counted but not mapped
