source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס,address_match_status,address_query,unresolved_reason
K20:5734,K20,5734,875,מעטפות חיצוניות,39,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,836,831,5,129,4,23,0,1,0,139,0,0,0,0,67,37,233,32,1,0,0,2,71,1,0,32,26,4,29,,,non-geographic row is counted but not mapped
K20:5735,K20,5735,875,מעטפות חיצוניות,40,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,835,829,6,190,2,41,0,0,0,84,0,0,0,0,71,33,199,43,0,1,0,0,110,0,1,31,7,0,16,,,non-geographic row is counted but not mapped
K20:5736,K20,5736,875,מעטפות חיצוניות,41,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,850,847,3,116,7,0,0,0,1,114,0,0,0,0,94,32,262,35,0,0,0,0,95,1,0,51,14,3,22,,,non-geographic row is counted but not mapped
K20:5737,K20,5737,875,מעטפות חיצוניות,42,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,845,844,1,101,2,16,0,1,0,142,0,0,0,1,102,46,252,16,2,0,0,2,73,1,0,46,25,1,15,,,non-geographic row is counted but not mapped
K20:5738,K20,5738,875,מעטפות חיצוניות,43,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,861,853,8,185,0,1,0,0,0,138,0,0,0,0,77,30,199,50,0,0,0,0,97,0,0,36,21,1,18,,,non-geographic row is counted but not mapped
K20:5739,K20,5739,875,מעטפות חיצוניות,44,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,844,5,108,16,33,0,0,0,113,0,0,0,0,102,44,222,25,0,0,0,0,88,0,0,29,29,1,34,,,non-geographic row is counted but not mapped
K20:5740,K20,5740,875,מעטפות חיצוניות,45,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,857,857,0,166,6,20,0,0,0,116,0,0,0,0,93,28,223,43,0,1,0,0,94,1,0,41,8,0,17,,,non-geographic row is counted but not mapped
K20:5741,K20,5741,875,מעטפות חיצוניות,46,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,873,872,1,179,0,0,0,0,0,107,0,0,0,0,113,25,244,38,0,1,0,0,90,0,0,36,25,2,12,,,non-geographic row is counted but not mapped
K20:5742,K20,5742,875,מעטפות חיצוניות,47,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,839,829,10,153,12,9,1,0,0,112,0,1,0,0,77,45,214,34,0,0,0,1,85,1,2,28,20,1,33,,,non-geographic row is counted but not mapped
K20:5743,K20,5743,875,מעטפות חיצוניות,48,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,854,849,5,207,2,13,0,0,0,78,0,0,0,0,55,24,243,69,0,0,0,5,89,0,0,20,14,1,29,,,non-geographic row is counted but not mapped
K20:5744,K20,5744,875,מעטפות חיצוניות,49,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,827,824,3,144,1,3,0,0,0,117,0,0,0,0,68,37,237,44,0,0,0,0,93,0,1,36,20,0,23,,,non-geographic row is counted but not mapped
K20:5745,K20,5745,875,מעטפות חיצוניות,50,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,799,795,4,109,13,1,0,0,0,133,0,0,0,0,41,25,259,18,0,0,0,0,73,1,0,29,41,0,52,,,non-geographic row is counted but not mapped
K20:5746,K20,5746,875,מעטפות חיצוניות,51,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,846,3,140,2,1,0,0,0,97,0,0,0,0,97,23,274,37,1,0,0,1,102,0,0,32,16,2,21,,,non-geographic row is counted but not mapped
K20:5747,K20,5747,875,מעטפות חיצוניות,52,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,837,835,2,146,18,20,1,0,0,99,0,0,0,0,89,41,178,32,0,1,0,0,123,0,0,26,33,1,27,,,non-geographic row is counted but not mapped
K20:5748,K20,5748,875,מעטפות חיצוניות,53,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,843,836,7,136,14,49,0,0,1,84,0,0,0,0,81,29,243,43,1,2,0,3,71,0,1,24,31,0,23,,,non-geographic row is counted but not mapped
K20:5749,K20,5749,875,מעטפות חיצוניות,54,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,871,870,1,203,6,0,0,0,0,95,0,0,0,0,98,23,236,48,1,0,0,1,110,1,1,15,14,3,15,,,non-geographic row is counted but not mapped
K20:5750,K20,5750,875,מעטפות חיצוניות,55,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,868,863,5,157,6,8,0,0,0,102,0,0,0,0,88,29,273,38,0,0,0,0,90,0,1,34,16,0,21,,,non-geographic row is counted but not mapped
K20:5751,K20,5751,875,מעטפות חיצוניות,56,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,866,861,5,139,4,5,0,0,0,90,0,0,0,0,93,27,266,30,0,0,1,0,109,0,0,36,31,0,30,,,non-geographic row is counted but not mapped
K20:5752,K20,5752,875,מעטפות חיצוניות,57,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,857,854,3,145,21,34,0,0,0,91,1,0,0,0,97,25,221,41,0,0,0,1,83,0,0,23,25,2,44,,,non-geographic row is counted but not mapped
K20:5753,K20,5753,875,מעטפות חיצוניות,58,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,844,840,4,157,4,3,0,0,0,112,0,0,0,1,74,36,244,48,0,0,0,0,97,0,0,24,20,0,20,,,non-geographic row is counted but not mapped
K20:5754,K20,5754,875,מעטפות חיצוניות,59,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,867,864,3,135,2,2,0,0,1,195,0,0,0,0,108,29,221,22,0,0,0,0,88,0,1,30,14,0,16,,,non-geographic row is counted but not mapped
K20:5755,K20,5755,875,מעטפות חיצוניות,60,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,846,844,2,151,2,3,0,0,0,118,0,0,0,0,101,31,252,19,1,0,0,0,88,0,0,40,20,0,18,,,non-geographic row is counted but not mapped
K20:5756,K20,5756,875,מעטפות חיצוניות,61,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,842,840,2,149,0,4,0,0,0,123,0,0,0,0,70,25,260,36,0,0,0,0,87,0,0,44,14,3,25,,,non-geographic row is counted but not mapped
K20:5757,K20,5757,875,מעטפות חיצוניות,62,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,850,845,5,200,4,2,0,0,0,120,0,0,0,0,90,36,210,41,0,0,0,2,77,0,0,22,18,0,23,,,non-geographic row is counted but not mapped
K20:5758,K20,5758,875,מעטפות חיצוניות,63,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,788,777,11,122,3,8,0,0,0,82,0,0,0,0,78,37,206,43,0,1,0,1,69,1,0,49,16,0,61,,,non-geographic row is counted but not mapped
K20:5759,K20,5759,875,מעטפות חיצוניות,64,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,856,855,1,206,3,0,0,0,0,88,0,0,0,0,73,20,235,47,0,0,0,0,122,0,0,34,13,0,14,,,non-geographic row is counted but not mapped
K20:5760,K20,5760,875,מעטפות חיצוניות,65,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,826,820,6,138,3,0,0,0,1,88,0,0,0,0,97,34,263,29,0,1,0,0,85,0,0,38,23,0,20,,,non-geographic row is counted but not mapped
K20:5761,K20,5761,875,מעטפות חיצוניות,66,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,844,837,7,131,3,0,1,0,0,123,0,0,0,0,91,28,267,28,0,0,0,0,89,0,1,35,18,1,21,,,non-geographic row is counted but not mapped
K20:5762,K20,5762,875,מעטפות חיצוניות,67,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,856,852,4,143,1,2,0,0,1,149,0,0,0,0,82,38,219,38,1,1,0,0,98,0,1,48,17,1,12,,,non-geographic row is counted but not mapped
K20:5763,K20,5763,875,מעטפות חיצוניות,68,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,840,835,5,133,5,5,0,0,0,145,0,0,0,0,90,34,227,33,0,0,0,0,86,1,1,29,21,1,24,,,non-geographic row is counted but not mapped
K20:5764,K20,5764,875,מעטפות חיצוניות,69,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,840,9,205,14,30,0,0,0,85,0,0,0,0,66,35,202,56,1,0,0,1,67,1,0,31,15,1,30,,,non-geographic row is counted but not mapped
K20:5765,K20,5765,875,מעטפות חיצוניות,70,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,850,844,6,138,1,7,0,0,0,105,0,0,0,0,92,27,252,30,0,0,0,2,86,1,0,45,21,1,36,,,non-geographic row is counted but not mapped
K20:5766,K20,5766,875,מעטפות חיצוניות,71,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,865,862,3,157,2,1,0,1,0,216,0,0,0,0,77,15,202,28,0,0,1,0,96,1,0,26,24,0,15,,,non-geographic row is counted but not mapped
K20:5767,K20,5767,875,מעטפות חיצוניות,72,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,857,855,2,131,4,0,0,0,0,130,0,0,0,0,86,29,288,18,0,0,0,0,79,2,0,31,18,3,36,,,non-geographic row is counted but not mapped
K20:5768,K20,5768,875,מעטפות חיצוניות,73,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,850,847,3,128,0,7,0,0,0,185,0,0,0,1,74,36,237,23,0,0,0,1,86,0,0,31,12,0,26,,,non-geographic row is counted but not mapped
K20:5769,K20,5769,875,מעטפות חיצוניות,74,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,833,825,8,142,4,3,0,0,0,106,0,0,0,0,87,29,250,31,0,0,0,1,91,1,0,31,26,1,22,,,non-geographic row is counted but not mapped
K20:5770,K20,5770,875,מעטפות חיצוניות,75,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,833,828,5,147,2,2,0,0,0,115,1,0,0,0,81,38,244,36,0,0,0,0,96,0,0,34,12,0,20,,,non-geographic row is counted but not mapped
K20:5771,K20,5771,875,מעטפות חיצוניות,76,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,827,819,8,116,5,35,0,0,1,116,0,0,0,0,76,30,243,25,0,1,1,5,54,0,2,36,18,1,54,,,non-geographic row is counted but not mapped
K20:5772,K20,5772,875,מעטפות חיצוניות,77,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,853,844,9,86,5,0,0,0,0,117,0,0,0,0,88,40,300,18,0,0,0,0,80,0,1,45,21,1,42,,,non-geographic row is counted but not mapped
K20:5773,K20,5773,875,מעטפות חיצוניות,78,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,855,848,7,137,3,2,0,0,0,92,0,0,0,0,93,33,262,26,0,0,0,0,81,1,1,65,18,0,34,,,non-geographic row is counted but not mapped
K20:5774,K20,5774,875,מעטפות חיצוניות,79,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,853,851,2,194,2,1,0,0,0,137,0,0,0,0,89,12,186,54,0,0,0,1,91,0,1,24,40,3,16,,,non-geographic row is counted but not mapped
K20:5775,K20,5775,875,מעטפות חיצוניות,80,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,853,846,7,177,1,1,0,0,0,104,0,1,0,0,77,37,226,41,1,0,0,0,102,0,0,29,20,1,28,,,non-geographic row is counted but not mapped
K20:5776,K20,5776,875,מעטפות חיצוניות,81,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,847,842,5,123,1,20,0,0,0,129,1,0,0,0,76,30,267,21,0,0,0,0,82,0,1,34,33,0,24,,,non-geographic row is counted but not mapped
K20:5777,K20,5777,875,מעטפות חיצוניות,82,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,848,840,8,131,59,54,0,0,0,83,0,0,0,0,70,35,233,27,1,0,0,0,62,1,0,20,18,0,46,,,non-geographic row is counted but not mapped
K20:5778,K20,5778,875,מעטפות חיצוניות,83,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,838,833,5,168,22,14,0,0,0,86,0,0,0,0,61,37,243,37,0,1,1,0,71,0,1,46,21,1,23,,,non-geographic row is counted but not mapped
K20:5779,K20,5779,875,מעטפות חיצוניות,84,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,850,847,3,124,3,6,0,0,0,115,0,0,0,0,81,30,277,40,0,0,0,1,94,1,1,33,22,2,17,,,non-geographic row is counted but not mapped
K20:5780,K20,5780,875,מעטפות חיצוניות,85,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,851,847,4,125,4,0,0,0,0,133,0,0,0,0,108,31,254,32,0,0,0,0,77,0,0,37,24,0,22,,,non-geographic row is counted but not mapped
K20:5781,K20,5781,875,מעטפות חיצוניות,86,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,868,865,3,153,4,0,0,0,0,88,0,0,0,0,122,22,263,29,0,0,0,0,94,0,0,36,23,0,31,,,non-geographic row is counted but not mapped
K20:5782,K20,5782,875,מעטפות חיצוניות,87,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,862,861,1,160,6,1,0,0,0,104,0,0,0,0,101,31,245,43,0,0,0,0,101,1,0,28,11,1,28,,,non-geographic row is counted but not mapped
K20:5783,K20,5783,875,מעטפות חיצוניות,88,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,831,820,11,98,10,67,0,0,0,103,1,0,0,1,89,38,196,23,1,0,0,4,70,1,2,46,11,1,58,,,non-geographic row is counted but not mapped
K20:5784,K20,5784,875,מעטפות חיצוניות,89,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,879,878,1,208,2,2,0,0,0,114,1,0,0,0,96,15,218,62,1,0,0,0,82,1,1,26,27,2,20,,,non-geographic row is counted but not mapped
K20:5785,K20,5785,875,מעטפות חיצוניות,90,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,841,837,4,98,1,3,0,0,0,112,0,0,0,0,103,44,310,17,0,0,0,0,74,0,0,27,15,0,33,,,non-geographic row is counted but not mapped
K20:5786,K20,5786,875,מעטפות חיצוניות,91,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,852,850,2,146,3,0,0,0,0,126,0,0,0,0,80,36,247,42,0,0,0,0,99,0,0,28,29,1,13,,,non-geographic row is counted but not mapped
K20:5787,K20,5787,875,מעטפות חיצוניות,92,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,853,849,4,151,2,2,0,0,0,103,0,0,0,0,81,29,266,39,0,0,0,0,73,0,0,44,29,1,29,,,non-geographic row is counted but not mapped
K20:5788,K20,5788,875,מעטפות חיצוניות,93,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,830,828,2,126,0,0,0,0,0,127,1,0,0,0,82,24,259,50,0,0,1,0,74,0,1,34,16,1,32,,,non-geographic row is counted but not mapped
K20:5789,K20,5789,875,מעטפות חיצוניות,94,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,851,850,1,145,5,3,0,0,0,97,1,0,0,0,93,27,243,62,0,0,0,1,98,0,0,29,14,2,30,,,non-geographic row is counted but not mapped
K20:5790,K20,5790,875,מעטפות חיצוניות,95,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,825,820,5,196,0,0,0,0,0,136,0,0,0,0,64,24,189,35,0,0,0,0,94,1,1,41,23,3,13,,,non-geographic row is counted but not mapped
K20:5791,K20,5791,875,מעטפות חיצוניות,96,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,835,830,5,146,4,32,0,0,0,103,0,0,0,0,89,26,245,17,0,2,0,0,79,1,1,39,18,1,27,,,non-geographic row is counted but not mapped
K20:5792,K20,5792,875,מעטפות חיצוניות,97,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,857,856,1,141,4,0,0,0,1,84,0,0,0,0,81,45,297,28,1,0,0,0,84,0,0,46,11,0,33,,,non-geographic row is counted but not mapped
K20:5793,K20,5793,875,מעטפות חיצוניות,98,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,847,842,5,122,2,15,0,0,0,126,0,0,0,0,103,33,265,18,0,0,0,4,81,1,0,33,21,1,17,,,non-geographic row is counted but not mapped
K20:5794,K20,5794,875,מעטפות חיצוניות,99,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,850,844,6,215,3,0,0,0,0,86,0,0,0,0,102,19,193,57,1,0,0,1,108,0,0,28,7,0,24,,,non-geographic row is counted but not mapped
K20:5795,K20,5795,875,מעטפות חיצוניות,100,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,839,837,2,126,3,3,0,0,0,104,0,1,0,0,92,51,265,31,0,0,1,1,64,1,0,52,24,0,18,,,non-geographic row is counted but not mapped
K20:5796,K20,5796,875,מעטפות חיצוניות,101,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,867,864,3,157,6,2,0,0,0,121,0,0,0,0,84,32,273,39,1,0,0,0,73,0,0,28,19,0,29,,,non-geographic row is counted but not mapped
K20:5797,K20,5797,875,מעטפות חיצוניות,102,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,852,851,1,142,3,0,0,0,1,114,1,0,0,0,88,26,266,36,0,0,0,0,110,0,1,24,19,0,20,,,non-geographic row is counted but not mapped
K20:5798,K20,5798,875,מעטפות חיצוניות,103,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,844,842,2,164,2,3,0,0,0,119,0,0,0,0,81,28,228,33,0,0,0,0,107,0,0,48,17,0,12,,,non-geographic row is counted but not mapped
K20:5799,K20,5799,875,מעטפות חיצוניות,104,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,828,811,17,127,9,39,0,0,0,89,1,1,0,1,81,54,241,25,0,0,1,1,64,0,2,30,13,2,30,,,non-geographic row is counted but not mapped
K20:5800,K20,5800,875,מעטפות חיצוניות,105,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,830,825,5,165,7,53,0,0,0,86,0,0,0,0,70,31,222,24,0,0,0,2,74,1,0,30,26,2,32,,,non-geographic row is counted but not mapped
K20:5801,K20,5801,875,מעטפות חיצוניות,106,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,843,837,6,154,2,60,1,0,0,97,0,0,0,0,65,37,243,23,0,0,0,1,96,1,1,24,16,1,15,,,non-geographic row is counted but not mapped
K20:5802,K20,5802,875,מעטפות חיצוניות,107,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,824,801,23,154,66,14,1,2,0,72,0,0,0,0,48,45,233,22,0,1,0,3,57,1,2,21,12,2,45,,,non-geographic row is counted but not mapped
K20:5803,K20,5803,875,מעטפות חיצוניות,108,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,844,843,1,143,2,0,0,0,0,107,0,0,0,0,105,24,263,25,0,0,0,0,98,0,0,30,17,0,29,,,non-geographic row is counted but not mapped
K20:5804,K20,5804,875,מעטפות חיצוניות,109,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,813,794,19,205,19,32,0,0,0,47,0,0,0,1,72,53,163,61,0,0,0,2,84,1,0,20,10,0,24,,,non-geographic row is counted but not mapped
K20:5805,K20,5805,875,מעטפות חיצוניות,110,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,723,704,19,112,7,52,0,0,1,77,0,1,0,1,57,45,168,16,0,0,0,10,45,1,2,42,16,2,49,,,non-geographic row is counted but not mapped
K20:5806,K20,5806,875,מעטפות חיצוניות,111,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,828,815,13,114,36,49,0,0,0,66,1,1,0,0,63,61,209,35,0,2,0,2,58,0,2,28,28,3,57,,,non-geographic row is counted but not mapped
K20:5807,K20,5807,875,מעטפות חיצוניות,112,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,836,13,148,13,27,0,0,0,91,0,1,0,0,94,45,221,20,0,0,0,4,80,0,4,27,21,2,38,,,non-geographic row is counted but not mapped
K20:5808,K20,5808,875,מעטפות חיצוניות,113,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,843,6,173,4,1,0,0,0,101,0,0,0,0,92,25,245,35,0,0,0,1,101,0,0,32,20,1,12,,,non-geographic row is counted but not mapped
K20:5809,K20,5809,875,מעטפות חיצוניות,114,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,851,844,7,188,1,9,0,0,0,136,0,0,0,1,74,21,184,44,0,1,0,0,88,0,0,33,41,0,23,,,non-geographic row is counted but not mapped
K20:5810,K20,5810,875,מעטפות חיצוניות,115,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,851,850,1,140,1,0,0,0,0,136,1,0,0,0,80,28,264,22,0,0,0,0,100,0,1,37,20,1,19,,,non-geographic row is counted but not mapped
K20:5811,K20,5811,875,מעטפות חיצוניות,116,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,831,826,5,112,0,0,0,0,0,122,0,0,0,0,80,29,286,35,2,0,0,0,65,0,0,40,27,0,28,,,non-geographic row is counted but not mapped
K20:5812,K20,5812,875,מעטפות חיצוניות,117,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,743,741,2,115,3,7,1,1,0,76,0,0,0,0,75,29,234,41,0,0,0,1,93,1,0,21,14,1,28,,,non-geographic row is counted but not mapped
K20:5813,K20,5813,875,מעטפות חיצוניות,118,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,872,872,0,127,0,2,0,0,0,94,0,0,0,0,93,30,292,46,0,0,0,0,92,0,0,44,22,1,29,,,non-geographic row is counted but not mapped
K20:5814,K20,5814,875,מעטפות חיצוניות,119,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,853,848,5,115,2,0,0,0,0,102,0,0,0,0,97,34,269,30,0,0,0,1,101,0,0,53,13,2,29,,,non-geographic row is counted but not mapped
K20:5815,K20,5815,875,מעטפות חיצוניות,120,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,824,819,5,105,22,5,0,0,0,157,0,1,0,0,58,29,227,23,0,0,0,0,56,0,1,29,53,0,53,,,non-geographic row is counted but not mapped
K20:5816,K20,5816,875,מעטפות חיצוניות,121,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,819,818,1,184,13,2,0,0,0,114,0,0,0,0,76,15,205,53,0,0,0,0,85,0,1,33,17,0,20,,,non-geographic row is counted but not mapped
K20:5817,K20,5817,875,מעטפות חיצוניות,122,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,842,829,13,180,32,4,0,0,0,111,0,0,0,0,73,25,202,28,0,0,0,0,86,0,0,33,11,3,41,,,non-geographic row is counted but not mapped
K20:5818,K20,5818,875,מעטפות חיצוניות,123,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,849,0,151,0,0,0,0,0,145,0,0,0,0,87,29,243,33,0,0,0,0,83,0,0,46,17,0,15,,,non-geographic row is counted but not mapped
K20:5819,K20,5819,875,מעטפות חיצוניות,124,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,849,848,1,127,0,0,0,0,0,136,0,0,0,0,77,32,277,43,0,0,0,0,75,0,0,41,17,1,22,,,non-geographic row is counted but not mapped
K20:5820,K20,5820,875,מעטפות חיצוניות,125,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,822,820,2,131,4,3,0,0,0,103,0,0,0,0,77,29,249,34,0,0,0,0,102,1,0,44,19,4,20,,,non-geographic row is counted but not mapped
K20:5821,K20,5821,875,מעטפות חיצוניות,126,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,845,839,6,132,0,10,0,0,0,111,0,0,0,0,83,37,254,28,0,0,0,5,73,0,0,59,18,1,28,,,non-geographic row is counted but not mapped
