source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס,unresolved_reason
K17:3980,K17,3980,,כפר האורנים,10,no_direct_historical_assignment,statistical_area,,,,,,,3796,כפר האורנים,,single_stat_locality,automatic_name_match,494,422,421,1,104,2,0,0,0,0,0,32,2,7,0,3,176,0,8,20,33,0,0,8,0,0,1,0,0,0,0,6,0,16,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3981,K17,3981,,כפר האורנים,20,no_direct_historical_assignment,statistical_area,,,,,,,3796,כפר האורנים,,single_stat_locality,automatic_name_match,424,354,354,0,84,1,0,0,0,0,0,36,1,17,0,0,130,0,6,30,27,0,0,3,0,0,0,0,0,1,0,2,0,13,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3982,K17,3982,,מודיעין עילית,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,621,523,522,1,1,51,0,0,1,0,0,1,0,127,0,27,2,0,8,18,0,1,0,1,0,0,0,0,0,0,0,1,0,0,283,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3983,K17,3983,,מודיעין עילית,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,638,588,588,0,0,446,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3984,K17,3984,,מודיעין עילית,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,818,725,723,2,0,630,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3985,K17,3985,,מודיעין עילית,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,642,556,549,7,0,436,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3986,K17,3986,,מודיעין עילית,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,521,433,432,1,0,348,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3987,K17,3987,,מודיעין עילית,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,546,477,477,0,0,417,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3988,K17,3988,,מודיעין עילית,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,662,609,608,1,0,496,0,0,0,0,0,1,0,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3989,K17,3989,,מודיעין עילית,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,481,381,375,6,0,306,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3990,K17,3990,,מודיעין עילית,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,727,676,669,7,0,567,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3991,K17,3991,,מודיעין עילית,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,706,654,654,0,0,551,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3992,K17,3992,,מודיעין עילית,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,391,351,342,9,0,276,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3993,K17,3993,,מודיעין עילית,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,471,418,416,2,0,337,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3994,K17,3994,,מודיעין עילית,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,510,462,458,4,0,333,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3995,K17,3995,,מודיעין עילית,140,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,645,573,569,4,0,445,0,0,0,1,0,0,0,1,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,115,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3996,K17,3996,,מודיעין עילית,150,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,507,457,447,10,0,331,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3997,K17,3997,,מודיעין עילית,160,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,528,480,478,2,0,374,0,0,0,0,0,0,0,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3998,K17,3998,,מודיעין עילית,170,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,753,639,631,8,0,590,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3999,K17,3999,,מודיעין עילית,180,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,572,559,555,4,1,431,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4000,K17,4000,,מודיעין עילית,190,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,469,423,415,8,0,339,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4001,K17,4001,,מודיעין עילית,200,no_direct_historical_assignment,statistical_area_pending,,,,,,,3797,מודיעין עילית,,historical_stat_area_pending,automatic_name_match,683,656,656,0,0,584,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4376,K17,4376,,חיפה,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,4000,חיפה,,historical_stat_area_pending,automatic_name_match,284,19,19,0,3,1,2,0,1,0,0,1,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4396,K17,4396,,כנף,10,no_direct_historical_assignment,statistical_area,,,,,,,4028,כנף,,single_stat_locality,automatic_name_match,138,107,106,1,10,0,0,0,0,0,0,12,0,7,1,0,36,0,16,4,4,0,0,7,0,0,0,0,0,0,0,1,0,8,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4992,K17,4992,,תל אביב - יפו,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,5000,תל אביב -יפו,,historical_stat_area_pending,reviewed_locality_crosswalk,351,18,18,0,1,0,0,0,0,0,0,2,0,2,0,0,7,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4993,K17,4993,,באקה-ג'ת,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,737,299,286,13,76,0,76,0,29,0,0,0,0,0,0,0,3,0,0,1,1,0,99,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4994,K17,4994,,באקה-ג'ת,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,694,309,294,15,87,0,73,0,18,0,0,1,0,0,0,0,4,0,0,1,4,0,96,0,0,0,0,0,0,8,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4995,K17,4995,,באקה-ג'ת,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,717,258,251,7,60,0,58,0,21,0,0,0,0,0,0,0,6,0,0,0,3,0,100,0,0,0,0,0,2,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4996,K17,4996,,באקה-ג'ת,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,628,270,260,10,77,0,57,0,18,0,0,0,1,0,0,0,8,0,0,0,2,0,94,0,0,0,0,0,0,3,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4997,K17,4997,,באקה-ג'ת,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,684,313,304,9,99,0,67,0,21,0,0,0,1,0,0,0,6,0,0,1,2,0,104,0,0,1,0,0,0,1,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4998,K17,4998,,באקה-ג'ת,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,658,283,272,11,50,0,69,0,42,1,0,0,0,1,0,0,12,0,0,1,0,0,83,0,0,0,0,0,0,11,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:4999,K17,4999,,באקה-ג'ת,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,704,314,309,5,86,0,75,0,32,0,0,0,0,0,0,0,13,0,0,0,0,0,85,0,0,0,1,0,0,14,0,1,1,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5000,K17,5000,,באקה-ג'ת,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,644,292,286,6,88,0,76,0,18,0,0,1,0,0,0,0,2,0,1,0,0,0,98,0,0,0,0,0,0,1,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5001,K17,5001,,באקה-ג'ת,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,687,297,280,17,75,0,81,0,16,0,0,0,0,0,0,0,1,0,0,0,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5002,K17,5002,,באקה-ג'ת,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,657,233,218,15,40,0,91,0,6,0,0,0,0,0,0,0,5,0,1,0,3,1,68,0,0,1,0,0,0,1,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5003,K17,5003,,באקה-ג'ת,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,748,291,282,9,69,0,81,0,9,0,0,0,0,0,1,0,11,1,0,1,1,0,107,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5004,K17,5004,,באקה-ג'ת,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,565,266,265,1,99,0,52,0,15,0,1,0,0,0,0,0,15,0,0,0,5,0,74,0,0,0,0,0,1,3,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5005,K17,5005,,באקה-ג'ת,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,677,297,290,7,100,0,71,0,19,0,0,1,0,0,1,0,17,1,0,1,3,0,73,0,0,0,0,0,0,1,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5006,K17,5006,,באקה-ג'ת,140,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,676,320,311,9,128,0,64,0,16,0,0,0,0,0,0,0,8,1,0,1,7,0,82,0,0,0,0,0,0,3,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5007,K17,5007,,באקה-ג'ת,150,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,633,316,313,3,92,0,93,0,13,0,0,0,0,0,1,0,10,0,0,2,4,0,96,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5008,K17,5008,,באקה-ג'ת,160,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,684,321,311,10,86,0,91,0,17,0,0,0,0,0,0,0,6,0,0,0,2,0,108,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5009,K17,5009,,באקה-ג'ת,170,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,723,319,314,5,81,0,114,0,22,0,0,0,0,1,0,0,7,0,0,0,6,0,81,0,0,0,0,0,1,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5010,K17,5010,,באקה-ג'ת,180,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,596,250,245,5,66,1,75,15,0,0,0,1,0,0,0,0,2,0,0,0,2,1,77,1,0,0,1,0,2,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5011,K17,5011,,באקה-ג'ת,190,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,554,252,245,7,61,0,71,0,14,0,0,1,1,0,0,0,11,0,0,0,2,0,84,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5012,K17,5012,,באקה-ג'ת,1010,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,694,267,255,12,61,0,64,0,13,0,0,0,0,0,0,0,5,0,0,0,12,0,98,0,0,0,0,0,0,1,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5013,K17,5013,,באקה-ג'ת,1020,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,576,205,195,10,51,0,47,0,9,0,0,0,0,0,0,0,11,0,1,1,6,0,67,0,0,0,1,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5014,K17,5014,,באקה-ג'ת,1030,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,631,283,277,6,78,1,87,0,5,0,0,1,0,0,0,0,5,0,0,0,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5015,K17,5015,,באקה-ג'ת,1040,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,699,264,248,16,40,0,50,0,10,0,0,1,0,1,0,0,20,0,1,0,3,1,120,0,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5016,K17,5016,,באקה-ג'ת,1050,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,677,354,333,21,57,0,89,0,8,0,0,0,3,0,0,0,7,0,0,1,31,1,131,0,0,0,0,0,0,2,0,2,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5017,K17,5017,,באקה-ג'ת,1060,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,704,276,269,7,30,0,64,0,16,0,0,0,0,0,0,0,9,0,0,2,5,0,142,0,0,0,0,0,0,1,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5018,K17,5018,,באקה-ג'ת,1070,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,644,232,222,10,51,0,57,0,10,0,0,0,0,0,0,0,13,0,0,0,1,0,89,0,0,0,0,0,0,0,0,0,1,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5019,K17,5019,,באקה-ג'ת,1080,no_direct_historical_assignment,statistical_area_pending,,,,,,,,באקה אל-גרביה | ג'ת,,historical_stat_area_pending,reviewed_historical_target_set,671,499,488,11,156,0,102,0,13,0,0,0,0,2,0,0,29,0,0,3,4,1,176,0,0,1,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:5958,K17,5958,,קרית אתא,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,6800,קריית אתא,,historical_stat_area_pending,reviewed_locality_crosswalk,106,19,19,0,2,0,0,0,0,0,0,5,0,2,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6142,K17,6142,,לוד,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,7000,לוד,,historical_stat_area_pending,automatic_name_match,121,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6275,K17,6275,,אשקלון,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,7100,אשקלון,,historical_stat_area_pending,automatic_name_match,140,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6604,K17,6604,,נתניה,9900,no_direct_historical_assignment,statistical_area_pending,,,,,,,7400,נתניה,,historical_stat_area_pending,automatic_name_match,117,11,11,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6605,K17,6605,,סח'נין,10,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,762,643,637,6,31,0,76,0,327,0,0,0,0,0,0,0,31,0,0,1,2,0,162,0,0,0,0,0,0,1,1,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6606,K17,6606,,סח'נין,20,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,693,483,483,0,17,0,36,0,254,0,0,0,0,2,0,0,10,0,0,1,1,0,156,0,0,0,0,0,1,0,0,0,0,0,5,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6607,K17,6607,,סח'נין,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,708,487,476,11,28,3,47,0,225,0,0,0,0,0,0,0,16,0,0,0,1,0,152,0,0,0,0,0,0,0,1,1,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6608,K17,6608,,סח'נין,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,750,491,481,10,31,1,45,0,183,0,0,0,0,0,0,0,35,0,0,0,1,0,177,1,0,0,0,0,0,1,0,3,0,1,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6609,K17,6609,,סח'נין,50,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,687,535,535,0,43,0,189,0,71,0,0,2,0,0,0,0,12,1,0,2,1,3,208,0,0,0,0,0,1,0,0,0,1,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6610,K17,6610,,סח'נין,60,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,762,510,490,20,12,1,43,1,123,0,0,0,0,0,0,0,30,1,0,0,0,0,276,1,0,0,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6611,K17,6611,,סח'נין,70,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,690,480,477,3,80,0,62,0,98,0,0,0,0,2,0,0,20,0,0,1,6,0,204,0,0,0,0,0,0,1,0,0,0,0,3,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6612,K17,6612,,סח'נין,80,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,736,522,516,6,51,0,88,0,142,0,0,1,1,2,0,0,31,0,0,0,12,0,184,0,0,0,0,0,1,1,0,1,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6613,K17,6613,,סח'נין,90,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,761,727,725,2,38,0,203,0,263,0,0,0,0,0,0,0,40,1,0,1,6,0,169,0,0,0,0,0,0,3,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6614,K17,6614,,סח'נין,100,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,753,500,500,0,21,3,57,0,108,0,0,0,0,1,0,0,11,0,0,3,1,0,292,0,0,0,0,0,0,1,0,2,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6615,K17,6615,,סח'נין,110,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,680,458,443,15,19,0,90,0,152,0,0,0,0,0,0,0,4,0,0,1,0,0,176,0,0,0,0,0,0,0,1,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6616,K17,6616,,סח'נין,120,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,640,465,459,6,24,3,30,0,258,0,0,1,0,0,0,0,7,0,0,2,1,0,127,0,0,0,0,0,0,0,0,0,0,0,6,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6617,K17,6617,,סח'נין,130,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,656,526,521,5,37,0,196,0,67,0,0,0,0,0,0,1,11,0,0,4,5,1,198,0,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6618,K17,6618,,סח'נין,140,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,781,489,487,2,63,0,83,0,103,0,0,1,0,0,0,0,20,0,0,0,2,0,215,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6619,K17,6619,,סח'נין,150,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,731,453,453,0,48,0,54,0,103,0,0,0,0,6,0,0,14,0,0,8,14,0,205,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6620,K17,6620,,סח'נין,160,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,744,520,510,10,18,0,77,0,90,0,0,0,0,0,0,0,14,0,1,2,1,0,305,0,0,0,0,0,0,1,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6621,K17,6621,,סח'נין,170,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,774,724,718,6,94,0,227,0,101,0,0,0,0,10,0,0,34,1,0,1,35,0,200,0,0,0,0,1,0,1,0,1,0,0,12,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6622,K17,6622,,סח'נין,180,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,716,503,499,4,27,1,37,0,246,0,0,0,0,0,0,0,14,0,0,1,3,0,168,0,0,0,0,0,0,1,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:6623,K17,6623,,סח'נין,190,no_direct_historical_assignment,statistical_area_pending,,,,,,,7500,סח'נין,,historical_stat_area_pending,automatic_name_match,708,535,535,0,40,0,119,0,117,0,0,0,1,0,0,0,20,0,0,1,3,0,231,0,1,0,0,0,0,2,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
